gene_id,moduleColor,GStraits1.num_LTR,p.GS.traits1.num_LTR,MM.darkorange,p.MMdarkorange,MM.black,p.MMblack,MM.bisque4,p.MMbisque4,MM.greenyellow,p.MMgreenyellow,MM.darkolivegreen,p.MMdarkolivegreen,MM.darkolivegreen4,p.MMdarkolivegreen4,MM.darkslateblue,p.MMdarkslateblue,MM.antiquewhite4,p.MMantiquewhite4,MM.thistle,p.MMthistle,MM.plum1,p.MMplum1,MM.plum3,p.MMplum3,MM.floralwhite,p.MMfloralwhite,MM.darkorange2,p.MMdarkorange2,MM.darkgrey,p.MMdarkgrey,MM.indianred4,p.MMindianred4,MM.salmon2,p.MMsalmon2,MM.skyblue,p.MMskyblue,MM.lavenderblush3,p.MMlavenderblush3,MM.darkviolet,p.MMdarkviolet,MM.thistle2,p.MMthistle2
SORCS2,greenyellow,0.9914485249696776,1.292897049673518e-5,0.9737566214628108,2.1128563861131877e-4,-0.9662033152863726,3.9603206461708533e-4,-0.8657814951034014,0.011776635644635481,0.8363418538909918,0.019015997378223435,0.6117577564522313,0.14432687980915965,0.5655868629434392,0.1857237402479612,-0.6090598410156669,0.14660299818266725,-0.5545160628992306,0.19641019872700705,0.5516098628621424,0.1992633651367595,0.46244829936425547,0.2961048179098573,0.4081122830082987,0.3633931317841003,-0.22271704081950539,0.6312109490372797,0.4412102773539603,0.3217017030061793,-0.3902121913595419,0.3868152022854117,0.28569762953404937,0.5345341144403895,0.2128275163119731,0.6468196909483048,-0.06682023502412171,0.8868155222912022,0.06534385441854779,0.889305503670826,-0.025351469263439248,0.9569758379491617,0.06699110738867924,0.886527385945953
JMY,greenyellow,0.9909923840065398,1.4719043178521433e-5,0.9505063398443085,0.001019094324158033,-0.9416722386914583,0.0015290965621841373,-0.8810626309061381,0.008780141091348545,0.8344235617843712,0.019556835872296317,0.6433196746757246,0.11903974051804748,0.5164430610679025,0.23533920456246354,-0.520517352500975,0.2310147126888224,-0.6067285607194947,0.148584225265669,0.5470322858047556,0.2037975227426913,0.5454446780299798,0.20538149718434348,0.44418980475279674,0.3180550590030722,-0.2521327429532416,0.5854406787142241,0.3703666297943863,0.4134672197113091,-0.3728531125713827,0.41008949759179886,0.35088259666150007,0.4403051438867455,0.18288048395026685,0.694698132520564,0.011086933811472539,0.9811793933536996,0.14434083383972565,0.7575040145912993,-0.06066987047727699,0.8971930805046499,-0.037254517591160594,0.936798646505959
ADAMTS14,greenyellow,0.9890395434197128,2.4014339115277177e-5,0.9388277995261579,0.0017197145186876258,-0.9427571884308685,0.0014598442664519214,-0.8689256253171991,0.011118618785183831,0.8532908840987449,0.014607672069371691,0.6210300334572381,0.13664121560734857,0.494380376060994,0.259401251964372,-0.5130051223198296,0.23901735787826117,-0.6398502335733605,0.12169790857114257,0.624690309109265,0.13366586968701152,0.5635396395627035,0.18767804017645795,0.36676818488227875,0.41837463498616445,-0.22508660795007066,0.6274869253456872,0.3797504136741344,0.400777179496658,-0.39708652264430716,0.37774967904588425,0.28307756168772713,0.5384535359058321,0.12138286844653803,0.7954487488885332,0.001983286913740851,0.9966330741856134,0.16829733888039725,0.7183185449364533,-0.142659864841042,0.7602700239399498,-0.049015009399197215,0.9168894550016993
CEP85L,greenyellow,0.9879964374198935,3.0125258730468003e-5,0.9580428574113101,6.770744355813627e-4,-0.9533864362711009,8.786227829561686e-4,-0.8721374398388284,0.0104687917171529,0.8355436058636506,0.019240008085115445,0.630932130297024,0.1286688630022903,0.5303103375668289,0.2207743905050561,-0.5519423972675586,0.19893589514535823,-0.5876953458731058,0.16525693053718044,0.5133842987159571,0.23861038515949048,0.5026363818420923,0.2502706411160185,0.40248417076964554,0.37069294166535816,-0.23831157164158578,0.606819430800313,0.408371708948583,0.36305809352777185,-0.38376335530838324,0.39539823282287473,0.3756383191303103,0.4063189173314249,0.1834153749228294,0.6938353768917116,-0.020640707941117425,0.9649667097745218,0.12127743505656383,0.7956238003983986,-0.023436963435870223,0.9602231017782947,-0.009623433903449883,0.9836635076870285
FMR1,greenyellow,0.9867848403027685,3.82871744249476e-5,0.9385847390322946,0.0017366171963904414,-0.9426532466796624,0.001466396990716846,-0.8676876003022024,0.011375124562788386,0.8544528407443701,0.014329534547981223,0.6240904770696186,0.1341511795965131,0.4798700427370366,0.2758091992924742,-0.49796726265887276,0.25541596084829443,-0.643349635658302,0.11901691685756605,0.571201930305352,0.18041469974315105,0.5635663124716002,0.18765251401908917,0.4158941272758983,0.3533990200051452,-0.22465129942421708,0.6281705900460625,0.3785689086962612,0.4023663703152237,-0.401853130730073,0.37151513538980685,0.3657627266055453,0.4197498688507232,0.15974251579580567,0.7322594326338687,0.006439356253776972,0.9890684359437011,0.18718937531359553,0.687755588958595,-0.09694892589370555,0.836186777742264,-0.0694673174694379,0.8823529642313438
NEK10,greenyellow,0.9866242266788232,3.945772028261592e-5,0.92728364296271,0.002632708765262907,-0.9327951039249696,0.0021683951693157134,-0.8719482279361077,0.010506450642089792,0.8519922433244361,0.014922148469009635,0.6295125308949155,0.12979682866481937,0.47267549131270187,0.28411263173315626,-0.4780358226381454,0.27791562962471106,-0.6597454099957298,0.10686552340672857,0.6169190154782194,0.14002255458557064,0.5910520048011757,0.16225248153490712,0.39148653845889947,0.38512809111264845,-0.2328344403562917,0.6153544995318885,0.35707328276364886,0.4317076078157189,-0.3934983588166259,0.38247070515781856,0.31260631241992004,0.494848958894302,0.10377367724194411,0.8247753938614731,0.029805273543556214,0.9494234680372147,0.19995970755393588,0.6672834662138112,-0.15502530908668674,0.739971899967413,-0.09212607226748423,0.8442647683747984
ZRANB1,greenyellow,0.9865768226343699,3.98072321484673e-5,0.9611278013031503,5.603342755482647e-4,-0.962166395777291,5.239484436416273e-4,-0.853122234883791,0.014648295716023876,0.8526606261142238,0.014759816263966349,0.5937874984512502,0.15982424881511398,0.5279239091389182,0.22324968844827425,-0.5818258577927853,0.17057606590762622,-0.587405048638171,0.1655180502148235,0.5799704136109674,0.17227482514245962,0.4879482568002434,0.26661823223542513,0.430946339443728,0.3344002155340249,-0.19868631666955455,0.6693176995837724,0.4370216046390282,0.3268584723482848,-0.4143147369029287,0.35541802988741233,0.29134690947903086,0.5261158978927638,0.21956778710595923,0.6361699309424604,-0.0672940664790704,0.8860165406286109,0.10686741629644186,0.8196104503534021,-0.059098949404252976,0.8998456252885958,0.03903561207746828,0.9337815647805612
SPSB1,greenyellow,0.9846847363799901,5.529584181005237e-5,0.9771033358121767,1.50499956219963e-4,-0.9655500982805587,4.152993982190477e-4,-0.8561430219111199,0.013930403318302068,0.8271912247033738,0.02167361153578481,0.5994976997774528,0.1548141572894934,0.5776026946099532,0.17445462818965582,-0.6314398495864242,0.1282666659806969,-0.525293943292936,0.22599265452598222,0.5278392172231349,0.2233377734136898,0.4314104626566771,0.33382147098654086,0.47341000616069595,0.28325985466926223,-0.2149631120141208,0.6434401316082098,0.4549910346483838,0.304986940019286,-0.39035238532715355,0.3866294535427781,0.28308890871923126,0.5384365410898638,0.26675181531256875,0.563086284616655,-0.09083966470509756,0.8464212830445854,0.03669896766667717,0.937739843689682,0.013276723291156837,0.9774627209694624,0.10449778413078584,0.8235660535613469
TMEM136,greenyellow,0.9846437986958416,5.5664870031004686e-5,0.9409449725094573,0.0015765805808886002,-0.9430211786094691,0.0014432794562758491,-0.8696493966214046,0.010970216618188625,0.8403426440048054,0.017915642011112853,0.6276629361998995,0.13127398487027359,0.503797153670592,0.24899895930267865,-0.5186391172785584,0.23300363252433212,-0.617993481711833,0.13913476086291449,0.5523537806529762,0.19853113571592876,0.5358447676083055,0.2150841100281363,0.40229978093965457,0.37093310935200063,-0.23413014453062805,0.6133322381458906,0.3903689571851923,0.38660749918508897,-0.3891008229752163,0.3882889715819411,0.3493137574641793,0.4424941491957131,0.13274656990233916,0.7766227506049992,0.0010743860661327463,0.998176066618405,0.15538687835355042,0.7393801261826158,-0.08221771881535803,0.8608941402724126,-0.0500235103913071,0.9151836643477471
GCNT1,greenyellow,0.9845205457483092,5.678478592948681e-5,0.9420784638140121,0.0015029455373022325,-0.9563070998457797,7.485813710377715e-4,-0.8482112826701721,0.015859588985791328,0.8736233684645199,0.010175748457904556,0.5891426218978643,0.16395816502713229,0.47342873485490017,0.2832381254943657,-0.5254816418001645,0.22579636893101926,-0.6461153761447554,0.11691973447884907,0.5986440326925673,0.15555810147605476,0.5381629353305466,0.21272160921289116,0.41532084584887213,0.35413131817987425,-0.18382341896005108,0.6931773964132042,0.42029009653267746,0.34780478729608955,-0.43758225148672264,0.32616620575145167,0.3380973017817876,0.4582630734485009,0.17826527719774968,0.7021530624401408,-0.04065014800734775,0.9310471683918343,0.18158302777450963,0.6967919593262362,-0.1076160715455978,0.8183613561655476,-0.037130363339307436,0.9370089801291615
SLC9A7,greenyellow,0.9844392906660943,5.753039436900029e-5,0.9324800083883471,0.0021935223472859993,-0.9272922450722406,0.002631942668957739,-0.8776582797602686,0.00940407638820475,0.8359040543525214,0.019138671802972608,0.6441243339747398,0.11842754953801203,0.4821688636330471,0.27317940672266955,-0.47619803674550965,0.28003337033754544,-0.6350447229197668,0.12542950953657986,0.5528054523884646,0.19808719372093492,0.5810267971314106,0.17130663263642154,0.4731246834685395,0.28359098035742303,-0.2517555865570161,0.5860209736598316,0.3435519076982649,0.45056875625456794,-0.3750262222494704,0.40714639076193226,0.3733132110648705,0.4094656768377858,0.1691416118606425,0.7169460253914203,0.03855454751922286,0.9345964022820533,0.18743013727287028,0.6873681793884554,-0.08717396524185114,0.8525705531571277,-0.08633000580396659,0.8539871594258098
LOC109496050,greenyellow,0.984235888450426,5.942238052981009e-5,0.9330490914776474,0.0021482647797963525,-0.9419639570168539,0.0015102900812855166,-0.8608656036228629,0.012849226313285686,0.8585434416622266,0.013374607897472475,0.6125780200830014,0.14363841248137713,0.480720173414066,0.2748353490636215,-0.5058561668210546,0.24675056037885576,-0.6501076649786864,0.1139263819729683,0.6233786814801016,0.13472823585137714,0.5640860292874056,0.187155478146927,0.33281336652113147,0.46576262279521646,-0.21407776625040767,0.6448405935180095,0.3853269589090632,0.39331023344075977,-0.4068764036490967,0.3649909729032454,0.3000548674934763,0.5132288349825362,0.11235690390051258,0.8104586893564216,-0.0021414530648195943,0.9963645647019781,0.18272051427570746,0.6949562075008735,-0.14724411587134686,0.7527315615687019,-0.05950787473522848,0.8991550710903311
MAPK8,greenyellow,0.9836182564372462,6.539312874474069e-5,0.9583427373923952,6.651494798379142e-4,-0.957311213552281,7.06697351689109e-4,-0.8553491621328618,0.014117067971903943,0.8477360672776757,0.015979721699862545,0.6033870983704029,0.1514472250332427,0.5141650500765735,0.23777341535020174,-0.5594356317764819,0.19162567435348576,-0.588855390136197,0.16421551910873755,0.5201367217878139,0.2314171294536419,0.4930512320605264,0.260885185073276,0.4979396420652568,0.25544654140012946,-0.2070569625901741,0.655975564001134,0.4257565957813441,0.3409006089458578,-0.4107398287552949,0.3600056758925299,0.37595670981652407,0.4058887581211859,0.25375017764826785,0.5829540921013855,-0.051812534764715375,0.9121583271412224,0.12617966788315726,0.7874919084389742,-0.012281762942286311,0.9791514041589389,0.01098182538987705,0.9813577983637426
ZBTB21,greenyellow,0.9832150037041194,6.9476923493174e-5,0.949833704769677,0.001053686287661911,-0.9624392700430954,5.146282661519815e-4,-0.8429916615358443,0.01720751884768835,0.8640433843035721,0.01214974685827588,0.5766243390309168,0.1753592679648536,0.5155079724809287,0.23633699846678938,-0.5797625945447688,0.17246561082998169,-0.6103444332734772,0.14551700615256494,0.6413869527947332,0.12051680450961763,0.4953289300204561,0.2583445954385253,0.3319774984945702,0.46695308382376366,-0.17928327120116772,0.7005070473550632,0.44888588676178875,0.31234408741687475,-0.4301528423918092,0.33539066513314897,0.22907881047019918,0.6212269756074645,0.14186830584687934,0.7615732275814486,-0.07425530775072903,0.874287523979544,0.11982075075030128,0.7980430346116819,-0.13002785505868084,0.7811191858069698,0.030013284598830958,0.9490708112453561
HEYL,greenyellow,0.9831616380645118,7.002845874551777e-5,0.9155158442749203,0.0038058132356600873,-0.9198635917192888,0.0033429102387500047,-0.8735450681312825,0.01019107076773257,0.8484584926852786,0.015797299540545814,0.6363382556185052,0.12441936787244556,0.45800109573194575,0.30138785820800273,-0.45033441093414633,0.31059159175068723,-0.6754577239236274,0.09585745397931503,0.639647532921147,0.12185414345882276,0.620708345698368,0.1369042962876643,0.3722075795104325,0.4109653669766753,-0.24168812644834803,0.6015752819738212,0.32873516741145,0.4715814027112267,-0.38389244519620036,0.3952256819161379,0.2986584368671513,0.515288071263512,0.08330852429968615,0.8590613256199986,0.05492734163563556,0.9068930495728624,0.22077106378724679,0.6342739023926462,-0.1872900371504962,0.6875936075978242,-0.11846851632980727,0.8002899513221983
PPP1R15B,greenyellow,0.9831115098249394,7.054890882262918e-5,0.9671485185106105,3.691092553795513e-4,-0.9664312512704701,3.894364788913242e-4,-0.8464860091373425,0.016298202483725637,0.8486472110036413,0.015749842310981255,0.5850047380830081,0.1676849210135447,0.5372065768609579,0.21369475477428695,-0.6017287133998058,0.1528783102580977,-0.5653005310308996,0.185996477125844,0.5448887186662915,0.20593757207177107,0.45842731989514635,0.3008797451935438,0.4807442976095023,0.2748077367031462,-0.19103320679583394,0.6815770181539924,0.45547240342752837,0.3044101168312709,-0.4186585764321865,0.3498766672997066,0.31467631137140895,0.4918403852211709,0.26492412017118966,0.5658660458270548,-0.08940004025166584,0.8488355518053271,0.08672455340138506,0.853324862749845,-0.014185669968621393,0.9759200817137352,0.06564586027880066,0.8887960979699338
B3GNT5,greenyellow,0.9823265688807982,7.900084024145547e-5,0.9682947931925011,3.379587311112045e-4,-0.9761423422274027,1.667055153171723e-4,-0.8363363040973825,0.01901754966689756,0.8628458183489492,0.01241071466019017,0.5678348744196724,0.18358923540951302,0.5270472150181151,0.22416229841929317,-0.6101185024243174,0.14570771331872803,-0.574969223411029,0.1768949041363835,0.5455983812707167,0.20522788897042576,0.446329507900767,0.315447371210179,0.46043817287799327,0.29848764315381826,-0.16776150382411112,0.7191899550360408,0.4816124417875135,0.27381489770407114,-0.44233866904457186,0.32031855324548314,0.32984047330053357,0.4700017409640274,0.26280353430541115,0.5690967124103026,-0.11175451260485826,0.8114621397749522,0.09550772720062435,0.8385995271636115,-0.01429301024356325,0.9757379106228347,0.06809736116030221,0.8846621888517846
HES4,greenyellow,0.9806754876155159,9.867663139138537e-5,0.9268213301030414,0.0026740745536450025,-0.9316459985538743,0.002260853040276273,-0.8584586376101944,0.013394022993717029,0.8517640114131478,0.01497781224116475,0.6085208017041944,0.14705991047002348,0.4787545215694277,0.2770894127972911,-0.49984881390057234,0.2533367268327401,-0.645661730867032,0.11726240427765174,0.6513471176891292,0.11300521447334,0.5748477522894155,0.17700786513727879,0.4006960466677229,0.37302465967040277,-0.21518414334650496,0.6430906293645905,0.36837855197000824,0.41617568788942255,-0.4006588603821531,0.37307321420395945,0.25151218467215075,0.5863955668944898,0.1324281831646782,0.7771490707598517,0.002520183561615367,0.9957216170925438,0.17779574392173778,0.7029125725752745,-0.16808728538541143,0.7186601188341466,-0.05116798219939519,0.9132482047936501
HECTD2,greenyellow,0.9804264734638859,1.0187258585864399e-4,0.9594686172672725,6.214935896648306e-4,-0.9758260763770483,1.7225591014025812e-4,-0.8307074966729694,0.02062907543330025,0.8747828239096678,0.009950410933777954,0.5607797492962268,0.19032838324891732,0.5058759022136904,0.24672905529236036,-0.5933619458562449,0.16020080675277149,-0.6021829507072999,0.1524856613871139,0.5698796231774337,0.18165817700414194,0.46291228151118996,0.2955560061793893,0.3911750007907776,0.38554026172288386,-0.15579151623135848,0.7387179839915035,0.4827605437781018,0.27250437786662324,-0.45569473776924657,0.3041438555892876,0.33128332556428225,0.46794258674785433,0.22105204040732718,0.6338313899501343,-0.10753663270418094,0.8184938814890717,0.12425663861746115,0.7906800624028159,-0.050567151614401805,0.9142642500946452,0.04161833439822222,0.9294076941855175
