gene_id,moduleColor,GStraits1.num_LTR,p.GS.traits1.num_LTR,MM.plum1,p.MMplum1,MM.antiquewhite3,p.MMantiquewhite3,MM.deeppink1,p.MMdeeppink1,MM.moccasin,p.MMmoccasin,MM.maroon,p.MMmaroon,MM.antiquewhite,p.MMantiquewhite,MM.lightcoral,p.MMlightcoral,MM.darkgoldenrod3,p.MMdarkgoldenrod3,MM.mediumorchid,p.MMmediumorchid,MM.indianred1,p.MMindianred1,MM.deeppink,p.MMdeeppink,MM.antiquewhite1,p.MMantiquewhite1,MM.black,p.MMblack,MM.bisque4,p.MMbisque4,MM.deeppink2,p.MMdeeppink2,MM.cornsilk,p.MMcornsilk,MM.darkolivegreen1,p.MMdarkolivegreen1,MM.darkturquoise,p.MMdarkturquoise,MM.lightblue1,p.MMlightblue1,MM.cornflowerblue,p.MMcornflowerblue,MM.darksalmon,p.MMdarksalmon,MM.lightpink2,p.MMlightpink2,MM.plum3,p.MMplum3,MM.coral,p.MMcoral,MM.darkseagreen2,p.MMdarkseagreen2,MM.antiquewhite4,p.MMantiquewhite4,MM.darkolivegreen2,p.MMdarkolivegreen2,MM.mistyrose4,p.MMmistyrose4,MM.cornsilk2,p.MMcornsilk2,MM.tan4,p.MMtan4,MM.palevioletred3,p.MMpalevioletred3,MM.lightskyblue2,p.MMlightskyblue2,MM.floralwhite,p.MMfloralwhite,MM.salmon1,p.MMsalmon1,MM.tomato2,p.MMtomato2,MM.coral4,p.MMcoral4,MM.sienna2,p.MMsienna2,MM.blueviolet,p.MMblueviolet,MM.brown2,p.MMbrown2,MM.blue3,p.MMblue3,MM.thistle,p.MMthistle
LOC111556580,antiquewhite3,0.9642415644930163,0.0018951370221993121,0.9153196133725588,0.010452540120838917,0.921886141987679,0.008914345634648418,-0.9086429722385185,0.012137922039529679,-0.6582686109663549,0.15521675909169044,-0.6510298295735076,0.161421444713268,-0.7847347746945976,0.06452107558364736,-0.715128968265405,0.11016840064388,0.7461257550608489,0.08849683016112726,0.6526556840846961,0.16001889936795638,0.44627552995831576,0.3750272348370784,0.541488954467324,0.2671516343916949,-0.5955331275234309,0.2123061106686148,0.5504819257476004,0.2576834768507886,-0.48216073081305566,0.3328050188988782,0.4976843457783823,0.31510912648161193,0.44916005714774804,0.3715677575559114,-0.5340393246282015,0.275094486776935,0.35341757088496695,0.49194527417106454,-0.3909329049371347,0.4434734943939632,0.5652032856038511,0.2424735098917261,-0.3948347409879828,0.4385241653912395,0.3239091553889856,0.5311280781711513,-0.22218599272981215,0.6722052961266103,0.4328883292853034,0.3912274771248983,-0.10379569068718054,0.8448655877624719,-0.283154422920454,0.5866195206098876,0.06980284988077853,0.8954657802027823,0.18732158378706362,0.7223041230394328,-0.177036162124361,0.7372200730454674,-0.09037325972533994,0.8648091643522358,-0.07050885491242981,0.8944119849688401,-0.2812728081775324,0.5892171514234555,-0.056151996967893074,0.9158605294843117,-0.1331992350691968,0.8013827602229429,0.2385077181563552,0.6490222896384277,-0.19833519283345974,0.706398151487613,-0.24420919198020352,0.6409683017315022,0.09032824260189999,0.8648761388077788,0.11701028871369823,0.825285584711334,-0.06990518376428968,0.8953130283977693,-0.15612189449735583,0.7677198193684381
AK1,antiquewhite3,0.9503616657297058,0.0036347928036764053,0.9124058113251967,0.01117306903403034,0.9334440920703112,0.0064971223378791024,-0.8381955884123465,0.037152927655098714,-0.6627767156386636,0.1514048762929946,-0.5331057557892871,0.27609615984313246,-0.8060130068224184,0.052796472521041915,-0.8380053022690497,0.0372378678617047,0.7206917323212122,0.10612480950974357,0.7148939424502577,0.11034070698141503,0.4509348361807713,0.3694447925223502,0.6536852780948226,0.15913339461851703,-0.4598330208973735,0.35886548872303253,0.6331064529994641,0.17722238158022316,-0.6274136529861913,0.18236955146113512,0.577743349165724,0.22980669494597086,0.23829932151463507,0.6493171178781013,-0.6505660780929761,0.1618224473759549,0.2481676361376206,0.6353905176893342,-0.1996325840255978,0.7045291194766891,0.39537710673078946,0.4378376188062578,-0.2968220124784688,0.5678424817407904,0.15236997279753706,0.7732137978148974,-0.29830018786563417,0.5658215413203052,0.568320612456445,0.23929954082061242,-0.13358301358014052,0.8008173354307169,-0.3296476159290448,0.5234395756129576,0.14315621632370995,0.7867325759523057,0.09919291264413513,0.851698622169095,-0.22683011714463974,0.665590244767001,-0.015753945640920062,0.9763710364993236,0.003412678358177201,0.9948810023353978,-0.2614468476092141,0.616765256861667,-0.15315484274377877,0.772063966959427,-0.3183113983853537,0.5386588994667398,0.11421973654917855,0.8294154589824166,-0.10243346807889207,0.8468871953730943,-0.28832842739079123,0.5794922031512646,-0.07819462663617442,0.882947116644011,0.15549091412338123,0.7686433137235311,0.14004128899422702,0.7913112807631291,-0.15364110283555701,0.7713517400702796
SLC7A14,antiquewhite3,0.946544486597041,0.004209863521129124,0.874618411292977,0.02259528086507919,0.9164769159870606,0.010172825419036647,-0.9332003386405596,0.006544255587235552,-0.752316606268449,0.08442327085023316,-0.6411022271835372,0.17009703458438355,-0.6933584658071646,0.1266269426538169,-0.7611880337432427,0.07873687168225077,0.8082561580133902,0.051623753033916316,0.5488154610144833,0.2594279806669656,0.47554036066968236,0.3404584829311399,0.6542489558177461,0.15864948266230858,-0.6142121445000769,0.19453956314645587,0.48367936713950854,0.331058310653948,-0.4228199388330851,0.40356526857242525,0.5391037027078964,0.2696850558551262,0.3988028484661107,0.43350926997791583,-0.6092914036600732,0.1991583507143909,0.4593079926060599,0.3594866982016024,-0.2920604092767574,0.5743656577882192,0.5766386716611666,0.23091167695897824,-0.24783321548123044,0.6358612962512231,0.28908824439057773,0.578447476679791,-0.27125394184776397,0.6030983435651514,0.48768656589002374,0.32646539538290814,-0.15450479723361643,0.7700869527341574,-0.4322542743709386,0.39200059489885064,-0.04588267123800043,0.9312242896905578,0.027523351397094102,0.9587253978535994,-0.08143862788714884,0.8781121188437454,-0.03429161759702188,0.9485827356188621,-0.2001599083430017,0.7037697396593255,-0.2763379819174823,0.5960439816008554,0.02788500243936244,0.9581833376584911,-0.10911474487130776,0.8369774442722218,0.10375631454225738,0.8449240158901982,-0.2067376724458117,0.6943115234794912,-0.18540778838076805,0.7250751109446049,0.1711420372590357,0.7457932847548969,0.2803134184313926,0.590542771632904,-0.12042230690455079,0.8202396936117318,-0.1257721103562638,0.8123366053111782
FAM227A,antiquewhite3,0.9429652167826911,0.004786683625493466,0.8693707372375521,0.024481477284711107,0.8969238297091762,0.015389468790194788,-0.8874318093803797,0.01829418690542901,-0.7994994638146812,0.05627059012113823,-0.5960704398801541,0.21178624467447507,-0.6732100978882074,0.1427382453724009,-0.7668936503427051,0.07517452249747254,0.7582059435310474,0.08062838053953836,0.5478249456904377,0.26046704838697005,0.47370206621235356,0.342594767922326,0.7455375299633925,0.08888835437319638,-0.6360913272556266,0.17454815733832565,0.4185489786731991,0.40883791666121533,-0.40079651619051554,0.4309967705154458,0.6200885494445482,0.18908224073538502,0.3083574943395762,0.552123743572642,-0.6539450966846456,0.1589102653904045,0.4901250993037479,0.3236819170622313,-0.25402650342339567,0.6271563419748378,0.525546892104471,0.2842575656636629,-0.13839790686585518,0.7937285751145314,0.30209563769239317,0.5606414354153886,-0.27165503326419427,0.602541039607546,0.48338002625670295,0.3314023426927452,-0.27716718150345954,0.5948954473645971,-0.4415765180042452,0.3806866861511629,-0.07127298389371331,0.8932715517737158,-0.08112581425347466,0.8785782392450103,-0.12781090063469686,0.8093275846042175,-0.09450683026408456,0.8586618004169351,-0.24629173018619607,0.63803238565334075,-0.3117497878809419,0.5475244764976352,0.08827496580244171,0.8679314912895106,-0.1614636444557375,0.7599092529724663,0.017007498780983416,0.9744912115806805,-0.14050352148604783,0.7906315746085641,-0.14447778896176228,0.7847912190687337,0.11098281217018652,0.8342092796370287,0.3125517438830598,0.5464387541633948,-0.06629398519895995,0.9007046996698567,-0.011076826835266354,0.9833854392887869
ADAMTS13,antiquewhite3,0.9396333756419688,0.0053562021111946845,0.8622949058412637,0.02713840972630785,0.8780519879541981,0.02140021265141745,-0.9157196744648123,0.010355431030613952,-0.821389786027647,0.04500343623960297,-0.6571695241348232,0.15615220100683436,-0.6219716032080314,0.18734704054359583,-0.7661771747220945,0.07561775948461857,0.8112816867878454,0.05006133882925874,0.4820942145761718,0.33288160101457953,0.5262813482880728,0.28346059151221425,0.7181128422229944,0.10799112569131382,-0.6256690825811261,0.1839591490449855,0.4127623912983364,0.41601815350350313,-0.3672454008993277,0.4738969425129835,0.5433453432134692,0.26518632199095743,0.3781562609015654,0.4598041892682535,-0.6110740565155299,0.19747995603198196,0.5361682994341216,0.27281542925559776,-0.2513519270252169,0.6309120392462573,0.5476636155216325,0.2606364393049449,-0.16628731196553678,0.7528680763708301,0.29754662545953126,0.566851557435238,-0.3247891017117301,0.5299470174132349,0.46928407694359736,0.34774852464119826,-0.22298740366689776,0.6710627384481535,-0.49224203851094755,0.3212726126898282,-0.07941645983649251,0.881125749022633,-0.05959332287752222,0.9107158344783912,-0.028710680655322597,0.9569458121697512,-0.032876089224452516,0.9507036330141352,-0.29683157473234817,0.5678294020999675,-0.2415859363372617,0.6446710278579795,0.07265892246452463,0.8912034111186542,-0.07236315954860187,0.8916447228732594,-0.0020962722294606394,0.9968555962616936,-0.1502191401533993,0.7763661965603816,-0.09681582917188787,0.8552299983792613,0.19504142049775663,0.7111476697768712,0.339863436048394,0.5098331752482805,-0.14522237060890442,0.7836977803603092,-0.062334985153344576,0.9066186282491724
LOC101082222,antiquewhite3,0.9307246526869,0.00703238186778078,0.8901825220449299,0.017427624977915248,0.936447111340427,0.005930110391009527,-0.8853649074024651,0.018958585087505923,-0.5319294232375422,0.2773602907419856,-0.583852130697729,0.2237345275366862,-0.8584457936558637,0.028638187189876922,-0.6621843580938722,0.15190345135505237,0.6875486190847646,0.13118712991952003,0.7276736427100544,0.10114438201252263,0.33414392858303427,0.5174380536508868,0.4392439266585402,0.3835069233846786,-0.5772532821453312,0.2302966362705935,0.604796385825764,0.20341622956374505,-0.5260230176299232,0.2837408146118072,0.49979957878362885,0.3127255039908902,0.4444529465964085,0.37721884690916757,-0.5176532368043806,0.29287658687117163,0.23415199278333335,0.655190954710756,-0.4462464814373531,0.3750621301476697,0.5883215835464942,0.21933323028232757,-0.47220827051633796,0.3443342479487162,0.32075677045109435,0.53536535937807594,-0.10832929888062692,0.83814168667704525,0.4290709459294899,0.3958899642846023,-0.03674590078889314,0.9449059570991629,-0.16920231280108325,0.7486186130622572,0.09758119832403875,0.8540927910033121,0.2827482916774291,0.5871799442691934,-0.2751500482138724,0.5976903955623591,-0.12579298273340248,0.8123057920860857,0.06626043046299694,0.9007548106815602,-0.35113388603465423,0.4949456982270122,-0.0858380685232831,0.8715591321277623,-0.19393702854516942,0.7127415953455427,0.382719430294369,0.45395010853735135,-0.27060069771785256,0.6040062859663337,-0.3625225875506658,0.48003795398192134,0.039566901094305884,0.9406806201350281,0.02512176655359074,0.9623252773826766,-0.02520593506114635,0.9621991045671139,-0.20359763402496628,0.6988233131772575
CATSPER2,antiquewhite3,0.9299622092457678,0.007186160288575018,0.8792620678860987,0.02098643482424824,0.9567435631448067,0.0027662100165504713,-0.8415251644547073,0.03568142007019759,-0.6114612485958767,0.19711617832146192,-0.4682616941535085,0.348945098804764,-0.8524090513582053,0.031067138861415333,-0.7446367673257938,0.08948940410553304,0.6543676270709101,0.15854768397068877,0.7481513868216132,0.0871544937816368,0.31108944799219285,0.5484189244933879,0.6333378491019923,0.17701446187237901,-0.5792442226836587,0.22830879746827246,0.5624896940515821,0.24524982552500546,-0.5569171160657318,0.2509901061542063,0.6765445736057752,0.14001461398645362,0.23714072160539307,0.6509568074208973,-0.6764545602515207,0.14008784187570159,0.2518969064866067,0.6301463280113173,-0.3091053925924986,0.5511088252453958,0.5033292308854139,0.30876294653785413,-0.262719254108598,0.6149877450509975,0.26164928564837237,0.6164823721911613,-0.11765988136587417,0.8243246106892052,0.5240669816151275,0.28586603041980985,-0.20061624448546045,0.7031127219851283,-0.2445633392202189,0.6404688078552763,0.03711735529408964,0.9443495353131308,0.07109797693449728,0.8935327319736592,-0.3482205737104522,0.4987813293743749,-0.15860182500045708,0.7640920403870896,0.0229682894695167,0.9655536241680949,-0.43178284196349265,0.39257576125566607,-0.011613621116335904,0.9825803515260119,-0.3491760885753346,0.49752232951883674,0.22806263187048578,0.6638371133187081,-0.20391218081367946,0.6983710811141913,-0.36231613260324064,0.48030696029954856,-0.06905125144923471,0.8965877436103046,0.13987962557435923,0.7915490256723756,0.1083473821730321,0.8381148801091599,-0.0726320796293145,0.8912434628821546
ZNF532,antiquewhite3,0.9271943962152296,0.007758025185524219,0.8536492491439531,0.030560503542016337,0.8811415821922016,0.020351409567089626,-0.8515769744352265,0.03140925708385606,-0.7397306672887154,0.0927948496876304,-0.5574674069300046,0.25042093748603883,-0.7181777380993681,0.1079439852609892,-0.6300525135558457,0.17997599621777796,0.639408692044922,0.1715959978809368,0.5934910900036735,0.2142865450369342,0.3576394244597154,0.486412969899574,0.6925572889089707,0.1272516314898641,-0.7600188053202807,0.07947608535222317,0.320420830470147,0.535817478899435,-0.31081312603629724,0.5487933307783825,0.6875743414547826,0.13116678638474685,0.3342945651307128,0.5172373385493695,-0.6132598537515926,0.19542994744624986,0.4908949512151681,0.32280497890498366,-0.4131138534028772,0.4155808562183641,0.6014758215335599,0.20658517317926733,-0.14164486492453524,0.788953632039066,0.4595136465831007,0.3592433247056602,-0.09751313771349,0.854193910478092,0.3650537013474756,0.4767437436007897,-0.3763357431341817,0.46214633592568466,-0.2900431504579091,0.5771352185533953,-0.12284997847639699,0.8166520654227118,-0.06670933591220277,0.9000844289235862,-0.2746751427679055,0.5983489158707759,-0.29078754462742873,0.57611280185638,-0.22387688568766717,0.6697951224847598,-0.4547434848302807,0.3649033475751449,0.2162942159726267,0.6806181425108468,-0.1664400705524472,0.7526452803120173,0.13831604666390923,0.7938490148852189,-0.18066717437227067,0.7319477834474168,-0.17257995951833008,0.743700107882711,0.08449629839412712,0.8735571883274591,0.22127410822225196,0.6735058746638019,-0.09132550091079494,0.8633925918229046,0.11604478961731178,0.8267141679567762
RBM11,antiquewhite3,0.9229848482325397,0.008668599123885743,0.8490970171586067,0.03243940584655888,0.8976015792892141,0.015191308773783054,-0.8540733385339067,0.03038816153853968,-0.7201078388485969,0.10654610977595526,-0.5324863534172233,0.27676151722465814,-0.7381275711057236,0.09388651861415766,-0.6431095233872728,0.16832750349170109,0.6413493128008525,0.1698787976311079,0.6134512420871548,0.19525086682503826,0.3338062650345281,0.5178880548020116,0.6908078461234729,0.1286203298443719,-0.7459244084119389,0.08863075988360825,0.34735085691522644,0.4999281097180632,-0.33853406524790974,0.5115978034389976,0.7024533459062423,0.11962951761639641,0.31266539651786535,0.5462849351166398,-0.6360897508205561,0.17454956522606482,0.46072126828336873,0.3578153872729763,-0.39864284394405997,0.43371112050416627,0.6010633857080117,0.20698016803178873,-0.14339912935826243,0.7863756863595289,0.4348521586483331,0.388836250867966,-0.08226537284991133,0.8768803099470396,0.3939069737678147,0.439699374932049,-0.35781820283064514,0.48617911972037164,-0.28771454292979315,0.5803366413686724,-0.12190870685568807,0.8180428270305498,-0.06269311761423534,0.9060835289396202,-0.29222517571536694,0.5741396017143479,-0.27898796472102533,0.592375467221854,-0.19160871462581341,0.7161042796092973,-0.4726401386676396,0.3438310252315747,0.2037102714238041,0.6986613645219434,-0.19938930260179397,0.7048795160249302,0.1556448978125749,0.7684179281153289,-0.20089191005948723,0.7027158885201634,-0.21034626170821358,0.6891340504380445,0.06903032895084503,0.8966189777631528,0.22323472970763006,0.6707102166857604,-0.06704101929179018,0.8995891289348501,0.09485842903629822,0.858139130283246
CDKL5,antiquewhite3,0.9225020752640445,0.008776169016401082,0.8538634749468618,0.03047338859662762,0.9524067232212635,0.0033437777503875937,-0.9481049300726001,0.00396976816230174,-0.6324014199812267,0.1778565119811993,-0.5974482568017584,0.2104555254166247,-0.767578225629925,0.07475212348196374,-0.7277281296451711,0.1011059318285263,0.7967327319797664,0.057777117340196485,0.6112539118719638,0.1973109427390595,0.37448064352773885,0.4645368221062502,0.5434604495425099,0.2650646465510097,-0.5952467041158263,0.21258344479083283,0.5631696766016342,0.24455295624738677,-0.47335050002989604,0.34300387117073544,0.5217904538693727,0.2883470306207554,0.42626692929322607,0.39932670148984367,-0.599635443544828,0.20835009378400793,0.35088441707679535,0.4952737970201829,-0.344219705454253,0.504063257328446,0.6318284621550805,0.17837254416172188,-0.34644897287772153,0.5011181372024918,0.27221602224329833,0.601761782964134,-0.17054713698693932,0.746659589326385,0.5080007053153776,0.303547471052074,-0.04213843418276905,0.936829760231354,-0.3521291006481746,0.4936374559590452,-0.03136174740211084,0.9529728019644282,0.13851345359109885,0.7935585775686772,-0.14047734685936883,0.7906700616136014,-0.028305812143151136,0.9575526213625384,-0.06903462360370594,0.8966125664830029,-0.3338489261789121,0.5178311943776028,-0.013185921612283652,0.98022226388997,-0.14655563417634004,0.7817404502801395,0.26079321177836645,0.6176788596384359,-0.315290520040963,0.5427354376073077,-0.3163073849252725,0.5413622567563834,0.16506308245221354,0.754654015936348,0.21311768102064854,0.6851632899998796,-0.1091687071025686,0.8368974651157275,-0.22340136514719475,0.6704727289285807
