gene_id,moduleColor,GStraits1.num_LTR,p.GS.traits1.num_LTR,MM.black,p.MMblack,MM.pink,p.MMpink,MM.darkgreen,p.MMdarkgreen,MM.lightyellow,p.MMlightyellow,MM.antiquewhite4,p.MMantiquewhite4,MM.lightcyan,p.MMlightcyan,MM.grey60,p.MMgrey60,MM.mediumorchid,p.MMmediumorchid,MM.darkseagreen4,p.MMdarkseagreen4,MM.orangered3,p.MMorangered3,MM.mediumpurple2,p.MMmediumpurple2,MM.plum2,p.MMplum2
KNOP1,black,0.9998443377593036,1.5566224069639865e-4,0.9976305848256953,0.002369415174304644,-0.9237863257590297,0.07621367424097024,-0.861842683738009,0.138157316261991,0.5883189733114504,0.41168102668854956,0.48790877954985473,0.5120912204501451,-0.4268108098623547,0.5731891901376454,0.37956803288695484,0.6204319671130452,0.3772613236691412,0.6227386763308587,-0.3106981416773779,0.689301858322622,-0.32932951349837314,0.6706704865016269,-0.2197412720003794,0.7802587279996206,-0.1940605845256292,0.8059394154743708
KMT2C,black,0.9998321954089752,1.6780459102484917e-4,0.9961629145529919,0.003837085447008126,-0.9164230240693718,0.08357697593062816,-0.86638319044703,0.13361680955296992,0.575880951132467,0.42411904886753304,0.5033087163602884,0.4966912836397116,-0.41832264031547434,0.5816773596845257,0.3725289261259537,0.6274710738740463,0.38643328879160144,0.6135667112083986,-0.32126834821079486,0.6787316517892051,-0.3206457322790093,0.6793542677209907,-0.2387853253725432,0.7612146746274567,-0.17504978418301023,0.8249502158169898
YPEL2,black,0.9998242042686665,1.7579573133353707e-4,0.9978198773658138,0.002180122634186238,-0.9277822930882201,0.07221770691177988,-0.8561799508590808,0.14382004914091912,0.5887210368736658,0.41127896312633416,0.48524713701373023,0.5147528629862697,-0.4367749247694345,0.5632250752305654,0.38942379631132595,0.610576203688674,0.36689000808181554,0.6331099919181844,-0.313048373167395,0.686951626832605,-0.32572026765063605,0.6742797323493639,-0.21003591276427241,0.7899640872357276,-0.2040142289269998,0.7959857710730002
CPSF6,black,0.9997794927154786,2.2050728452141153e-4,0.9972952275069245,0.00270477249307555,-0.930353336510449,0.06964666348955094,-0.8491408763661302,0.1508591236338697,0.5822540672424869,0.41774593275751315,0.4895639549155284,0.5104360450844716,-0.4488674844068491,0.5511325155931509,0.4021649229447875,0.5978350770552124,0.35449411223410354,0.6455058877658963,-0.3231269529205396,0.6768730470794604,-0.31457921234675196,0.6854207876532481,-0.20444982683048202,0.7955501731695179,-0.21004094888068545,0.7899590511193145
VASH2,black,0.9997550487573257,2.449512426743113e-4,0.9971198468422172,0.002880153157782803,-0.9306718890144215,0.06932811098557846,-0.847728926389145,0.15227107361085496,0.5804371795526038,0.41956282044739623,0.490987505802661,0.5090124941973391,-0.4512442434653101,0.5487557565346899,0.40473007350551043,0.5952699264944895,0.35206092495294744,0.6479390750470526,-0.32566368112950567,0.6743363188704943,-0.3118598805555414,0.6881401194444585,-0.20382177610719915,0.7961782238928008,-0.21076070136379402,0.789239298636206
UBALD1,black,0.9997364415284725,2.6355847152745554e-4,0.9971825283824642,0.0028174716175357636,-0.9310038130063598,0.06899618699364017,-0.8475622669581846,0.15243773304181543,0.5811485852102416,0.4188514147897584,0.49012751401641,0.5098724859835899,-0.4515284573010578,0.5484715426989422,0.4049322607484256,0.5950677392515744,0.35172906805737447,0.6482709319426255,-0.3249873254998547,0.6750126745001452,-0.3124387674379218,0.6875612325620781,-0.20289875498132884,0.7971012450186712,-0.2116684535874012,0.7883315464125988
PHF3,black,0.9996448444680571,3.5515553194287875e-4,0.9978739168419943,0.0021260831580056723,-0.9222526254651511,0.07774737453484892,-0.8663363694411229,0.13366363055887706,0.5936453106724812,0.4063546893275187,0.4836572156049109,0.5163427843950892,-0.418695816969122,0.581304183030878,0.37090216535010556,0.6290978346498944,0.3853580794541254,0.6146419205458745,-0.3027227827414382,0.6972772172585617,-0.33778154221313783,0.6622184577868622,-0.22234549045617505,0.777654509543825,-0.19104447126336982,0.8089555287366302
TMEM98,black,0.9995304322784491,4.695677215509598e-4,0.9933982279446875,0.006601772055312513,-0.9150445844622443,0.08495541553775565,-0.854679454953983,0.14532054504601696,0.5493913379720788,0.45060866202792105,0.5275651118515915,0.4724348881484085,-0.4374137276338889,0.562586272366111,0.3944659456577362,0.6055340543422638,0.3671560935029912,0.6328439064970087,-0.353947316429916,0.6460526835700839,-0.28724432662504007,0.7127556733749599,-0.24425108067318532,0.7557489193268148,-0.1705295370470051,0.8294704629529949
IFT46,black,0.9993941477196039,6.058522803960959e-4,0.9978034411189196,0.002196558881080407,-0.919596468869255,0.08040353113074504,-0.8711822663706232,0.1288177336293767,0.5965807813187469,0.4034192186812531,0.48212420910497933,0.5178757908950207,-0.4097733118912885,0.5902266881087114,0.3617010847069844,0.6382989152930155,0.3943215469440478,0.6056784530559521,-0.2969703040898185,0.7030296959101814,-0.3442368758089633,0.6557631241910367,-0.22778336721527787,0.7722166327847222,-0.18520274304290477,0.8147972569570953
MEPCE,black,0.999162123779205,8.37876220795031e-4,0.9928903947325493,0.007109605267450761,-0.9063381805398929,0.09366181946010711,-0.8677245256506096,0.1322754743493903,0.551534824588681,0.4484651754113189,0.5299990017201411,0.47000099827985886,-0.41377368506787254,0.5862263149321274,0.3707264373664376,0.6292735626335624,0.3913209986987967,0.6086790013012032,-0.3448112324390397,0.6551887675609602,-0.2988485905155989,0.701151409484401,-0.26403263160235346,0.7359673683976465,-0.1499204612962015,0.8500795387037985
LOC101100417,black,0.9991512616075376,8.487383924623605e-4,0.9938496119623674,0.006150388037632551,-0.9275036949302928,0.07249630506970717,-0.8372122683080746,0.1627877316919253,0.5522487477085561,0.44775125229144386,0.5173283576596587,0.4826716423403413,-0.4675976230174223,0.5324023769825776,0.4241308000036259,0.5758691999963741,0.3354230560919317,0.6645769439080683,-0.3591036309920578,0.6408963690079422,-0.2779277126145252,0.7220722873854748,-0.21302149634513023,0.7869785036548698,-0.20234437212154904,0.797655627878451
ZNF605,black,0.999044806815568,9.551931844320592e-4,0.9938295352342772,0.006170464765722796,-0.9050231804125894,0.09497681958741053,-0.8753617132035818,0.12463828679641817,0.5635262500569577,0.43647374994304233,0.5197265989232118,0.48027340107678806,-0.4005167013964623,0.5994832986035378,0.3562047774224293,0.6437952225775707,0.40462465935199865,0.59537534064800135,-0.3285238953160206,0.6714761046839794,-0.3158402720164693,0.6841597279835308,-0.2655854377476311,0.7344145622523689,-0.14771144568541367,0.8522885543145863
