gene_id	logFC	logCPM	LR	PValue	FDR
NMB	-3.37453297460878	2.02744197265623	13.0103421669136	0.000309775332981474	0.00129217472813601
PAMR1	-3.373225510502	2.32673353840648	8.69498197037518	0.00319087273849183	0.0100876470602814
FBXO32	-3.37192580410993	8.47049606298452	33.6192532265094	6.70260037902991e-09	6.94224347071898e-08
SYBU	-3.37030676136973	2.30631982339463	12.1574239317383	0.000488928598909701	0.00195556537747394
SLC4A4	-3.36871574993053	2.43557987650679	10.4740242671921	0.0012106471280339	0.00433251220648728
ANKS6	-3.3649801461645	2.90289152428738	21.0768226771389	4.41232861316319e-06	2.79319770335458e-05
KIAA2012	-3.36424271062547	2.25811979856207	7.32842303769061	0.00678725768866518	0.0191505445384548
PTX3	-3.36361777651655	0.734831271443633	6.24531302547139	0.0124522372393847	0.0318601499887786
GOLIM4	-3.36299373769187	6.64028096389064	50.3011486683663	1.31872329825683e-12	2.34493304106021e-11
LPCAT4	-3.36175404726049	4.74387078504419	68.4665386491034	1.29048872290436e-16	3.86645742252829e-15
MB21D2	-3.36122675754971	2.34367905513153	17.1885254069315	3.38474660370274e-05	0.000178099557659948
ZFPM2	-3.36074242226998	2.71199456936004	16.6680230058735	4.45252429655188e-05	0.000227533007568732
AEN	-3.35741925448432	6.38959123313863	43.8127509786633	3.61343182316545e-11	5.22812192011028e-10
SLC19A2	-3.35215783243222	4.32494025005367	59.0462757083491	1.5400716486174e-14	3.51484525996629e-13
CIART	-3.35158863466065	1.74786259811816	9.23940898406978	0.00236861390672525	0.00778640288024935
EPHB4	-3.35115794249892	3.99455611455129	57.2015811308358	3.93354817557033e-14	8.57474297475239e-13
CIDEA	-3.34997340374681	1.11475669390108	7.61004041226974	0.00580441830357601	0.0167704494491035
LAD1	-3.34965705611236	1.23176736670367	8.18543222722515	0.00422281159766275	0.0127715963577157
FAM178B	-3.3478846448849	2.01128365912213	7.70485609617699	0.00550724634722892	0.0160211912690501
S100A1	-3.34769568669269	0.796983819118854	7.60319461497697	0.00582649746549097	0.0168205943112797
TMEFF2	-3.34665222169029	4.06174217039177	46.2536217196019	1.038943234813e-11	1.62891900483285e-10
PARD3	-3.34579600665226	5.57590124029399	73.6729299458789	9.21946077715733e-18	3.33297475974203e-16
THBS1	-3.34500869774761	12.574564504831	14.6256251719988	0.000131119473775671	0.000604596224300115
TMOD2	-3.34438935135881	5.17617037784907	27.1704202142791	1.86287131908936e-07	1.5298160400757e-06
MEI1	-3.34322308732354	2.55274482813382	6.57531080984921	0.0103402945076255	0.0272536020935066
LOC101095465	-3.34270695423245	1.46421665218269	8.44984639203789	0.00365074273736796	0.0112938936686657
MACROD1	-3.34196697257956	1.61535671114789	12.851723946229	0.000337168474218313	0.00139843928165832
TMED3	-3.33932058188572	5.14198303658606	36.4935961715826	1.53168644940488e-09	1.77095341634716e-08
TYRO3	-3.339214414501	3.32880000075151	28.558382826026	9.09153689020191e-08	7.92824844271244e-07
CHPF	-3.33594985217839	5.61101892450806	61.7457726619335	3.90789611898919e-15	9.53221575641174e-14
DYNC2LI1	-3.33492081551936	3.609740614797	39.4268181489103	3.40587118299345e-10	4.33934442081777e-09
PLGRKT	-3.33481897816766	3.63107405555916	29.0117067133438	7.19422230405381e-08	6.38335221745085e-07
WWC3	-3.33312822363228	4.76259278110527	66.7621666307409	3.06320991981823e-16	8.7769658903438e-15
GRIK4	-3.33273342657517	2.40709392427013	9.8448188084158	0.00170310765551661	0.0058539163251831
SDSL	-3.33102078987238	2.05553677131075	10.0612112772763	0.00151423638066688	0.00527790810716906
MEOX2	-3.3277699473145	0.664046902057629	5.77436224753644	0.0162616200142157	0.0397839745426087
TMEM200B	-3.32699446942626	3.24134590555848	26.8384959312992	2.21187101049816e-07	1.78954274172425e-06
LOC101082905	-3.32567183084672	1.88806724381442	6.80940632706619	0.00906789077497121	0.0243948197293865
CC1H1orf194	-3.32251346129003	1.30544163108806	8.84657923185988	0.00293638713884174	0.00935750568796022
CD4H9orf3	-3.32162437129914	6.52655025703598	54.8853633258441	1.27768993857407e-13	2.61170172335007e-12
RAPGEF4	-3.31997063958447	3.70393554924506	32.358707160104	1.28181554903495e-08	1.2685720550517e-07
HOXA9	-3.31954483779718	2.48744292764046	8.20168281093781	0.00418515544825274	0.0126781613452033
PTH1R	-3.31781894046227	3.41294177915135	30.5935517186662	3.1814937306425e-08	3.00149117377581e-07
TMEM64	-3.31731617264192	5.80887580102089	36.6699277431076	1.39921331493421e-09	1.62494480813112e-08
LOC101086263	-3.31722397577427	2.29278801484825	10.2129717547723	0.00139456276973971	0.00491166055482936
FAT2	-3.31578877681037	3.40212010421691	8.54596109754238	0.00346289714357102	0.0107967686422149
CCDC170	-3.31493764142025	1.84722067446371	9.91377503692135	0.00164046285882137	0.00566670020961117
CEP126	-3.31456228518593	2.57758448442985	13.0230758246655	0.000307676049659823	0.00128464295249311
FAM241B	-3.31212931516579	0.513355385716393	6.73984728068007	0.00942826959542215	0.025224705790158
GSTO1	-3.30973700494498	4.11941139650204	34.0693761484391	5.31816878439142e-09	5.64190209842915e-08
DYNLRB2	-3.30880939098498	0.495036661003266	8.26824619681326	0.00403444596448043	0.0122868494759519
SLCO5A1	-3.30688227498989	3.12327292841667	9.98916136952282	0.00157464300798905	0.00546234210780868
EFNA5	-3.30501154317681	2.36871637735304	9.7108520308282	0.0018318306615786	0.00624392565503791
RRM2B	-3.30426883041582	5.76003250193396	39.5563232158924	3.18732719340621e-10	4.0767343819756e-09
COL4A5	-3.3029023259572	5.82171517965105	20.7707006152557	5.17689459240907e-06	3.23660732425842e-05
NEBL	-3.30034574861953	2.94815351368575	9.31181471719818	0.00227680858146565	0.00753557604402868
ADGRF4	-3.30021422480159	0.557601531022504	5.69874543802369	0.0169770436464244	0.0412420851114453
FAM71F1	-3.29983849725953	1.77202174270625	7.53553188132023	0.00604938760453854	0.0173816556284464
COL11A1	-3.29840596287341	2.34842629199939	7.4268571556986	0.00642574717966487	0.0182957431631031
GPR162	-3.29525329052465	1.37841643907303	9.96847600065347	0.00159243248605924	0.00551821798641546
SLC28A1	-3.29474446648474	1.66272892280545	6.47463681627226	0.0109424671897862	0.0285824038478432
FRAS1	-3.29410655448934	3.7150759778309	8.56961925913275	0.00341818629173138	0.0106802044539026
NUDT6	-3.29387551227761	5.11946337474474	33.6503015958897	6.59646501827033e-09	6.84852930654759e-08
FRZB	-3.2926927974365	0.878149871329188	5.59256337864429	0.0180368820699013	0.0434308263125347
ZC2HC1A	-3.29225653164708	3.80946422809623	34.9587617170755	3.36762596182728e-09	3.68585116739444e-08
ESR1	-3.29102104980963	3.46226358045197	28.3306103598512	1.02266006391137e-07	8.81179777984826e-07
ITGA5	-3.29082428611006	8.61991766943222	26.6451595911187	2.44462457395689e-07	1.9609296017137e-06
CFAP61	-3.29032909144484	2.21221275706252	7.22125856819511	0.00720451764514982	0.0201263973633081
OTOGL	-3.29026054770234	2.71417559188516	8.85351412323706	0.00292525152903165	0.00932428365690607
LDB3	-3.28840322933856	2.44849164417516	8.22533004170971	0.00413096920353695	0.0125487751986147
ABI3BP	-3.28578471028934	4.40615645022234	36.8949556164118	1.24668081289116e-09	1.45423931622851e-08
PI15	-3.28577987774068	2.5541256297972	15.3486346697537	8.93854994681619e-05	0.000425002141130684
CLSTN2	-3.28239461993396	2.91563612704178	6.49285379556724	0.0108308970121455	0.0283473995792551
SPRY4	-3.2815338687203	2.21756758008686	8.57886890924946	0.00340086562933726	0.0106342231414845
DRD3	-3.2782566202316	1.31733155873899	5.98682599308815	0.0144131140059742	0.0359656389238257
CCDC136	-3.27653807990673	2.91749978525252	17.4034570032218	3.02275703675036e-05	0.000160532742182416
LOC101083370	-3.27628146112614	1.86474285945277	11.9843981275795	0.000536478163659445	0.00212246094112237
SOGA3	-3.27525139465536	1.8422733459491	9.29386469789254	0.00229922586902902	0.00759253675874882
GAREM1	-3.27374878269407	4.29718475475953	52.3510598695984	4.64148003595547e-13	8.65200887952324e-12
AMACR	-3.27249899606575	5.65994538734507	42.7820800053989	6.11901369435509e-11	8.47044480074071e-10
RNF180	-3.27039276661823	2.56246202394614	16.5209383986091	4.81157888752463e-05	0.000244453541389801
MNS1	-3.26935037265463	1.4897583269477	8.76292903638955	0.00307414944748473	0.00975152603319848
TNKS1BP1	-3.26896937721632	6.62144806441808	48.4561309650992	3.37760700184752e-12	5.63922858590904e-11
IGSF9B	-3.26887243421028	2.52862085525918	7.78538383976378	0.00526705991683895	0.015425045143646
GPER1	-3.26540894710588	2.86746687267367	20.2876403126031	6.66296155813096e-06	4.06877824696848e-05
KRT80	-3.26494050555214	1.28845953839276	6.07253488881484	0.0137299777375688	0.0345500475263883
PTCHD1	-3.26407679121367	1.43267327316811	7.75714908468956	0.00535003426191561	0.0156088260602754
FAXC	-3.2614069978659	3.61010173860525	37.093166324363	1.12617704733824e-09	1.32664464921182e-08
CLDN12	-3.25990279711791	3.6733225145373	38.2341899139469	6.27433786851118e-10	7.69515288303479e-09
SLC1A1	-3.25912091829168	2.58194565125246	11.9524525328073	0.000545754948474444	0.00215396757558801
LGI3	-3.25756191336482	1.45715985100047	8.11324949541974	0.00439428851796554	0.0132171093791569
ALDH1B1	-3.25336740565379	1.46210090033266	10.1756987212213	0.00142303760889772	0.00499853387086853
SARDH	-3.25164243921564	4.58859969006375	39.1980555109995	3.82921401268271e-10	4.85046095448216e-09
IL11	-3.2461415730361	1.66248018580888	9.69010203833217	0.00185263251593894	0.00630336958949098
ARHGEF10	-3.24452689102026	5.76071077027887	58.5021543268295	2.03068464832565e-14	4.57881007559752e-13
GATA6	-3.24328582190958	2.10090435764136	11.2068649626011	0.000814952822396255	0.00305560739665887
VWDE	-3.24252316143228	1.4554498270105	6.96113761676715	0.00832990525268808	0.0226616349790531
STBD1	-3.24066036040149	2.70299387816753	15.5229567477241	8.15093399304209e-05	0.00039123886902228
DNM1	-3.23740870390785	3.07994433403158	19.3022048937566	1.11577428156076e-05	6.53091253207932e-05
LINGO1	-3.23566412403434	1.39758466820345	6.91278025933156	0.00855818157037034	0.0231899683559715
SPARC	-3.23518286711357	11.7557594134457	11.9929930050901	0.000534009556276137	0.00211460694236927
PTPN21	-3.23369701310426	4.80141158683428	70.3677456138474	4.92181096169929e-17	1.57533964025317e-15
SUGCT	-3.23329118141962	3.56357514215585	37.9769784051952	7.1584335278124e-10	8.65010342407755e-09
LDLRAD2	-3.23216620505783	1.88608239590795	15.6691638732718	7.54442118075387e-05	0.00036533372381931
POMGNT2	-3.2315346253277	3.4347756153256	36.1255244342204	1.85007617726267e-09	2.10239494740911e-08
CRYGN	-3.23148723573581	0.626904186872226	7.48503262277828	0.00622139419633096	0.0177910995943454
MID2	-3.22926011498407	3.80182700772884	44.1635737531617	3.02050014703214e-11	4.428829433464e-10
ST6GALNAC6	-3.22681235292817	6.18942749994479	44.4950219330969	2.55004784073385e-11	3.81576713956104e-10
WIPI1	-3.22463997733194	5.99409022962053	43.8903826752698	3.47291174343184e-11	5.05266306087096e-10
TBX1	-3.22387073663357	0.766042549709003	5.33645377540442	0.0208839151502067	0.0490443125476311
BOC	-3.2217333045476	4.53710377804851	62.6967200560385	2.41116875486904e-15	6.10844933786611e-14
CHRD	-3.22105796126674	1.67398834107927	8.20849101174299	0.00416948111358836	0.0126423522767144
EYA1	-3.22097157640297	1.6163063760328	6.12449073582967	0.0133321688373011	0.0337372930352994
AQP1	-3.22002424029573	4.74786018296018	17.1239059023607	3.50187422724479e-05	0.000183526739153887
ISM1	-3.21962614879127	0.892981798874049	5.50608522183812	0.0189504172925418	0.045117258006173
ERG	-3.21772754701485	3.5559439671291	35.3501207337166	2.75451492162862e-09	3.06075354077328e-08
FSD1L	-3.2164509236618	4.23078592373432	49.9504729349292	1.57676065580693e-12	2.76259413700325e-11
WNT10B	-3.21599404498585	2.21472477813688	9.1600065406374	0.00247361685468346	0.00809104535992299
SLC8A3	-3.2146569591445	2.24928595388749	8.09528967546965	0.00443804447732097	0.0133395459633264
FOSL2	-3.21315158715501	8.05851328390031	31.7810225484002	1.72570694145725e-08	1.68625854004047e-07
CARD10	-3.20431299089758	3.24027866663163	25.7779017246413	3.83049153142228e-07	2.97793485585632e-06
KIRREL2	-3.20377460681271	2.26582743900038	8.15010296596885	0.00430587161566582	0.0129868888100167
CADPS	-3.20003215615292	2.56668107191945	7.05070773353556	0.00792339394544827	0.0217665268465811
TEX9	-3.19920191618177	1.02144459817266	9.54653804153486	0.00200326893466588	0.00672350338353463
APLP2	-3.19393753959223	8.51682187260857	31.665498426112	1.8314713890914e-08	1.77900807098789e-07
SHROOM4	-3.19129114841714	2.84693633695384	16.039610509989	6.20310587248324e-05	0.000306488548059479
PTPRD	-3.18984871588556	2.61458592078688	7.73396581228773	0.00541915927325397	0.0157859327731214
EEF1AKMT3	-3.18918249323434	1.24107439224035	8.62384913079792	0.00331789996581346	0.0104364336652373
CPS1	-3.18584814199884	2.23343196007011	6.01066802066213	0.0142196432804721	0.0355775745985959
PPL	-3.18300334572453	4.13705920210416	38.1313146192926	6.61400906383144e-10	8.07401311113116e-09
DNAH3	-3.17947342936354	3.61466631821295	7.63570759263106	0.00572239321351434	0.0165626303795652
FKBP7	-3.17761227123064	4.08446583037214	34.5935100908926	4.06258490376246e-09	4.37352762035068e-08
TMEM132A	-3.17732287426095	5.37924300139361	48.8236138436213	2.8004771979699e-12	4.71767166482143e-11
RGS7	-3.17641766338746	1.28402239791863	8.13658013720367	0.00433810257313829	0.0130712157370734
CTGF	-3.17460307664004	9.89970226481238	12.6834089110447	0.000368914376744356	0.00151695056467823
TRIP10	-3.17428300769969	4.95627222640472	67.5924984734406	2.01030980528948e-16	5.86619272575764e-15
FOXP2	-3.16971438251632	2.61873799802776	13.5519719633639	0.000232047493986476	0.00100533485096881
TRPC3	-3.16913313678937	1.57867018032708	7.09197480676701	0.00774298796327624	0.0213693440677338
MAMLD1	-3.16767472203075	1.58092350257872	8.71164579823036	0.00316183628901498	0.0100006694675208
UNC5B	-3.16320165168473	3.70189519409415	17.0276022451944	3.68403603059898e-05	0.000192382032747912
PCK2	-3.16319372999771	5.8272545537231	57.8014976640885	2.89948877753769e-14	6.39495650884489e-13
RASD1	-3.16248975588981	1.04848035543701	10.2787035292176	0.0013457447417344	0.00475631786851078
RXFP1	-3.16236442296923	5.34633018394634	16.1577070041768	5.82809440172368e-05	0.000289814637490791
PXDNL	-3.15918975598515	3.92611198180319	22.6925178035838	1.90106678703806e-06	1.29868294879232e-05
NAP1L2	-3.15910369344846	2.32012536605284	13.5810525615239	0.000228480083864116	0.000991515919493651
MTMR2	-3.15848575619517	5.43319448202192	50.9856383065928	9.30442511342613e-13	1.67722487312488e-11
RYR3	-3.15725616715592	4.08200651195701	6.30182274699781	0.0120613890291909	0.0310173639486719
PXDC1	-3.15665869822012	6.07646396505262	37.3546892662574	9.84837988083745e-10	1.16959537716045e-08
CCDC65	-3.15602428308348	2.12169940420294	13.1531917166261	0.000287029901434494	0.00121223450226737
PIGZ	-3.1540872826719	3.07655391124131	21.2144467622247	4.10657452695666e-06	2.62368926568901e-05
C1QTNF2	-3.15394943661796	1.80941721081899	7.95324269274604	0.00480012939265744	0.0142451601130356
NECTIN1	-3.15272887241441	3.23650500487675	17.9908609294933	2.21968068036926e-05	0.000121420881902817
KLK12	-3.1510541007011	1.43747063771779	5.46772937976868	0.0193707766687222	0.0459762528890653
TACC2	-3.14868803103834	3.27794305632326	11.4942582972968	0.000698115109172039	0.00267251008683333
LOC101096908	-3.14817491710247	2.48955956179029	15.873653959235	6.7714833426291e-05	0.000331328023509775
NCKAP5	-3.14483863701595	2.23513926852732	6.61440532385222	0.0101157112318414	0.0267800037311792
PNPLA3	-3.14310757399488	2.05887828076664	10.9846773044989	0.000918682771588419	0.00340364400175536
RAB3IL1	-3.14291780012345	5.15758372647515	38.1509196321524	6.54788736918182e-10	8.00073798377775e-09
ADGRA1	-3.14136963914148	1.87172006098953	9.97023534386963	0.00159091155674576	0.00551440368705086
SYNE2	-3.14049189091328	4.61190360424743	23.9534166164434	9.86949887987767e-07	7.14776124727564e-06
KIF27	-3.13098643298758	3.31954401023345	22.9603604192618	1.65376504436562e-06	1.14524320196359e-05
DGKI	-3.1290280682644	2.86147422206188	6.87003880269296	0.00876527483486398	0.0236826645373523
MANSC1	-3.12586113691253	5.08832989066926	43.3624034692637	4.54843904128982e-11	6.47387912568832e-10
WDR63	-3.12507202195432	1.39412733142343	5.86001874601221	0.0154886290468105	0.0381650573086425
PIMREG	-3.12407834974275	1.65539995564293	9.20860778329627	0.00240879810164056	0.00789871501445003
NAV3	-3.12345509683162	5.26195468686854	60.7253593885492	6.56193543836015e-15	1.56000504995653e-13
B3GALNT2	-3.12319158770819	6.84030519822765	36.1251944183808	1.85038951783702e-09	2.10239494740911e-08
MBOAT2	-3.12033171481427	3.20908011777712	20.7136992082168	5.33330763729479e-06	3.32331415594584e-05
PGRMC1	-3.12002477210236	6.85093975742878	28.0434673967574	1.18620857526177e-07	1.01016321435173e-06
ANKRD33B	-3.11611113117928	5.07867538811113	54.5140626487185	1.54339415638841e-13	3.09220786477635e-12
MASP1	-3.11581850205446	2.97756148232769	7.69572878800642	0.00553516551097574	0.0160810221387059
HKDC1	-3.11335035238592	2.10828627115724	6.10532603778417	0.0134775084246663	0.0340518565762218
STAB2	-3.11056538000761	3.3466859162131	6.09601824386291	0.0135486829223446	0.0341921857672938
CILP	-3.10983555025739	2.17633843087283	9.75340484680009	0.00178990887810724	0.00610951182063591
TSPAN18	-3.10704488275546	3.93827530168878	33.7979374311852	6.11436544959724e-09	6.39862980821886e-08
UCK2	-3.10701651010541	5.74027480395207	52.9687641826902	3.38895009610386e-13	6.46412676034461e-12
NPHP1	-3.10444147774166	3.68811380171805	40.7191443514886	1.75756831400896e-10	2.31339708974319e-09
PLK2	-3.10324668549846	5.11291540074521	44.2373368955791	2.90879969064564e-11	4.2938333341218e-10
DDIT3	-3.10264299704577	5.39413391634552	36.286127579369	1.70372269828769e-09	1.95436651832424e-08
RAB31	-3.10225512234137	7.7782706623719	25.8661373378089	3.65932585490416e-07	2.85841269011353e-06
APBB1	-3.10171125565598	5.84194925414199	46.1417621752903	1.09998551692878e-11	1.72051369948228e-10
CDC42BPB	-3.10123359380583	6.94618081203911	44.1585818788184	3.0282126934538e-11	4.43518249734311e-10
ITGA10	-3.10116669876437	2.68727666837148	9.20777270737582	0.00240989714742055	0.00790034480779412
HEY1	-3.10036845311931	1.56055773343074	10.5753014250635	0.0011460858006196	0.00413189119822281
COL8A2	-3.10011883983451	3.36602323215913	21.3661841124682	3.79404368288009e-06	2.44064878678605e-05
TDRP	-3.09230852981712	3.02646123515639	22.9939231899533	1.62514287877336e-06	1.12918543997799e-05
TTC28	-3.09151572525488	5.05401076245909	73.3261423353498	1.09902581556849e-17	3.92984081136384e-16
SIAE	-3.08772235551655	3.16487388455284	25.3963119130405	4.66809718966389e-07	3.58242335789235e-06
DDAH2	-3.08728056077205	4.40165097534561	45.9552436752463	1.20985657089889e-11	1.87449206374335e-10
GFRA1	-3.08654948746337	2.09802499047658	6.80213272461246	0.00910490488039108	0.0244843579396254
DLG5	-3.08636074745898	6.06322185843244	42.7538588220544	6.20793036416668e-11	8.57543896515361e-10
LAMA3	-3.08422627724727	5.24789910799255	33.6945877373506	6.44798378969998e-09	6.70498346055728e-08
FLT1	-3.08415788700286	4.00866031034621	14.3678087160605	0.000150350843170793	0.000681774054917178
MYO16	-3.08281529464538	2.23613234177305	5.46079339834882	0.0194478143652269	0.0461090637605913
IGLON5	-3.08150718056463	1.6877269143912	8.96142389025178	0.00275739901946013	0.00888720476274908
KLHL5	-3.07558940310131	6.59149428516043	38.8807799770307	4.50494315050115e-10	5.64106574084223e-09
SETD7	-3.07392557180412	8.00214766594417	32.7079856568223	1.07096323796166e-08	1.07120812284839e-07
TNS4	-3.07378918119316	1.37708132586728	5.38817240189582	0.0202736938700878	0.0477994402905429
TRPM8	-3.07026657683601	2.49797205646406	5.513101854558	0.0188745444561467	0.0450101121021284
RIIAD1	-3.0617767792632	3.16405867486483	26.5054906571643	2.62790130271324e-07	2.10152034098146e-06
ARL3	-3.05992616768053	2.87087518758165	22.7417473422433	1.85298192129819e-06	1.26847583480418e-05
APLP1	-3.05768303865646	5.26515396158143	67.4675075421064	2.14188049875154e-16	6.21856145688417e-15
FAM155B	-3.05262688445394	3.62930205587057	35.2418072879853	2.9120455188464e-09	3.2140263535594e-08
GPR1	-3.05213214146375	1.67369298620522	7.59163304726321	0.00586398071595667	0.0169090351429355
JDP2	-3.05097030697559	5.92835060984958	43.3520999824212	4.57245258915772e-11	6.50100707773747e-10
LRP2	-3.05020114347105	3.5712350813929	6.88393483887374	0.0086973881853724	0.0235186122309174
MORF4L2	-3.04911587713154	7.29377112930558	33.4102813551938	7.46283982053685e-09	7.65714206136865e-08
SSC4D	-3.04886649639445	1.6013640913896	6.76269319746138	0.00930831706306188	0.0249444649415073
CHST10	-3.04786682011259	6.97740400912666	33.8922196780569	5.82511803024797e-09	6.11544191287553e-08
RAD51	-3.04737722520574	3.5237006766638	34.9264495201292	3.42397850407774e-09	3.73817553319569e-08
SGTB	-3.04533822191768	5.437899156533	45.1764692005017	1.80055570472378e-11	2.72848643338224e-10
CPZ	-3.04181166861806	1.57578914801666	8.22247896406465	0.00413746424542202	0.0125655966888852
BHLHE40	-3.04100898744772	5.99855936164016	29.2186387239654	6.46542572980872e-08	5.79943826741489e-07
TRPM1	-3.03790825883072	2.68923388397117	5.57597784201683	0.0182084946891324	0.0437557362764116
LOC101092386	-3.03748349731333	1.95014413428884	8.94423578786892	0.00278346518922888	0.00895718824871276
FMNL2	-3.036487387422	4.91223719598571	56.3290586605462	6.13027116246946e-14	1.31665382103252e-12
AARS	-3.03642712204633	8.31697045779323	33.3117803394406	7.85056310387057e-09	8.01111505537274e-08
RGS8	-3.03426657548779	2.09701440851482	7.21506611006179	0.0072294151609741	0.0201854500335028
RIN1	-3.03259340416884	3.54592172876386	30.8234364302165	2.82604128259752e-08	2.67963437511036e-07
SPIRE1	-3.03066689378594	5.973567997047	40.8607324388433	1.63473024727438e-10	2.16037915760138e-09
PSMB5	-3.02773657310523	5.95268508005673	42.868776172137	5.85375404048671e-11	8.14621572357445e-10
PTH2R	-3.02693680839233	2.23495541231658	13.0046933794937	0.000310711216191829	0.00129525517474122
RAB30	-3.0241903748731	4.25907266567991	60.3393950233625	7.98335152494735e-15	1.87751831652122e-13
SLC25A4	-3.02018626416243	6.66452650544103	27.8736719380003	1.29499949426498e-07	1.09640505569286e-06
FSTL3	-3.01649893571507	5.60388463444627	33.2271342515317	8.19983021206903e-09	8.32286023658657e-08
ANO4	-3.01648445876048	3.684914509946	17.1174575063359	3.51378370335217e-05	0.000184077379397567
ADORA1	-3.01644555512498	1.15437128654721	6.20208347371663	0.0127600024006211	0.0325144682530777
ST6GALNAC2	-3.01638369064099	3.31423989351889	27.4133980730314	1.64289054253789e-07	1.36367189055817e-06
ZNF774	-3.01549773578104	2.60980497251245	17.8974066744684	2.331385787952e-05	0.000126738921687217
ADAM12	-3.01345348836689	6.51902204015826	49.2303767320785	2.27598783147938e-12	3.90428605392208e-11
ZCCHC24	-3.01247085184264	6.85805704185858	32.0001797917856	1.54158310674901e-08	1.51650638005002e-07
TNNT1	-3.01184620223372	1.19151837139712	5.33316492192239	0.02092335689163	0.0491105727935718
ACSL6	-3.01159434748817	1.53618965036421	5.7347889937166	0.0166320662153141	0.0405564171843772
UBTD1	-3.01094594168606	3.78913015560706	31.7909375485455	1.71691980050094e-08	1.68017438791752e-07
SLC45A2	-3.00902855042275	1.23696682692267	6.78421726551202	0.00919673483568946	0.0246762492964753
TST	-3.00823583218061	1.48030150517695	10.5595573206769	0.00115588874595523	0.00416182734472701
LOC101089184	-3.0053199085951	3.17031041868209	12.6830834138662	0.000368978602640624	0.00151695056467823
AP3B2	-3.00493286304476	2.66082477149122	10.5269370712748	0.00117647033801834	0.00422287205848321
GPR143	-3.0049278198952	1.89666723258582	9.30626612314089	0.00228371429074293	0.00755647731346592
COL13A1	-3.00400939820745	2.71862867445923	6.5944679337722	0.0102296122897118	0.0270215785180934
ANXA2	-3.00309794167668	10.0837070268499	25.1481782226421	5.30897826509026e-07	4.04586073012657e-06
CTTNBP2NL	-3.00027442170851	3.91370386266401	39.7103014246602	2.94567675127008e-10	3.79353444621367e-09
ADCY5	-2.99891897552175	2.95665563901934	12.0247084891303	0.000524999089650061	0.00208081034535722
PRRG1	-2.99877740703699	2.54403762073873	16.8334672427789	4.08072678066873e-05	0.000210998335471693
CFAP70	-2.99725721128558	2.36104904567182	8.60184989796178	0.00335821717388955	0.0105304382253172
CASK	-2.99702433096779	5.63749180247458	50.5428322723495	1.16592231414083e-12	2.07885849571604e-11
SEMA3A	-2.99681361090445	1.92106032895996	7.35343578703992	0.00669347187211812	0.018942944010741
IL1RL2	-2.99541698767352	2.92767406707013	11.0414519685375	0.000890970537723785	0.00331599726788123
SGCB	-2.98988015170279	6.26732090357235	31.5703410524369	1.92344971640171e-08	1.86146243571826e-07
TMEM38A	-2.98981343995446	1.97165241054788	12.1715793620067	0.000485232027642495	0.00194343567594485
LOC101088196	-2.98977578539128	5.88683222971279	49.7105767761516	1.78182762991905e-12	3.10118355270924e-11
NWD1	-2.98268452657427	2.19381815220438	6.32852399928977	0.0118811158687982	0.0306318042330529
SLC51A	-2.9772354420843	2.11757959551552	9.34988294002702	0.00222999712000158	0.00739743483462607
PKNOX2	-2.97491301389595	2.34412409245178	7.4759528220084	0.00625284656950197	0.017872289482168
SLC1A4	-2.97377321470217	4.98095487882866	35.339547506904	2.76950907555875e-09	3.0748111335497e-08
LOC101091323	-2.97334846966156	3.87118093257458	24.9228284374164	5.96716289487089e-07	4.50299474809607e-06
HSPA4L	-2.97254614223927	6.85555213657756	37.2618163820073	1.03287252114819e-09	1.22111586441691e-08
BCL6B	-2.97019306789963	1.67085295451188	10.0422621165113	0.00152989215669289	0.00532540444888084
ENPP2	-2.96758750470875	5.57256289008478	46.262705543053	1.03413758254385e-11	1.62332386312476e-10
HOXA6	-2.96568622242808	1.4800616857267	6.16631963354382	0.0130205206793367	0.0330755503048657
ARMC4	-2.96551617295118	1.88657622246316	5.80635860647537	0.0159683256744004	0.0391898336554959
RAB39B	-2.96104055584976	1.60860980995891	8.61294793072835	0.00333781634157203	0.0104764802321095
CACNA1B	-2.9599189184318	3.67060992740534	10.7709979340046	0.00103102905095318	0.00377095714483239
FAM69A	-2.95885984931138	5.46915557282451	27.5732633746289	1.51255160782734e-07	1.26404432569531e-06
ADGRG6	-2.95671156612803	4.20266172798121	39.080983953151	4.06584972435844e-10	5.12806820579961e-09
SEMA3F	-2.95097279926355	3.70019777363964	26.4403281488598	2.71806018686173e-07	2.16438736845792e-06
FRRS1L	-2.95040220466467	1.39918947543119	5.64662349113303	0.0174890158354078	0.0423525290289826
RYR1	-2.94059288507539	4.88641261494823	22.5266008345968	2.07253659905069e-06	1.40195349429599e-05
EPAS1	-2.93896379955167	5.97105323460796	45.1912267019263	1.7870385773898e-11	2.71113378625275e-10
SLC1A5	-2.9359029279124	5.4437457212891	48.8792853257038	2.72210514196014e-12	4.60337445592047e-11
PHF24	-2.93461349131506	1.58991797300293	6.78808624626733	0.00917682348079115	0.0246424093592024
FLNB	-2.93177402031026	9.36996553529248	26.3326529158638	2.87388553382254e-07	2.28016927813501e-06
CNTLN	-2.92885068234469	3.75114402065857	34.6283993036513	3.99041984559439e-09	4.30998186285886e-08
CTTNBP2	-2.92801055367685	2.9509292829046	13.0764843784584	0.000299026158309112	0.00125371254808002
DRP2	-2.92750770116269	3.28563503522171	15.4484433347469	8.47867496556063e-05	0.000405634894542662
