gene_id	logFC	logCPM	LR	PValue	FDR
SPRYD3	-1.53525808469812	5.85992961723053	20.7975377934724	5.10485511439761e-06	3.19766175017851e-05
MRPL43	-1.53405266681583	4.45297358350331	13.170651261598	0.00028436788940093	0.0012037934879382
CE3H16orf62	-1.53346273131964	6.39065513061627	15.9461292728296	6.51709071497526e-05	0.000320674096185303
BOLA3	-1.53287789886971	4.82043952344142	14.9004616655223	0.000113335245954305	0.000527785107401827
PSMB6	-1.53279549661298	5.67297498698827	18.4561813436426	1.73855998598195e-05	9.72636494235862e-05
CDK16	-1.53277006963162	5.74944167527372	19.4021188028176	1.05889515612641e-05	6.23413240639162e-05
UGDH	-1.53118528741476	6.69058539682613	8.67835775486726	0.00322011020665442	0.0101678311457955
PWP1	-1.53111870245206	5.74932590269193	16.1597367309731	5.82185242279063e-05	0.000289613985383933
PCYT2	-1.53109624406414	6.24014328201409	11.4149944089941	0.000728537160941774	0.00277359824863328
PJA1	-1.52977741310925	5.19383193799925	18.1729929529458	2.01719164702035e-05	0.000111131847119429
MRM1	-1.52947097717127	3.79141160133332	13.3652220708578	0.000256333558260905	0.00109572159122406
RHOBTB2	-1.52885398046704	4.49245434367849	22.4369712001767	2.17153502085332e-06	1.46439126817359e-05
MAFG	-1.52818602452825	5.96947864596285	17.828308615702	2.41759514603663e-05	0.000130937272395537
GSTZ1	-1.52468482730674	3.90593053929291	14.471043626561	0.0001423307456682	0.000648093815199094
ARRDC4	-1.5216083715293	3.4483441343973	7.67582148333091	0.00559656095960021	0.0162342328631374
SPP1	-1.52074564312545	6.67646611794964	7.40126590895815	0.00651779941404561	0.0185296970776691
MYO6	-1.51955171492103	4.23964247545416	13.1698516876269	0.000284489252850744	0.00120391888589498
SLC33A1	-1.51948687218186	5.71581254226367	14.0744066929683	0.00017571859927857	0.000781150128161476
PPARD	-1.51941145250971	3.65427735701989	10.7648750130261	0.00103444550031083	0.00377818767063149
DUS2	-1.51690047633738	4.29734014408675	17.8399197514565	2.402887912407e-05	0.000130248236573801
APH1B	-1.51639423182613	6.93126220978099	10.3410272907411	0.00130105582029482	0.00461452852154834
NPHP3	-1.51597247236887	5.26868392581534	19.7849291593273	8.66633200883665e-06	5.17181786957542e-05
GSTK1	-1.5136976478385	5.30284596779812	10.6263174224441	0.00111489512907205	0.0040394171117649
NAMPT	-1.51031593696225	6.71030236004614	14.4266909196621	0.000145722246212905	0.000662158253826851
IFT122	-1.50998061434568	5.30371178800634	23.8401167317437	1.04677950839809e-06	7.53531952205604e-06
PDCL3	-1.50931391036429	6.31938045506056	14.1812015893451	0.000166020888768498	0.000743580929456996
USP31	-1.50909141873498	5.48106689569988	18.7675448897377	1.47658635353486e-05	8.39204968273624e-05
TBCE	-1.50597913020715	4.93641505378236	16.5747295806745	4.67700868783526e-05	0.000237985207485313
P2RX4	-1.50430023540874	5.23738340559677	13.5916447929655	0.000227194475734514	0.000986263018545825
NNT	-1.50306463182606	7.37969474781091	9.5556959935739	0.00199329921123919	0.00669689338174396
CDK4	-1.50259916578878	5.13456099397444	17.2411986460859	3.29219101167571e-05	0.000173438067628344
FRMD4A	-1.50249918784793	4.21968137537508	13.5695960204396	0.000229878849493798	0.000996597337927687
DESI1	-1.50231517665072	5.76667093546895	18.6432714076232	1.57602497651461e-05	8.89555946959193e-05
WDYHV1	-1.50124189080962	2.72847635881886	5.4416161628203	0.0196624679687108	0.0465339165290157
TM9SF4	-1.5010219990087	6.43185952745386	15.0685627224255	0.000103675619715615	0.000486433859699334
LARP1B	-1.50057841035274	4.77647064365819	21.3789988893739	3.76876851411679e-06	2.42676885234321e-05
MYO1E	-1.50055221617236	8.45741809015444	6.48088577372803	0.0109040631054555	0.0285038540626123
DDHD2	-1.5004558999169	6.50991542001409	15.0129723184215	0.000106774678058881	0.000499359978676658
ARSA	-1.50030648374339	4.83039875895668	19.3389499951277	1.09450777431388e-05	6.42362500998256e-05
KLHDC10	-1.50024488897529	5.9746227541177	14.600921696856	0.00013284955117157	0.000610642612968305
LIMCH1	-1.49784310671953	5.03451815572847	6.39501677437537	0.0114441148854884	0.0296681545720003
RNH1	-1.49713196233872	7.07552666994266	8.74035557357344	0.00311243821739751	0.00986106391282171
NMRK1	-1.49613692528898	3.84416452199912	11.4330924711674	0.000721475050900307	0.00275070223502752
ATP5MC1	-1.49599736532075	5.21367520765327	15.2471350628278	9.43197197761782e-05	0.000446843928744688
RIN2	-1.49507519699744	5.24428342283609	13.0142214524924	0.000309134265018336	0.00129032091597825
POGK	-1.49504146770845	5.36165501502836	18.7377679913099	1.49982308255238e-05	8.50937237887371e-05
POFUT1	-1.49483313711523	5.85224318522923	15.5242132176895	8.14551819419755e-05	0.000391121973152047
SLC36A1	-1.49472239574549	3.90975299764233	10.2418856988735	0.00137287170492232	0.00484176172633582
MAN1A2	-1.4945069058137	6.29017273805739	14.1252894325314	0.000171028913104625	0.000763665337418166
USO1	-1.49440550992447	7.50409413404252	9.67258439366482	0.0018703802422015	0.00635821578613092
DYNC1H1	-1.49395342537235	9.7518261167398	10.8777705794198	0.000973253284640105	0.00358764125121688
ACAP3	-1.49388496746169	5.39550148389018	15.3947471350702	8.72304447046173e-05	0.000416415105805272
KIF3B	-1.49385221822819	6.61016681882941	17.3268185388758	3.1471385632612e-05	0.000166330645854518
JMY	-1.49364705595561	7.09247884983013	9.37762681190394	0.00219649726504584	0.00730107234275495
CMTM4	-1.49299430510776	5.11930313586086	16.1861446406764	5.74125081063291e-05	0.000286364250809334
HMOX2	-1.49223104127995	5.55707089336332	16.4803860485828	4.91559737945099e-05	0.000249063260272337
TRIM32	-1.49157613373254	4.38537023947816	15.0191112095471	0.000106427916920826	0.000498270978862647
BSG	-1.49149957673428	9.14982171541788	5.98143351817305	0.0144572467182677	0.0360525557910016
ANTXR2	-1.49085212801408	7.83857250429088	11.5567799524581	0.00067502655393996	0.00259548006661415
SLC4A5	-1.48931069508363	5.26344138036222	17.4250667807284	2.98858654108637e-05	0.000159039826353108
ORAI3	-1.48896891310375	6.03641943984187	9.02604008628262	0.00266160438501368	0.00861574601493204
CHID1	-1.48748374101586	6.04398031754258	14.9164435720752	0.000112379165716988	0.000523704471485808
REXO2	-1.48508561167338	6.08668466641589	12.1994130076941	0.000478045554184909	0.00191964253597569
PPP1R13B	-1.48448833291635	4.20605342024071	13.902918267098	0.000192499351023945	0.00084884710466641
TBC1D9B	-1.48338526653392	6.65032937456182	15.3807436497	8.78793080915925e-05	0.000419055290728913
IFT27	-1.48113923301785	2.85417052963321	6.04208180004167	0.0139688026914402	0.0350368114907816
BPNT1	-1.48038119057604	4.03415185570065	12.6388724309588	0.00037780778712696	0.00154985045028668
TSC22D2	-1.48017620004933	6.96462044517156	10.793880562018	0.00101836177031184	0.00372982459162775
PSMC2	-1.48016298227315	6.66393321360533	10.6070918027274	0.00112654737020666	0.0040757363088972
LBH	-1.47965000922715	8.05405930922634	8.3340454664982	0.00389089161310689	0.0119239471819197
ZFYVE9	-1.47893124305353	5.56467389154854	14.567797602616	0.000135205482622985	0.000619086374201476
FRMD7	-1.47726493051637	3.38020333275642	5.7708596058725	0.0162940624292188	0.0398410622803501
HSPA9	-1.47725254958115	8.65651146285873	8.99791366350232	0.00270287995919471	0.00873642702081581
COPB2	-1.47689079370673	7.12100921127258	12.4623064036205	0.000415246893180532	0.00168499844749787
B3GLCT	-1.4767241537532	5.03316132751724	15.8461699644152	6.87054539064349e-05	0.000335674486825817
PEX5	-1.47659451501162	6.16265625387806	10.8927426331322	0.000965417727291605	0.00356175902031142
VSIG4	-1.47625972409038	3.14921698289783	6.74144439036615	0.00941983272410501	0.0252072726016374
NPTXR	-1.47611659287694	3.19360158835978	6.85005178103028	0.00886387035872182	0.023924322550877
APOO	-1.47488065558436	2.81335168813154	5.88865839719799	0.0152387054937269	0.0376392870683564
TCAIM	-1.47475694586658	4.15312443351163	16.2599119479181	5.52199549460641e-05	0.000276795824582582
MRPL12	-1.47465132024214	4.48517349550909	18.7160311593384	1.51701725123224e-05	8.58835952887003e-05
ANKRD42	-1.4719708638644	2.75622403235649	5.35730671864341	0.0206356190981143	0.0485105207173123
KATNB1	-1.47165969954251	4.51791013834455	19.5962332565604	9.56576032922359e-06	5.66733511514227e-05
TTPAL	-1.47122131160034	7.21152799922737	9.20342094673775	0.00241563275256064	0.00791716998298035
CEP89	-1.47102899436428	4.29328040407343	18.0523366214628	2.14914716427923e-05	0.00011766065180157
ARID5B	-1.46955785531161	8.01358158853093	9.63114927502752	0.00191304864292325	0.00647535139052924
PIGT	-1.46790082230108	6.78888899729022	10.4539317387616	0.00122388671757225	0.00437511996586777
GLT8D1	-1.46779004104661	5.51898517849002	10.8027415790608	0.00101349889991812	0.0037140871442685
JPH1	-1.46717621062143	3.62341360882973	6.68614199649326	0.00971652567415069	0.0258745873421022
PDIA6	-1.46704751053652	7.2552677438394	9.80278367191542	0.00174247909365262	0.00596415053364719
SHC4	-1.46628301808958	3.13020270163703	7.14920991859236	0.00749970179812893	0.0208117121372058
TXNRD3	-1.46619113127133	3.24950563671224	7.46979347611897	0.00627427484861233	0.0179227925203177
PPIB	-1.46356495644277	8.43810369521379	7.60141736900754	0.00583224345962897	0.016832313815859
ARL13B	-1.46329396177446	3.51027796586493	9.15156194144367	0.00248505849919651	0.00812239668367517
SLC9A9	-1.46300375233138	5.51362694299266	19.3779149302131	1.07240094980531e-05	6.3023366163435e-05
RAD23B	-1.46215432726074	7.78607452162527	8.20217823849677	0.00418401281830774	0.0126776264637849
SLC30A1	-1.46114262128372	6.3779353541526	7.61470957858722	0.00578940821603789	0.0167344502244637
TRAPPC2	-1.45897787814494	4.49571847228505	12.5534949273618	0.000395465982917541	0.00161421464815767
RDH11	-1.45863997646863	5.81856420606402	15.3069645326265	9.1378992288554e-05	0.000433538147434091
TCAF2	-1.45763405361293	3.17394002834998	6.44533852381133	0.0111243842364036	0.0289883427987143
FH	-1.45577300095469	5.49401098202847	10.7470942902756	0.00104443178014312	0.00381041930798392
TMEM120A	-1.4554478706927	4.99683441194713	13.6496949410581	0.000220277105632402	0.000960240001501118
BTBD3	-1.45409109354416	3.30414345661864	7.81055055221516	0.00519420774039781	0.0152423050485779
STOM	-1.4525801161817	7.92819899123136	6.96103318538459	0.00833039146071418	0.0226616349790531
RPS27L	-1.45118785307032	6.24426630537342	11.4204654154837	0.000726394965815717	0.00276707271749089
SUMF1	-1.45047098947973	5.47999616286097	12.6286711533012	0.000379875117983705	0.00155589924260305
SERINC3	-1.45026195899823	7.80443276275211	6.67076462815013	0.00980071322735724	0.0260617547482491
ZNF397	-1.44617932289074	4.27699941064329	13.6369816440341	0.000221773670404702	0.000964965476366346
TANGO2	-1.44452539491254	5.00634118575219	13.9821980373309	0.000184549735354051	0.000815985908709979
ACTR1B	-1.4444764887591	5.90424995007132	12.0198762729465	0.000526361962322567	0.00208500721749022
ARHGAP22	-1.44434964145114	5.25542296924851	10.6353528896176	0.00110946111308565	0.00402417307546239
TIAM2	-1.44169073776282	5.06501918723141	16.9187047418711	3.90152327658641e-05	0.000202771049341162
ATP6V0E2	-1.4391046959256	4.36092192729681	10.9861381418052	0.000917958914451621	0.00340196973576635
N6AMT1	-1.43759382371649	2.89889716494398	5.78593102263681	0.0161549392811349	0.0395598559780431
LAMB2	-1.43680043217298	7.16962874001011	9.36720246945564	0.00220902404999467	0.00733899306533671
TMEM175	-1.43463538055511	4.37978944945754	16.2451688155709	5.56513210502887e-05	0.000278745147382801
LOC101093813	-1.4342359226373	4.01611806589973	7.52091456627395	0.00609867090692065	0.0174919433769857
GORAB	-1.43380774301536	4.88114473561762	11.8899543363122	0.000564375051282075	0.00221878184480967
PDXK	-1.43271924503254	5.19775102760469	14.2847319543357	0.000157134267982166	0.000708859745180464
RFX2	-1.43248032062806	3.14919746936912	5.93565638562236	0.0148375415363196	0.0368008046836367
INTS13	-1.43243776234232	5.6666812182266	15.1692662222783	9.82902402661248e-05	0.000463979432738257
KIF1BP	-1.43241461604536	5.44620042801414	15.1658589814509	9.84677657430198e-05	0.000464483281756164
CMSS1	-1.42898742874617	3.53655985031027	9.10715556595494	0.0025461149263403	0.00828687157201482
SLC25A3	-1.42660127530173	8.57364994073892	7.15193964125342	0.00748829587146348	0.0207932515279761
HEXB	-1.42550982076147	8.01888489741765	6.22266892409376	0.0126124847805355	0.0322136313302777
TMEM19	-1.42533444487704	5.05102841766063	8.25073099032851	0.0040735593468524	0.0123909391610441
ZCCHC14	-1.42528518033647	5.02918608561903	14.3510835368547	0.000151692369972127	0.000686670911053544
LRRC40	-1.42507718951266	5.41598877230635	15.5144690331865	8.18761385276324e-05	0.000392712195138202
ACSL4	-1.42483972428823	6.50826395319871	15.167862527146	9.83633371270907e-05	0.000464157523595402
DCTN2	-1.42187593845237	7.2822765452558	8.95144405149662	0.00277250335651796	0.00892629086054593
MAP1LC3A	-1.42183851242017	5.05999972302671	6.37856113105684	0.0115507037283581	0.0298738441125825
KIAA0895L	-1.42098676978386	2.98790770802448	5.3205649110804	0.0210751780102749	0.0493874216122923
PSMD10	-1.42013259189239	4.75379921781649	14.3767330856656	0.000149639913957841	0.000679019568073565
CDR2	-1.41970870335674	5.08512329493028	14.8461237644154	0.000116647550189092	0.000542440042923975
TUB	-1.41947046257569	3.75923173941292	7.70594352785486	0.00550392963223219	0.0160150928079342
NF1	-1.41595792963625	6.26630006380793	15.8935617650737	6.70062690723364e-05	0.000328228170599578
PNKD	-1.41516104509258	4.4002109467288	13.5697260835146	0.000229862921351552	0.000996597337927687
PRELID1	-1.41459942460413	7.42940754111539	9.3862734052309	0.00218616145829536	0.00726855759240184
SAMD4B	-1.41429448185328	4.81675766837878	18.7948877666438	1.45556760379003e-05	8.29054412523287e-05
SCOC	-1.41403229865707	6.44942104622779	8.90596080910453	0.00284241282773689	0.00910890928898443
HSP90AB1	-1.41348510897002	9.62235518813682	11.9381327998822	0.000549965707073164	0.00216732731949584
LRRC41	-1.41158600287675	6.53694595567464	10.8508460121006	0.000987506313138001	0.00363303766395009
SLC25A43	-1.41056734791736	3.31559906120563	7.74092150890373	0.00539832455217845	0.0157357203683336
MIF	-1.40931751279652	5.97519990129334	10.2946390244867	0.00133417250474337	0.00472177610025545
MAGI3	-1.4083330055938	5.01428726344419	15.4398153639783	8.51747099884114e-05	0.00040734246325726
SUCLA2	-1.40755512326167	5.76514450780955	12.5369155435128	0.000398990375905042	0.00162607164689499
NDUFAF5	-1.40630077970796	3.95547470348736	10.7651384428835	0.0010342982770609	0.00377818767063149
IFT46	-1.40516502701713	5.24037268812189	18.7746951815053	1.47106059289596e-05	8.36789257068647e-05
APIP	-1.4035020685672	5.01533393394355	10.0236188778533	0.00154545517727372	0.00537815123080432
WSB2	-1.40048116434392	7.11580492593395	8.4027504065899	0.0037465373152255	0.0115385611799353
GOLPH3L	-1.3999596631984	4.44613219639766	17.250050144813	3.27688901657098e-05	0.000172701263311088
HACD3	-1.39750100984545	6.15409645899207	10.1008382114194	0.00148201900120931	0.00517799130800581
USP54	-1.39744229621544	4.7029638331299	14.8349086646339	0.000117343234496376	0.000545288692031141
LRP12	-1.39679588465133	3.9245562456261	10.8503165640732	0.000987788692602291	0.00363305801934413
GLG1	-1.39605446475127	8.74298512393487	8.06151424386403	0.00452153789194778	0.0135408812770494
CARS	-1.39564556106333	5.85717347020409	16.0584602516131	6.14166051520685e-05	0.000303681277095175
SLC6A6	-1.39457144528255	5.73099446522987	8.12762043546767	0.00435959272992556	0.0131247844447839
LOC101086085	-1.39420013923182	5.98574465581328	15.7751347238034	7.13338782560279e-05	0.000347352313303842
SC5D	-1.39195929400858	6.17757473323335	9.41197302781712	0.00215573137149487	0.00717465452399878
GANAB	-1.39052320208324	7.12115482251578	11.4884366437233	0.000700305172793784	0.00268011221422363
SLC9A6	-1.39051279966194	4.9246125345304	17.9288199362137	2.29322130038076e-05	0.000124974846864189
ODF2	-1.39030921426538	6.03470693804677	18.4109973383438	1.78027545117602e-05	9.92461968809809e-05
WDR34	-1.3895630416679	3.56242011563958	8.96249693066999	0.00275577997167805	0.00888552839516734
TBCD	-1.38789656847422	6.57941767650238	14.6043260901113	0.000132609770093399	0.000609967757776262
UBE2G2	-1.3869642084294	5.67938721631784	12.5057751336871	0.000405695988684868	0.00165134877776412
LYSMD4	-1.38658883696276	4.94476929570562	13.6493142226126	0.00022032177432903	0.000960240001501118
RAB13	-1.38587613869927	4.74198381277445	12.8177215814355	0.000343351590957599	0.00142094069004622
TMEM115	-1.38550694396612	5.96764016751351	12.1349089946658	0.00049486683377818	0.00197750836165379
GRSF1	-1.38500484607595	6.69408977949899	10.1496931570754	0.00144325263218293	0.0050560075526259
EHD1	-1.3849371097231	6.61852677485654	10.2102359708682	0.0013966330222188	0.00491763218421716
RAB12	-1.38457008480983	6.05692964229815	7.94827172947263	0.0048133320553462	0.014277883490576
ACVR1B	-1.3819612348485	3.21966535372191	5.45399994209304	0.0195235760746041	0.0462718886756029
SEL1L	-1.37831627782755	7.38082932350171	9.78184181073516	0.00176243683829535	0.00602460500884343
FLYWCH2	-1.37797639788943	4.37492216629171	10.8046375977659	0.00101246143058516	0.00371316962470408
RPN1	-1.37774195218935	7.9177460986044	8.51955154273209	0.0035135106011822	0.010926018867136
TRAF3IP1	-1.37753901085594	3.62013787569974	7.02344037831068	0.0080449510449397	0.0220312797501552
LYPLA1	-1.37655302499915	5.12010730416891	9.47257594338847	0.00208566298547984	0.00696796215846537
MRPS7	-1.37635835944788	4.73108766709724	13.5034248091609	0.000238128450799559	0.00102964074459394
CIAPIN1	-1.37435652296618	4.47544570237337	16.619140873515	4.56876042524668e-05	0.000233001844794419
LAMP2	-1.37417423417124	8.78090237062923	5.51268385811144	0.0188790555660448	0.0450126900787074
ENO1	-1.37406838826138	10.4802093602868	5.94496027207549	0.0147594239229501	0.0366416799358446
SLIRP	-1.37359693911398	4.27214451262218	8.91063406362218	0.0028351480879919	0.00909440565765152
HSPA13	-1.37335400216303	6.49431828303117	8.56041373597984	0.00343551336556326	0.0107164825044656
ANKRD46	-1.37317931056693	5.65270924414853	10.4703687608179	0.00121304502331834	0.00433990998936928
DYNC1LI2	-1.37315088335254	7.33838274421251	8.56332634761709	0.00343002147439398	0.010706678468235
DCUN1D4	-1.37174297063336	5.70866433860318	13.3060098973155	0.000264556757610308	0.00112793318067579
TCFL5	-1.37105649527796	5.3117879284656	13.0510364955692	0.00030311661231554	0.00126843090032424
DVL1	-1.3709242770919	5.45901042435635	11.7308583389585	0.000614722341551816	0.00239447945627322
ALDH3B1	-1.37078562710728	4.76531524009373	9.92438087856485	0.00163103702523339	0.00564021446671822
MAP4K5	-1.37047693721363	6.38052012315944	10.1427981740383	0.00144866094237654	0.00507359955879567
PTGES2	-1.36898656933055	4.49176122421386	13.3715233054785	0.000255473770203658	0.00109275824197608
FAM214B	-1.36857309709686	4.66218788815479	14.6021577953638	0.000132762438815704	0.000610456021225817
COPB1	-1.36831035202707	7.79644292927729	7.34112931624078	0.00673944869908368	0.0190443120753822
ZNF205	-1.36820086311676	4.51533995654508	14.2922452875898	0.000156508311725038	0.000706521697546498
TSEN15	-1.36812675049216	6.16141234357085	9.51509534118223	0.00203788517158592	0.00682571901651915
SLC29A1	-1.36711520038066	5.09983324623799	10.3616518907049	0.00128660026301143	0.0045725748536303
TGFBR2	-1.36656443769338	8.72318491224115	5.93968203252353	0.0148036891441571	0.0367376725867575
POGLUT1	-1.36576830975009	5.66144077094918	10.3852490034812	0.00127026055668179	0.00452855997971616
RAB2B	-1.36545646384447	5.35384387457612	12.9230905922917	0.000324553549081077	0.00134910238346246
IPO7	-1.36097795700388	8.3960466088719	7.8658099170314	0.00503782560720411	0.0148465590496364
AURKAIP1	-1.36091891337418	4.83050090981192	10.9102522468879	0.000956335023763824	0.00353023474454365
EMC4	-1.36075350419436	4.79862041919497	11.5594983222632	0.000674040372874255	0.00259244777644456
PTPMT1	-1.36068005751222	4.68337900665097	12.5992397038513	0.000385903698501536	0.00157911263967436
GSTCD	-1.36015247552153	3.81815059714077	10.5836453290715	0.0011409246769182	0.00411667707869054
DNAJA3	-1.35992633286029	5.71259930089322	14.492096737706	0.000140748813623774	0.000642227636016962
RPN2	-1.35900846173258	8.06211006929185	6.93038944856931	0.00847432337837423	0.0230007333390703
ARPC1A	-1.35814846776899	6.36992588723453	8.91356002413006	0.00283060918043976	0.00908439331741525
PLA2G15	-1.35772389114876	4.25702446159062	11.9315805802664	0.000551903328536619	0.00217431023127771
LRP11	-1.3569220847715	4.28547890031711	8.90733039696496	0.00284028179868893	0.00910652774106886
MRPL47	-1.35637445472658	3.73175183849782	8.43159631929593	0.00368756474443619	0.0113916930652628
LOC101098213	-1.35620447254902	5.75720530296643	11.6848229048824	0.000630119835915568	0.00244429873092521
ERRFI1	-1.35425403299121	3.70154010640106	8.77648586287263	0.00305138491020165	0.00969102714825177
POP7	-1.35341209806487	4.56408704818056	9.25503003336624	0.0023484948384761	0.00772800846673067
PRSS12	-1.35276839696518	3.90243136788332	8.7052792564325	0.0031728980568385	0.0100332388433474
LOC101096871	-1.35230032449605	5.40104024701069	9.26667468352763	0.00233361002968675	0.00768673805712331
ELMOD2	-1.35227304183569	4.56941996953241	11.641305030458	0.000645033332376635	0.00249477524927161
VCP	-1.35108740057759	8.84416120725886	8.00831499683719	0.0046563043958666	0.0138842723442303
TFDP1	-1.35092842138817	5.85398599969905	16.7914772665576	4.17202597610052e-05	0.000214872436751833
CARM1	-1.34995488374983	4.21242992927791	14.0502995194563	0.000177985482900359	0.000790424193604541
ABCF2	-1.34993092104376	6.14054789159355	15.177163265275	9.78800225888346e-05	0.000462375643064534
EIF2B3	-1.34990303361181	4.61264643344509	16.5052564702729	4.85153865671333e-05	0.000246197764083716
ATP2B4	-1.34978057606474	7.38206502672887	10.5616574838651	0.00115457620784289	0.00415907317472476
PRMT1	-1.34967894374919	6.32162870708345	12.9686397390711	0.000316752071340139	0.00131876187569691
SLC30A7	-1.34805606707186	5.58756493359043	10.1052108550691	0.00147850675743536	0.00516984923469871
ARL8A	-1.34596661431257	4.98656033548769	11.6799344886231	0.000631777575976903	0.00245000506192225
SLC39A13	-1.34584773575912	6.02132192136248	6.57365628709732	0.0103499110963265	0.0272726726636577
LOC101096660	-1.34550714056902	4.1691767239206	12.0316514430975	0.000523047140235933	0.00207558137929124
CRY2	-1.345041549614	5.54713415678069	11.8047119839465	0.000590810008132427	0.00231080377813672
LOC101089785	-1.34485162145499	3.98098645721497	9.13425519927819	0.00250867565152558	0.00818735403505848
GRAMD2A	-1.34381555015731	3.26658237839692	6.36723291811892	0.0116246722295997	0.0300473850047345
LETM1	-1.3436317382342	6.65726945791714	12.1228252569961	0.000498083840629553	0.00198794228728152
ABHD12	-1.34220603882704	4.96276085558111	16.6541079424953	4.48530667507357e-05	0.000229029881311247
TUSC3	-1.34201429584025	6.71560469395302	7.62982774008874	0.00574107856384846	0.0166093858010104
MBTPS2	-1.34185411268371	4.90978405273928	14.5642673676107	0.000135459035968321	0.000620031018141709
CAD	-1.34116381122115	6.9594903419199	13.3598924905989	0.000257063042623848	0.00109812444933358
CASTOR2	-1.33925992570047	4.350651725798	13.9279230946567	0.000189955487366025	0.000838474894283334
LOC101090225	-1.33895976165563	9.02877600123404	7.98319033675931	0.0047213665829056	0.0140463599336817
RTN4	-1.33872506397098	8.20960169940369	6.17847962813406	0.0129313344469759	0.0328871902999351
EXT2	-1.33739992910214	6.69192651033683	10.5851633584411	0.00113998823069813	0.00411556136215999
ATG4C	-1.33685011036604	4.81498164612561	13.2334479666933	0.000274997482648942	0.00116676106201166
TTC37	-1.33679266084921	7.0303281336732	8.18593350830708	0.00422164488080064	0.0127710110121592
UBFD1	-1.33637544171681	6.36462129687393	11.9574032300589	0.000544306765354796	0.00214936142113781
PGM1	-1.33561456103714	5.87049720558607	11.2402127927286	0.000800439785981192	0.00301065385824912
LRRC20	-1.33402460966142	3.39040354007987	6.96942561780938	0.00829141070187999	0.0225836825738421
P2RX5	-1.33270572557787	4.14551910865943	9.34065536631199	0.00224125360379461	0.007432896396916
MESD	-1.32908818225737	6.31803011839453	9.14361773325457	0.00249587119051041	0.00814961871935011
VPS35	-1.32871386903015	7.7649939889281	7.43927783188953	0.00638154923305182	0.018192191070878
LOC101090719	-1.3287028322223	3.87308008798848	7.66688230259057	0.00562435549429872	0.0162932488193559
TMEM17	-1.32805376525312	3.32585549060567	6.07212876467991	0.0137331349297303	0.0345513668870496
MTMR6	-1.32775509670048	6.71095244746672	8.5783423085125	0.00340184932926556	0.0106342231414845
B4GALT7	-1.32743262080353	4.57363685784593	11.6431566223989	0.000644391592596907	0.00249302796864658
FKBP11	-1.32732123260082	3.63744736781914	8.17500556194661	0.00424715390301105	0.0128304329349019
MORN4	-1.32723990188641	3.19116323157752	5.75328079300064	0.0164578929077918	0.0401967110792764
PSMA2	-1.32720472010021	6.28651731872092	10.2731997246187	0.00134976512698155	0.00476717820907402
SMAD5	-1.32481466625669	6.37471753953444	10.6029298754954	0.00112908600507814	0.00408294175933877
ZNHIT3	-1.32418787504397	3.79265373753851	8.6464799450433	0.00327693847738262	0.0103174816791488
IL6ST	-1.32231596938585	8.68389875307072	5.52806856748799	0.0187137520371283	0.0447160538935241
LOC101083117	-1.3215475323083	6.74266931449239	12.0261632127489	0.000524589499090811	0.00207981510470354
SLC7A1	-1.32021772252783	6.01103378815316	10.5858522908515	0.00113956349670775	0.00411516009006489
RAB1A	-1.31824060511617	7.88534414002545	5.99282518971025	0.0143641787118233	0.0358708120333505
TCP1	-1.31613312573518	7.03840045379078	10.4230051351461	0.00124455215283136	0.00444536143211919
DLAT	-1.3160659535835	5.29083147518913	17.0594257904977	3.6228105536884e-05	0.000189335495404432
SPECC1	-1.31540857863533	5.66847913083868	12.2133793099008	0.00047448011061325	0.00190649188352042
CDV3	-1.31502154589964	7.96987576110287	6.89429567997455	0.0086471224963911	0.0233971522721939
NDUFB5	-1.31327081413533	4.84503237632376	10.6173034503522	0.00112034304777429	0.00405803527903449
LRIG1	-1.31201268052255	5.81341004396186	13.1102052492423	0.000293691509146818	0.00123529284440183
ARMC6	-1.31185511427196	3.56916843145804	7.97952317053826	0.00473094012785066	0.014065275781102
RGL1	-1.31133140049116	5.78031989608168	13.1740313312899	0.000283855421433537	0.00120201184106883
ACADM	-1.31111021282508	6.84206568207739	7.55461496009499	0.00598565860970242	0.0172220561138182
ENG	-1.31096548514051	3.81089059121505	7.43250980909235	0.00640559406443755	0.018242320075437
MRPS33	-1.31061996726952	4.42399085852078	9.70365196230348	0.00183902177014764	0.00626504179191248
CERS5	-1.31059727959128	5.40160355619623	14.4877960507564	0.000141070522262383	0.000643248250051861
AGTRAP	-1.31005074492722	5.14745153916859	9.18827268351333	0.00243570636714427	0.00797897520120675
FAM161B	-1.30968415685567	3.27323207441817	6.17125392515007	0.0129842546404137	0.032996199389262
CALCOCO2	-1.30943000893776	5.97351509027396	14.1058980074875	0.000172801101766861	0.000770267954648951
AMDHD2	-1.30840023432044	4.51897874855461	10.4292421220302	0.00124035630532085	0.00443158066831622
COLGALT1	-1.30824692205376	5.75233034400643	11.2290629809473	0.000805262906546038	0.00302532640211957
LOC101080413	-1.30818702740804	5.05173859273099	11.9505909031344	0.000546300520141684	0.00215547255737201
GMPR2	-1.30805193420299	4.47007175373218	9.58449051862845	0.00196227882422225	0.00660789966904505
KRCC1	-1.30769801956127	5.93223157779168	9.10133992775878	0.00255422310529519	0.00830502225242538
TRIB2	-1.30655796619478	5.59142795287673	11.1117751991777	0.000857813459267346	0.00320440820551249
MRPL33	-1.30414497352908	4.66121168554435	11.2386509437928	0.000801113639197379	0.00301232501065536
