genes	logFC	logCPM	LR	PValue	FDR
ACTA2	-15.3613545616098	11.439629963699	789.013467416748	1.32054022935403e-173	4.25775183449472e-171
COL1A2	-14.959718803495	13.6193295707484	363.024340624757	6.18087597801885e-81	2.20206512399196e-79
GREM1	-14.0390608622601	11.6133285420594	216.678993860176	4.79517278788417e-49	6.83351861274499e-48
COL3A1	-13.7121121001143	12.2677175251888	214.982853711493	1.12410647367039e-48	1.58617080863534e-47
POSTN	-13.4325036859852	11.1995374747861	686.068257292732	3.2010797479518e-151	6.6587621789249e-149
COL5A2	-13.2413414577189	11.7526617109974	449.649537904405	8.59777143620405e-100	5.08648890884053e-98
PLS3	-13.0589639124906	9.59340198618626	1286.81359502639	8.29513807445819e-282	3.56607985820958e-278
MCP-1	-12.9800886827832	7.40275594721653	197.781039101827	6.36901150760752e-45	7.95941292767579e-44
HTRA1	-12.9078411588289	9.21724171689891	1388.28124755765	7.39514158408085e-304	4.76875705049454e-300
CCDC80	-12.7323201436392	10.7732666776132	892.220243077438	4.82008302748025e-196	2.82566412751876e-193
COL6A3	-12.453908210118	11.2505521007764	218.670476183214	1.76356124789479e-49	2.55271037195277e-48
SFRP1	-12.0043436563393	9.53539207839215	92.8979477037751	5.50615713821302e-22	2.86689174854797e-21
BGN	-11.8983569370424	9.01625661377513	667.063729795376	4.34669634528941e-147	7.89568207960528e-145
SNAI2	-11.6556663884841	6.42748817059604	687.669237945629	1.43596313243753e-151	3.03600270804045e-149
FBN1	-11.4051624032918	11.0200541011004	390.196635650439	7.50014171202527e-87	3.12030089225774e-85
COL1A1	-11.3341877272307	11.2021596925595	268.570604763529	2.32510581345214e-60	4.84440867142039e-59
LPL	-11.2892031574343	7.22751290466733	429.751841163413	1.84034746802675e-95	9.93094614859457e-94
GJA1	-11.2400876724625	7.76550464955281	459.439260132771	6.36675452076247e-102	3.91009681210826e-100
MMP2	-11.2115252552406	9.09247768962767	180.348793600008	4.06691338268199e-41	4.47916156246368e-40
IGFBP2	-11.1972756293606	7.03140163232713	55.5045420402576	9.32433197501032e-14	3.09300178708097e-13
NTN4	-11.1103299307304	7.75073516861143	378.826018890396	2.24159116217661e-84	8.86803718361711e-83
MEDAG	-11.0605050881524	7.69499778357264	1148.82934485076	8.05958221137707e-252	1.48492045400186e-248
EDIL3	-11.0202193352437	8.25120769574705	283.769367034388	1.13293499905733e-63	2.54555099004224e-62
C1QTNF3	-11.0115761945691	8.6626324227703	266.685955759948	5.98696886081514e-60	1.23148225515044e-58
IGFBP6	-10.9227819419482	7.43674128504536	264.987776185049	1.40390886348634e-59	2.84688877553197e-58
DPYSL3	-10.9177571392637	8.86081532887223	458.829877046103	8.64034187125845e-102	5.28125540822845e-100
CAVIN1	-10.9067784949274	9.77128357780625	594.597348848629	2.50569059254895e-131	3.19959322496077e-129
ACTC1	-10.9008469609944	8.49279398819674	210.320475179559	1.169357898972e-47	1.60438391734489e-46
ID4	-10.7589226697985	7.15065798960321	631.599860803968	2.24319475164554e-139	3.40358620140854e-137
CDH13	-10.7422950984511	7.52307883750425	404.100459571855	7.05224474635169e-90	3.22527661325169e-88
LOC101095064	-10.6772553509223	8.50915044407526	429.966136237689	1.65294532552443e-95	8.95715792575149e-94
PMP22	-10.67711143343	7.67311114686757	1195.75665746228	5.09914310154271e-262	1.64409121451491e-258
CDH2	-10.62658535431	7.96862187232652	285.905697094666	3.87872872181523e-64	8.86949722078919e-63
TNC	-10.5977418792816	9.39381917323705	122.077323167166	2.22014422800058e-28	1.53364756874791e-27
F3	-10.5765413786264	7.03305706227626	442.750376593114	2.72811366452657e-98	1.56375475250663e-96
CYR61	-10.5143433886442	8.6203460663545	912.828141722513	1.59646220390825e-200	1.02947865219023e-197
TWIST1	-10.4992331557862	4.44748382084097	717.720707057427	4.19071380766859e-158	1.01976671655664e-155
NOV	-10.4402482980406	6.42710375837714	81.3207500903793	1.91901052164439e-19	8.67793783227478e-19
C1R	-10.3552116606444	5.4172436061401	174.749648744827	6.79011570880577e-40	7.18982941678719e-39
ACTA1	-10.3258385171471	5.75059809059431	54.0570536997009	1.94751720085045e-13	6.34110813919925e-13
FERMT2	-10.3237228264863	8.70945918952959	232.428235370212	1.76115168594548e-52	2.83919666170485e-51
LOX	-10.2778136349639	9.81971805011414	413.315769045981	6.95625842716219e-92	3.41121159449091e-90
PAPPA	-10.2683939141716	8.95706980522848	146.18679448909	1.18169460790411e-33	1.00929240782379e-32
SEMA3C	-10.2253479914773	8.62679401736703	534.193646882266	3.45624823702527e-118	2.99162641026274e-116
COL5A1	-10.2249339575369	11.1819512864312	137.572053477979	9.04027550857174e-32	7.12667684804705e-31
COL8A1	-10.2037718048935	7.7180247517803	77.7364668761955	1.17747260869435e-18	5.13904035002741e-18
PARVA	-10.1764395085942	8.36329187580837	468.940479668887	5.44914841611979e-104	3.47909243181668e-102
LOC101099873	-10.1063768011534	8.44338710012776	238.406802294522	8.75182174015829e-54	1.47932169046948e-52
FSTL1	-10.1029207826491	11.3619478772794	833.032581079912	3.55109815946049e-183	1.4773713858891e-180
SERPINH1	-10.0780216228914	9.75865079694566	875.364561716183	2.22510985296001e-192	1.19571840723439e-189
COL6A1	-10.0762283326205	9.59928559878787	165.110463881541	8.65325371338052e-38	8.55835990348686e-37
LARP6	-10.0685932971978	6.21263583897903	767.352950873006	6.7655362796129e-169	1.93900269773706e-166
LHFPL6	-10.0562656063087	7.44353941527251	375.49874619328	1.18842045939012e-83	4.61658393516697e-82
IGFBP4	-10.0548083339577	8.65147217454347	1034.04285999291	7.15645149761124e-227	6.59262535462087e-224
LOXL1	-10.0522925753795	7.35188528572525	1151.11149401784	2.57229009704638e-252	5.52913756360119e-249
COL12A1	-10.0512834543416	10.0307620106125	143.197633490565	5.3213214545237e-33	4.43340328158864e-32
PRRX1	-10.0403156347348	7.85915728923363	583.852203294496	5.44694319490213e-129	6.3287591337525e-127
FAT1	-10.0293261661133	9.7798625588041	122.747908383689	1.58341441222883e-28	1.10564676093747e-27
FAP	-9.98230314263198	7.47985684888166	295.771655499973	2.74793659057508e-66	6.69945901864779e-65
LOC101086605	-9.97335749901507	6.22166470315092	868.00349395811	8.86373107511391e-191	4.57262158702976e-188
YAP1	-9.87998504950309	7.76545419314128	1098.19620209188	8.1457339156149e-241	1.05055530309685e-237
LOC111560945	-9.8767194915758	3.8083209129315	422.175557857783	8.20187692864621e-94	4.23118426995001e-92
LOC102900068	-9.86702319227871	3.13389722092011	389.955894586017	8.46211774964838e-87	3.50919397483007e-85
NUPR1	-9.84710158793436	6.17097859065413	373.960462349342	2.56975025961892e-83	9.7764215629219e-82
LUM	-9.81024450032203	5.28569937542557	155.984401911528	8.53249465086611e-36	7.91111312093603e-35
APOE	-9.77197556841708	7.23143720323044	206.073555099576	9.87512289177596e-47	1.32115622339455e-45
PCDH7	-9.75688999807045	7.63303974399836	323.324022298428	2.73444198067085e-72	7.9071969113704e-71
COL4A1	-9.71126573039818	9.88958675328416	150.562680832063	1.30608841925845e-34	1.15374125638194e-33
RND3	-9.68201878244532	7.67275933787666	642.653922076816	8.84610806955243e-142	1.40849698485207e-139
SERPINE1	-9.67342395845147	9.91919738839695	1041.37022470376	1.82831210630423e-228	1.96497843625047e-225
GPNMB	-9.6007113336175	7.27723727170422	429.493222790994	2.09502016674796e-95	1.12581146210618e-93
ITGBL1	-9.5854947295296	5.36584615938131	40.8845430873309	1.61493380578829e-10	4.36733094846962e-10
RARRES2	-9.57493619356532	5.53720180852042	307.381143423558	8.12330314976642e-69	2.18263001505286e-67
ADAMTS1	-9.52456980610545	6.79255813492379	137.757160913163	8.23565624565713e-32	6.51227827101411e-31
MXRA5	-9.52059890539181	8.34293429353994	113.965739064987	1.32579551283335e-26	8.51109244848768e-26
ID1	-9.51885621310763	4.80901045530676	403.660341360624	8.79292369361848e-90	3.99304003086611e-88
GUCY1A2	-9.44152320963098	7.17431781138186	274.369452746742	1.2665834404389e-61	2.70002093080007e-60
ADIRF	-9.39850323125495	5.99044289665044	239.010724464167	6.46269360920592e-54	1.09814702869471e-52
FGF7	-9.38065919470434	7.14459750331485	87.7781489431311	7.32234073742086e-21	3.60718978191432e-20
PPP1R3C	-9.33407693800355	5.44683861622523	500.614929622692	6.9851250316128e-111	5.14783757329773e-109
AEBP1	-9.30197272225681	9.06404221455629	348.012261347902	1.14815714075383e-77	3.82630042488428e-76
FN1	-9.27875004045019	14.1114723602212	415.804368532891	1.9984158855485e-92	9.91291141381501e-91
BICC1	-9.27619411466016	6.85210337300975	178.48401075959	1.03855583108159e-40	1.12651426017319e-39
GPX8	-9.2451285190059	5.06581419325823	867.25378597075	1.2900329301713e-190	6.39905950016128e-188
PRRX2	-9.23783842849599	5.67231437438565	847.162469031383	3.00921195074088e-186	1.38606451888233e-183
C1S	-9.21960974794605	7.73929113754228	148.146511277977	4.40660927189002e-34	3.83740984331976e-33
TWIST2	-9.19389937688967	5.2183951548692	496.607158681731	5.20222420256979e-110	3.74821706930406e-108
NBL1	-9.19048093112622	5.97336758071839	510.236516097528	5.63320501774937e-113	4.2736144184655e-111
S100A16	-9.17219410566528	5.02775931802718	551.963959506384	4.70706835168109e-122	4.49681929863934e-120
GPC6	-9.16202560471432	6.75597950010427	597.836546761238	4.94730552501138e-132	6.38053993560718e-130
C1QTNF5	-9.05531915428988	5.24115752067193	307.073859910139	9.4770729442979e-69	2.53055506754886e-67
ARSJ	-9.04621570764271	4.81574914852583	303.21540975059	6.56529296228938e-68	1.71401990555964e-66
LOC101087010	-9.02721812660736	5.38267084199733	147.961122230775	4.83759620816305e-34	4.20421012780855e-33
FBLN5	-8.96570670034851	7.44248867127498	141.570723443039	1.2071077247117e-32	9.87821594264392e-32
ARHGAP29	-8.95373482020679	7.13083631053003	221.8637212018	3.54704001362788e-50	5.28857515095477e-49
FMOD	-8.91829982196741	6.5300047550851	71.3577867048106	2.97979588432535e-17	1.21308167677222e-16
LMCD1	-8.89535738193766	4.65468254195351	119.995919831901	6.339093192282e-28	4.28262361974127e-27
COL4A2	-8.89443482149177	9.14726091617087	176.581464674152	2.70311221591285e-40	2.90516985405234e-39
ADGRA2	-8.88696176100224	8.69448638843715	511.801867559808	2.57146856481599e-113	1.97406131431142e-111
ADM	-8.87927907308666	6.02494420743207	157.951848951105	3.17075132002233e-36	2.97188806499477e-35
THBS2	-8.86505383182478	8.58434912608226	141.930327275075	1.00719992439805e-32	8.28963460431499e-32
TNFRSF12A	-8.84118851068959	6.20411129249968	1114.9288410605	1.88020903717975e-244	3.0311319940634e-241
MAP1B	-8.83257685699144	9.30197209517077	616.534440504071	4.24137922488357e-136	6.01110635860697e-134
MXRA8	-8.82599802601591	7.50733085000046	752.5201533329	1.13613704799438e-165	3.11760840595394e-163
MGST1	-8.82389230918346	3.92372304125496	172.254391089596	2.38124175843853e-39	2.47668346440175e-38
CHRDL1	-8.81987830550866	5.90779075406324	489.760699153859	1.60650203765337e-108	1.13840971316569e-106
ADAMTS5	-8.80196024904935	6.3826254805596	228.449196719569	1.29882844631828e-51	2.03288719322413e-50
VGLL3	-8.79178392338984	6.97097324468021	203.938914574694	2.88611312422149e-46	3.82158120770888e-45
LRRN4CL	-8.77515966747947	5.2190541223946	682.228124216812	2.18970753252737e-150	4.34471662261623e-148
LOC111558920	-8.76755985816852	5.05081641118362	318.759922062595	2.69785545445106e-71	7.68084807859942e-70
TBX15	-8.74719758917325	5.42762509883567	562.206890320018	2.7832218561754e-124	2.89477518379791e-122
PTPRM	-8.73160606078386	7.05733112918133	554.674392524861	1.21095377677214e-122	1.19218861519316e-120
CAVIN3	-8.72530744852364	6.11410679708431	966.285647065857	3.82539931046718e-212	3.08351093169345e-209
PDPN	-8.72153577851359	6.08414769211158	81.6052063830394	1.66175799632115e-19	7.53575698964624e-19
CDC42EP1	-8.68678987259445	5.69972255826906	630.059938998616	4.85048497323415e-139	7.2740354302094e-137
PDGFRL	-8.68076745676271	5.46225759174303	221.701116122836	3.84886904064294e-50	5.73197044078199e-49
DZIP1	-8.67392941247667	6.10728606128314	473.561533673102	5.37971296730775e-105	3.50414940097819e-103
LOC101088940	-8.6499447742062	5.98676643412783	76.6362856605555	2.05528405148919e-18	8.85929091312033e-18
HOXD8	-8.62438583567341	4.32206257944432	647.439233381995	8.05432453550004e-143	1.2984577941793e-140
PI3	-8.62389596189285	3.66708664109731	78.3057314411102	8.82653889269189e-19	3.87592346268462e-18
PCDH18	-8.62370673490342	5.15746507206103	107.806305175431	2.96372013224347e-25	1.7978879842683e-24
GFPT2	-8.58246893668119	6.84861787899427	379.705823355361	1.44214253625813e-84	5.74052848460528e-83
ATOH8	-8.56576228496297	4.82300528039436	248.65451577667	5.1023527325774e-56	9.24228134719814e-55
TNMD	-8.55818674479176	4.10466314712798	39.6931881588602	2.97160153944658e-10	7.87117376345091e-10
PTGFR	-8.55774383484554	6.0825356254168	317.865478640839	4.22523625237911e-71	1.19501912164327e-69
PXDN	-8.52692867784681	8.41001430601009	113.898386104004	1.37160248858486e-26	8.80077477377059e-26
NTN1	-8.5099665571225	4.75312846388137	107.643509469717	3.21743778423325e-25	1.94722173173422e-24
NRP1	-8.49198648186501	7.29111835755844	201.123288741273	1.18770476747171e-45	1.53331615476302e-44
ARHGDIG	-8.48889054378413	4.57017428286423	251.333128422374	1.32986847985015e-56	2.44320709182726e-55
CACNA2D1	-8.47829222378971	7.58717408143958	112.168428609722	3.28209286795309e-26	2.07394177942141e-25
EMP2	-8.47620200031531	5.70784976267616	717.597742223546	4.45683525400793e-158	1.06444081983223e-155
ADAMTS2	-8.47345260410694	8.02873758087028	589.81625240641	2.74711340953995e-130	3.37424015646065e-128
VSTM4	-8.46574759713611	4.73291346638433	560.396634894116	6.89187904054981e-124	6.99878456582448e-122
RAI14	-8.43996209519018	6.54683438322045	404.124427100505	6.96803105266746e-90	3.19810307780257e-88
PHLDA3	-8.43926644918099	5.95047110271237	1001.6993089716	7.6718073243769e-220	6.59621993749926e-217
GALNT16	-8.42935274072453	5.64281694553956	613.377797623143	2.06098317358165e-135	2.85811827846049e-133
FZD6	-8.42212320051852	5.30396660113482	655.506213526367	1.41783579432347e-144	2.43811043191864e-142
TEAD1	-8.39756922863547	7.40250373800578	658.134413220262	3.80236108128581e-145	6.71767820073193e-143
CDK14	-8.39653905054961	4.59812111937286	697.548289129186	1.0205778115639e-153	2.30919158521747e-151
NR2F1	-8.36414601587726	4.15311864902371	136.867586238842	1.28900292508583e-31	1.00997999543329e-30
GSTM3	-8.35695482788532	5.42844890922549	165.20319137463	8.25892332411241e-38	8.18090123740997e-37
OSMR	-8.34893985559168	7.08941792675725	279.011106408971	1.23337324069247e-62	2.68243080694954e-61
P4HA3	-8.33247230041365	7.09863759665159	574.170449862134	6.95244398842061e-127	7.72979914816039e-125
INHBA	-8.28637354944276	7.14687131640065	323.307911460444	2.75662627598097e-72	7.95351433586725e-71
CCND1	-8.21705720313557	8.13689385994501	259.763199042084	1.93256087803271e-58	3.74800566075005e-57
DDR2	-8.21534214747162	7.61801251757546	233.630102517994	9.63172518543733e-53	1.57042174104406e-51
IL33	-8.21322453165342	5.07023229078923	124.089452935125	8.05301111203415e-29	5.712853922547e-28
CTTN	-8.20042768332847	7.55250387051587	419.897922749983	2.56841142365907e-93	1.30928071663759e-91
CD1H11orf70	-8.19587997958245	3.03178119225173	288.894956825819	8.65638927685024e-65	1.99716372993806e-63
SGCD	-8.19423420758243	5.84132808542243	484.994611425888	1.74960078280794e-107	1.19389424845894e-105
WISP2	-8.1939973688772	5.83096658541376	67.627427348261	1.97500953002564e-16	7.66527171493851e-16
FAM198B	-8.14865515606243	5.61064836835472	574.733934930677	5.24283275870001e-127	5.87972296425688e-125
FIBIN	-8.1449998903574	3.97442296031507	77.1145241112246	1.61326562282209e-18	6.98952444103654e-18
SOX9	-8.14320872947234	3.87328457545338	396.018426832451	4.05213399213267e-88	1.77756367675289e-86
MRC2	-8.11501760778727	8.54222987541706	488.06728508479	3.75275787523489e-108	2.57443182536725e-106
TAGLN	-8.09770688110397	10.6881896596438	540.544478300954	1.4354316327252e-119	1.294598724983e-117
SDC1	-8.09198683409871	7.38708787519844	419.763258341531	2.74774180717078e-93	1.39518212941266e-91
NDN	-8.0828708486497	4.06897151831969	510.724141717036	4.41227303434221e-113	3.36716481206577e-111
FKBP10	-8.08106268574306	6.90737251870956	933.756223363998	4.50579901611154e-205	3.05848894267318e-202
PTGIS	-8.06967115443645	5.89382414168605	479.708436271894	2.47279051365157e-106	1.64389583786414e-104
ADAMTSL3	-8.06040830326682	6.751012498159	217.069509390322	3.94109958905591e-49	5.62260634956351e-48
CLU	-8.05387371683215	5.1438392687787	77.3724114241188	1.4157906705164e-18	6.15625498234996e-18
WNT5B	-8.01566828886761	5.22610416728075	122.720690149629	1.60528578221555e-28	1.11970636740043e-27
UGGT2	-8.01073643861421	6.36431463444422	230.262460113154	5.22521963735577e-52	8.24842811052354e-51
LOC111559072	-8.00866916089522	1.9884399633067	186.891462217729	1.51665383435132e-42	1.75271366502052e-41
MRGPRF	-8.00300972966032	5.78570144432943	612.542261905982	3.13187024519778e-135	4.25176111077008e-133
TFPI2	-8.00021580006336	8.30652957093543	159.605393319371	1.37995774528785e-36	1.31345498457398e-35
HTR1B	-7.98590841225742	4.89141270722571	190.938894465926	1.9833221129378e-43	2.37061216779971e-42
GPC4	-7.98461936645511	5.32643838947646	419.118243380211	3.79639590091984e-93	1.92008305624169e-91
IRX1	-7.97897427605446	2.43132523152422	234.713535121795	5.59040687630952e-53	9.17296151192925e-52
NGF	-7.97811055867815	3.12427190997716	264.863296384226	1.4944129952479e-59	3.02565846149328e-58
COLEC12	-7.95596582978357	6.06480939715927	234.017137702276	7.93056335886332e-53	1.29633048972446e-51
ELN	-7.95495050386143	7.50079168020387	64.2340530252857	1.10482576130287e-15	4.13972627644482e-15
SCARA3	-7.94593166123524	4.62640777600397	347.478016563671	1.50086913390979e-77	4.98884258248312e-76
SIX1	-7.93493984491903	3.78125309166688	333.233495851195	1.89905648341897e-74	5.90171842569987e-73
CNN1	-7.92928774171664	7.73557113277177	246.253852615416	1.7027771998814e-55	3.02073143698355e-54
ITGA11	-7.88450270270851	6.91706455760405	152.227370912241	5.65109445415949e-35	5.04374845503771e-34
ENAH	-7.87081943810214	7.71078685592321	506.296206132363	4.055644378018e-112	3.04102590368012e-110
LOC101094201	-7.85701217432216	4.98266268401232	280.338296971701	6.33688059444771e-63	1.39703844489901e-61
SVEP1	-7.8471954014184	7.34723992636871	135.355632268987	2.76025029935908e-31	2.1419343026976e-30
LOXL2	-7.83224070686775	8.26485016318607	297.459289919649	1.17845838357524e-66	2.9454608087151e-65
LOC102900015	-7.81720901873356	4.47242607952794	393.971319175391	1.13064780442196e-87	4.85164888919093e-86
ZBTB47	-7.81462166925133	6.15218433314588	299.172040799274	4.99064422287581e-67	1.26951358071853e-65
GPRC5B	-7.81089454189324	5.7684470476511	203.797813974217	3.09814548235572e-46	4.09813151650684e-45
BOK	-7.80135235778172	4.84302462264221	460.971078026495	2.95507424351505e-102	1.83228810185642e-100
LAYN	-7.79844674200945	3.15384479971289	250.440133956133	2.08202931401524e-56	3.78729648277214e-55
TRNAN-GUU_7	-7.78862462993021	-0.149668148976068	59.0140109131955	1.5655325737189e-14	5.43490541137352e-14
SPON2	-7.77449884326301	5.25920005650535	176.106407940471	3.43241553023637e-40	3.67063541405128e-39
FBXL7	-7.7630972716933	4.27663218761838	418.542605703949	5.06601727400242e-93	2.5422733378525e-91
EFEMP1	-7.71541156206181	5.98281895568091	187.479615927742	1.12848377181751e-42	1.30881791413043e-41
UACA	-7.69807802644999	6.30324342787479	222.045395461493	3.23772419538522e-50	4.86110930708768e-49
SULF1	-7.68965015371134	6.12186598709758	171.150831765754	4.14780368926539e-39	4.28296430588116e-38
HSPG2	-7.6799128979873	9.01210712766991	173.318061451551	1.39478956150211e-39	1.4589295194398e-38
BEND6	-7.67795157906798	4.54992137938708	440.014173567402	1.07488376528287e-97	6.10694974486923e-96
SERPING1	-7.67735622921613	4.25646807084882	253.612487015573	4.23552301886478e-57	7.91674498178246e-56
NQO1	-7.64326818940574	7.98019206133644	797.730767732095	1.68048228322481e-175	5.70346842282903e-173
SRPX2	-7.61924412472819	4.13817943520646	424.978826643347	2.01261529654465e-94	1.05515038534701e-92
CRABP2	-7.61797994199945	5.5372369601438	639.201688712843	4.98380674445099e-141	7.74411513050415e-139
SERPINB5	-7.61515989219464	4.28476300961885	278.454669329709	1.63062364430573e-62	3.53447951943041e-61
SLC7A2	-7.60959696627066	5.82605245202209	92.5848915717467	6.44979421657958e-22	3.34605776392706e-21
STC2	-7.57690522060521	5.65145238735436	256.605127435875	9.43052081489958e-58	1.7938853532413e-56
TCAF1	-7.57654121513972	4.95464749453521	276.906201459604	3.54651338913169e-62	7.63595712514715e-61
PON2	-7.5675852113218	5.54014663300509	672.037140750333	3.60237270676779e-148	6.83232364693885e-146
TRIM2	-7.56672364821135	5.49672065678397	754.159889871667	4.99913719379629e-166	1.40160592148676e-163
PDGFRB	-7.56445171485392	8.13358042342357	391.864551799249	3.25060746366079e-87	1.36557278367535e-85
CYS1	-7.56263124731277	4.41869043790437	652.918151662129	5.18170707296151e-144	8.45930077468159e-142
CPB1	-7.5590248027951	4.03220225739689	53.6551440691127	2.38957202340178e-13	7.72776087909047e-13
PHLDB2	-7.55048433698765	6.37750950869795	152.514203615423	4.89152256632864e-35	4.37489365727743e-34
DAB2	-7.5495966857818	6.82217231716923	154.806922919654	1.54307562011614e-35	1.42048867042383e-34
ROBO1	-7.54515353685583	5.95187407252147	242.85842095828	9.3639095114746e-55	1.63197758066876e-53
PDLIM4	-7.53254527839732	4.40675628179905	418.044943913381	6.50114241099282e-93	3.24981525870444e-91
MSRB3	-7.50963139452311	8.33458487642222	669.474305360702	1.29995555094071e-147	2.42978648412787e-145
LMO7	-7.50324320655007	7.61552522207987	239.727275636708	4.50995020795887e-54	7.74498373262924e-53
SERPINF1	-7.49792815720886	8.13230985033878	220.753089538444	6.19607701754327e-50	9.13266346231492e-49
FZD2	-7.49038274631926	4.03392883033185	208.883459767491	2.40694550953792e-47	3.28490753825509e-46
CB3H15orf59	-7.48917776424069	3.76729345369656	454.316946597367	8.2916010423391e-101	5.02050603957969e-99
IL13RA2	-7.48118285919498	3.83024393945927	68.5591338424737	1.23129452792776e-16	4.83409605074105e-16
ARSI	-7.48021682356306	4.31510798629489	74.8932235394962	4.96872544787658e-18	2.09897320999883e-17
P3H3	-7.4727387820864	6.37691618102533	397.607569049633	1.82700886293187e-88	8.12514941559734e-87
CNN3	-7.46995308284667	7.83756739763004	825.159298063966	1.82844335990947e-181	7.14588909477346e-179
SYNM	-7.46309506260798	5.67660449957778	50.4825894606254	1.20226660930656e-12	3.73956461441096e-12
CTHRC1	-7.46304268057495	3.23672058017929	145.873613304902	1.38347467947872e-33	1.18007096172203e-32
SDC2	-7.45942803419909	7.73282522462478	367.604359867762	6.220191253281e-82	2.292051616959e-80
SELENOM	-7.45869589334211	7.41720506801484	802.836053389773	1.30452804946305e-176	4.60121978754079e-174
LOC102899325	-7.45712385023053	5.81133062755043	126.191506714283	2.79197541552133e-29	2.02406447071268e-28
COPZ2	-7.43540080963042	6.7058502685282	517.796104837587	1.27652817839351e-114	1.0162582664655e-112
YES1	-7.4282051863186	5.32716940761562	535.250469179947	2.03559465770479e-118	1.78592274152508e-116
BDNF	-7.42139236068294	1.46618176930537	121.509687688125	2.95554610142966e-28	2.02969531789874e-27
SUSD2	-7.41154730071219	5.2146590620939	32.8467071244914	9.9719844658184e-09	2.37285394198635e-08
TRNAN-GUU_4	-7.4106505673767	0.806600691504984	86.0924626194076	1.71716086403305e-20	8.29446579154842e-20
TTC8	-7.38400787199137	4.75549818711121	578.632677400583	7.43878187000834e-128	8.49008582101748e-126
ASPN	-7.37302580878659	7.09181845103259	106.661431295092	5.28105170751613e-25	3.15615031843538e-24
SLIT2	-7.3501248483413	7.93558758842293	153.187873717534	3.48508633130974e-35	3.14096145457035e-34
COL15A1	-7.33575726905633	8.01219354995181	340.317804466445	5.44074707393594e-76	1.74550534857094e-74
LAMA2	-7.33252829237032	6.92074305929495	61.8233528427256	3.75692229349877e-15	1.3621879904204e-14
LOC109494395	-7.32483251066631	0.693730049832539	56.5440658691246	5.49529745281301e-14	1.84181006364162e-13
NPPB	-7.32460987799263	3.95610738470228	68.7507247881769	1.11729798128384e-16	4.39456909564429e-16
WTIP	-7.3195685434504	3.93800595246016	489.210845388828	2.11603793898153e-108	1.47516439454296e-106
OLFM1	-7.31288552221344	4.38805963262881	220.998326880352	5.47804042587249e-50	8.11139923909041e-49
TSPAN12	-7.30393753754069	5.92357356007692	447.704089118139	2.27914589295724e-99	1.32406056673286e-97
HSPB1	-7.29457020315475	5.41152029712643	377.227047104028	4.99669003327793e-84	1.96470461460931e-82
CLEC3B	-7.27937572565899	7.66242517358329	579.814971435605	4.1146056597638e-128	4.73804189231908e-126
EPHB3	-7.26867509881923	5.76475724515192	400.978156916416	3.37289507386012e-89	1.52098698488021e-87
TPM2	-7.25592208606992	9.90047138149477	226.381045833744	3.66946575998871e-51	5.65413380006863e-50
ATP6V0D2	-7.25242003782451	4.7827561272309	30.3878762257634	3.53732075199939e-08	8.04316391723133e-08
PLOD2	-7.23981062602071	6.62612417153647	489.270583366111	2.05364374119317e-108	1.4473138431786e-106
FLNC	-7.20803995124103	9.21953987959512	815.998738030274	1.79345354165238e-179	6.60862009334022e-177
CA2H3orf14	-7.20131604137957	3.54863916543359	344.791707523647	5.77222276747965e-77	1.89425844865611e-75
FGF10	-7.19580125753418	5.44667538125372	45.3780622045207	1.62443746966182e-11	4.7132441048883e-11
CLMP	-7.18897493178024	7.99248895493237	695.022121768242	3.61561327943925e-153	8.03975249395311e-151
LOC111560843	-7.1850648994538	3.94018816834111	254.748339598201	2.39495256797015e-57	4.4960266767265e-56
DST	-7.17870808489959	9.49760458957068	513.540847005692	1.07605114335869e-113	8.36013951560059e-112
CUEDC1	-7.17408880364983	4.73013049593801	538.911282769908	3.25297767736136e-119	2.91344813228677e-117
TGFB2	-7.17283106062197	5.23383135037234	192.180332728932	1.06273605571013e-43	1.27617382779269e-42
FZD7	-7.169823659574	4.02121650670028	317.385728050936	5.37469056917088e-71	1.51679177835004e-69
EVC2	-7.15861167375361	5.84832631591039	134.008521615357	5.44014740654728e-31	4.1787719536772e-30
PDZRN3	-7.149957096926	5.08635322069422	81.6483813960822	1.62584912651846e-19	7.38098239829989e-19
KDELR3	-7.1455488303679	6.69588856036452	1096.9570657167	1.51443268332205e-240	1.77560348334586e-237
SMARCA1	-7.13773063590931	4.72154790683596	411.212920313711	1.99574849526971e-91	9.73293091763611e-90
BCAR1	-7.12347532494866	5.45669571889525	772.943619523097	4.11843008356211e-170	1.20716801790229e-167
DMPK	-7.11396965701886	5.3670473572732	121.312507870066	3.26438872849244e-28	2.23702558083778e-27
PODN	-7.10324230550192	5.63005569902114	104.212323421579	1.81756586409305e-24	1.05924748979702e-23
FAM174B	-7.06559970330331	2.74297648602091	188.78811074213	5.84607835123009e-43	6.86674612894485e-42
SMAD9	-7.0446269142909	5.69046949685484	284.596137870362	7.48249804279875e-64	1.69301363610483e-62
SDC3	-7.04086523662789	4.22483457683717	391.922736560493	3.15716871233356e-87	1.33065375434529e-85
GAS6	-7.03449335748472	8.10514477392277	590.674600852729	1.78720294921122e-130	2.23782101320166e-128
CERCAM	-7.02619671798376	6.0481782616626	439.027987511364	1.76195219856441e-97	9.96662171266896e-96
PTGES	-7.01017903038951	2.54212305410864	131.321269729005	2.10607932242221e-30	1.58842719422686e-29
COL6A2	-7.00653993558116	10.1608162859085	778.121526529873	3.08260149987211e-171	9.46578846282158e-169
