genes	logFC	logCPM	LR	PValue	FDR
CAPRIN1	-0.518623954533341	8.29367611523901	11.8582679626252	0.000574059100309479	0.000919250088985765
QDPR	-0.517566262369903	4.40593796882277	8.61459123416654	0.00333480628317595	0.00494015582748912
PTK2	-0.517110637087988	6.51495607091591	11.8341512294371	0.000581542005460926	0.000931001395783212
SMG6	-0.516115110445263	6.08092834314957	9.6897539381309	0.00185298352064434	0.00281483256369259
DERL2	-0.515723545869478	4.7826001674408	10.4237094816082	0.00124407759481677	0.00192777468945716
MRPS5	-0.514853059508066	4.51173584530012	9.24710612449105	0.00235867864280183	0.00354502720617821
YTHDF3	-0.514334258693695	7.06816776886625	13.2690063521287	0.000269830186963477	0.000445297494723988
NIT1	-0.514192618256566	3.79898479319304	7.41346046076044	0.00647376862155488	0.00928619663131947
COQ3	-0.513522930120892	3.37498864152775	6.95968552960334	0.00833666843564096	0.0118073811568704
RPS20	-0.512334367964428	9.98999326210782	11.6352562461079	0.000647134271275944	0.0010314002343853
AP3D1	-0.511973426455141	7.07938797914586	12.198231585254	0.000478348395924335	0.000771253814506332
SNX8	-0.511239325790737	5.1192328496644	6.14244660347071	0.0131974588990578	0.0182704623680923
TBC1D10A	-0.511086701885149	5.97417823609982	11.5193393607693	0.000688758628176132	0.00109543963837558
SELENOW	-0.511048692018687	6.29382852302954	4.49345233512634	0.03402489950009	0.0446862656672771
PDHA1	-0.510682013260602	6.11176791972713	10.7597928670563	0.00103728991550011	0.00162294407863702
DSCR3	-0.510406541788054	4.50875881437314	10.4911103004987	0.00119950268085773	0.00186385374397857
PSMD5	-0.510360403469929	5.90003239059813	12.9730374315135	0.000316008933830837	0.000517926956362473
SMYD3	-0.510006497136256	4.04501024333882	5.92496433300757	0.0149278404748077	0.0205074945253083
NOL7	-0.509026797165341	5.1655085099542	10.1242673728045	0.00146329811005352	0.00224989934732479
NELFE	-0.508728841149418	4.19433537026273	10.0037655971601	0.00156220467469684	0.00239455118725519
HTATSF1	-0.507480913804632	6.22389822681673	12.6088397476132	0.0003839267450824	0.00062495307728483
GOLGB1	-0.507135960169058	7.48494549527819	11.6855376625449	0.000629877818554453	0.00100563681924942
ACCS	-0.506397446705098	4.28384129060158	8.07399031872406	0.00449051212520946	0.00656027807870711
MRPS21	-0.505932456436961	4.891428895017	10.2064926672951	0.00139947073845669	0.00215690417230831
DNMBP	-0.505648237010613	4.78023803172073	7.30220728954013	0.00688699540734239	0.00985482966476143
FAM160B1	-0.5052753044986	6.22237019476873	11.0895196779563	0.000868169682800373	0.00136796388504293
TXLNA	-0.505025347145086	6.66984298970739	12.6981441309893	0.000366018656258314	0.000596479986070695
RPS12	-0.504859157031402	9.88866763859382	10.5140932709337	0.00118467546249007	0.00184192398309035
PPP1R12A	-0.504478886959436	8.09765326930478	7.68879982146662	0.00555645659359043	0.00803922152653531
OSER1	-0.503225081961866	5.34874478070582	9.74658302087018	0.00179656351716829	0.00273460163825321
CBFA2T2	-0.503157329023031	4.15299116160531	7.46379982221744	0.00629519864517889	0.00904514003195991
NDUFV2	-0.503047915847754	6.00088228405761	10.5760587272479	0.00114561639814319	0.00178291476853539
MINDY2	-0.502988401306976	7.2899209851908	10.9091270443943	0.000956916089884469	0.00150101518015568
MPPE1	-0.50293509215364	3.87529301568985	7.20692175625153	0.00726229442566393	0.0103539477346659
MRPS23	-0.502508200483576	5.11873399303701	11.0140644342422	0.000904231535669249	0.00142217977018613
TSR1	-0.502495824037911	5.12962544248649	10.9955487519019	0.000913309679563224	0.00143523272052235
VPS28	-0.502232359897365	5.70589158025688	8.32475296099508	0.00391084563743047	0.0057538416821744
GAPDH	-0.500984179611189	11.023295817526	5.6727860322701	0.0172300703708291	0.0235099680038704
ERH	-0.499973037268517	5.15863691081032	10.0492116537328	0.00152413150957674	0.00233841590280885
DFFA	-0.498477246384228	4.83545458209724	7.89876827435936	0.00494684716152083	0.00719191611341835
PLPBP	-0.497752997844521	4.27763214718623	9.34223522903685	0.00223932228786742	0.00337192522435798
MINOS1	-0.497569771789966	5.12168380305105	10.2987231857051	0.00133122286816039	0.00205663408369244
LIMS1	-0.497484703152111	7.91081361900368	8.86230332411628	0.00291119999117709	0.00433353488991354
BLZF1	-0.497466013571931	5.41111632081402	11.6815426271768	0.000631231744921143	0.00100767369900334
EEF1B2	-0.496704166011898	7.41342952325835	10.7472370781401	0.00104435119833355	0.00163300240473984
LOC101087401	-0.496577895428534	5.75878824680059	4.85604572267637	0.0275494087880439	0.0366406852778593
EEF1A1	-0.496271504343639	13.7295768806163	10.1346878440181	0.00145504882354876	0.00223801606169449
SNX17	-0.496165423134439	7.05138257405201	10.2863832855397	0.00134015513021093	0.00206993781009944
NDUFS4	-0.495907289100482	5.79748557962987	11.0621117875739	0.00088109731777935	0.00138765564872393
GLRX5	-0.495841072536305	3.84901032124256	7.28320546652187	0.00696022254777821	0.00995409072950716
SMIM19	-0.495234854013452	5.19835003211997	10.3333104177251	0.00130650665795216	0.00201965915948808
CD164	-0.494630843471424	8.53852844662566	9.73404273656332	0.00180886195095093	0.00275234693032258
ALDH6A1	-0.494581719701433	5.51927871637125	7.7500855484721	0.00537099969067209	0.00777962522580839
MFSD5	-0.494572883566142	3.83226047463586	7.27817742805546	0.00697973179160215	0.00997867208915785
AP2B1	-0.494308320647182	6.13825589175061	10.8499069290495	0.000988007226198775	0.00154809004936042
GFOD1	-0.492956666243251	5.82875436480938	4.99211086325914	0.0254631288479294	0.0340026892474369
DCP1B	-0.492298272671789	4.04193331653907	8.2927494445384	0.00398036782662583	0.00584745459163838
MTHFD1	-0.491989196211115	5.91486856993089	6.99072896106271	0.00819329783685596	0.0116145265115334
ODR4	-0.490766289777641	5.76544374982819	10.9069168367282	0.000958058503323634	0.0015024416971504
PIGU	-0.490434737078304	3.08051419851316	5.34517809476076	0.0207796606333793	0.0280183254771242
DTD2	-0.490425587233829	3.42983610085019	5.76490123451482	0.0163494038647697	0.0223603670884342
MCAT	-0.490137954284924	3.61361043553294	6.73916286089761	0.00943188747151574	0.0132725643993604
MED27	-0.489925731836218	4.02448356852573	8.32163628385706	0.00391756144377443	0.005762407611811
SLC10A3	-0.488866657642487	6.29456850238013	8.99412301794554	0.0027084922167995	0.00404486152386096
RELL1	-0.488429105168141	6.07356902349223	6.78830122476043	0.00917571840917176	0.0129290112884397
GALNT12	-0.488148570278146	4.03055327316159	4.85864478750156	0.0275079354857584	0.0365892990882659
TCF4	-0.488080126576658	5.97473195361495	7.25493988993991	0.00707062383748622	0.0100985421519446
CKAP5	-0.487105153738557	6.53001654243838	12.5872475995983	0.000388387685456625	0.000631736155799481
IREB2	-0.486535309157568	6.31207004889088	9.85847119050925	0.00169051528095331	0.00258232566368054
UBE3C	-0.486384193266784	7.33683993148322	11.0442198942328	0.000889641299350332	0.00140059861300308
LOC109498791	-0.48578939260506	3.46962961073636	5.59210963235681	0.0180415547501269	0.0245626445278567
SND1	-0.485394152580592	6.88632476313557	11.7745745298429	0.000600452353555876	0.000960321677059788
SNF8	-0.485299493198303	5.61602923783481	11.4125399955728	0.000729500269525583	0.00115752521851273
SAMD8	-0.484146973232179	5.80011907338949	8.9600135661196	0.00275952844394277	0.00411726496315709
NDUFAB1	-0.484112993583528	4.99737777187708	8.52584482474812	0.00350138178154755	0.00517859183906178
DVL2	-0.483972718475345	5.12772973457794	7.2744535910053	0.00699421661550235	0.00999827218910815
ELOB	-0.483943190112057	5.6746542002944	10.4443134799445	0.00123027624851499	0.0019077639505949
MRPS18C	-0.483835091150351	4.16088799205157	7.85015369849852	0.00508163868946376	0.0073787316120259
VPS41	-0.48324799099098	6.36652665976415	13.4091751743788	0.000250396494611987	0.000414605673515316
CD3H12orf49	-0.482043813718663	3.89023710953393	8.31297312332813	0.00393629049550057	0.00578863609127377
NRBP1	-0.48176185940494	7.07338104480115	9.04977723482143	0.002627268288866	0.00392765493468236
KCTD17	-0.48164750493812	3.92646609967527	7.38208187443602	0.00658768686961703	0.00944120430686196
ERGIC2	-0.481265631028787	5.70095597318558	8.14410180213812	0.00432014488193592	0.00632284481869355
PSMA5	-0.480126625983141	5.3552732991426	10.1651615414484	0.00143119374695467	0.0022029007941848
PXMP4	-0.479512185794571	3.51027993609074	5.45889219252397	0.01946898624201	0.0263945669676446
DHX33	-0.478521915540852	4.96240639799129	8.98067619628972	0.00272849657797346	0.00407379258695574
UNC45A	-0.478458435526574	5.94978899023606	7.80411959975652	0.00521272569131852	0.00756396526113129
APPBP2	-0.477686610360915	6.38819213288283	12.6613137960715	0.000373299803394851	0.00060811514012674
SEPSECS	-0.477148423465941	3.31602480747404	4.84168253330672	0.0277797782537432	0.0369166203130887
ARFIP2	-0.47670522686645	4.13882959426994	8.46751662166445	0.00361544690915102	0.00534117053692105
VAPB	-0.476563713887181	6.1439344842351	11.6454195946383	0.000643608148860015	0.00102603390554359
DET1	-0.475722582167777	4.762801890884	10.3866153209207	0.00126932091465439	0.00196570987467552
MBIP	-0.475266243690882	4.02834956291734	7.45281483891283	0.00633373221033793	0.00909689986605754
CFDP1	-0.474927966978392	5.46557823699011	6.708559228759	0.00959512183045236	0.0134904923413653
TM2D1	-0.473654847494802	6.23979465840143	9.63765947933204	0.00190627989785707	0.00289136679320977
ARSB	-0.472699168212276	3.81041538867389	4.95755897176303	0.0259768519617109	0.0346481818799915
MTREX	-0.47247671961151	6.47457904585888	12.7048819650156	0.000364702206247288	0.000594484877903346
WDR4	-0.471734788454065	5.09046200292308	8.89248465630876	0.00286346802566398	0.00426494365711842
CA1H5orf42	-0.471580071551274	4.4425477038221	5.95238763355339	0.0146973660676836	0.0202080949013769
THOC6	-0.470293046088636	3.21349145653483	4.76441122717766	0.0290539949741716	0.0385326597232072
HMGN4	-0.469516529829862	5.38028407009322	9.55474108666566	0.00199433640871535	0.00301960045353392
AP2S1	-0.469396609622635	6.01884729855982	7.94724687869686	0.0048160586108849	0.00701046364611541
TANGO6	-0.469188055643249	4.90937647413051	7.9198519821785	0.00488952725199461	0.00711098702852667
PELI1	-0.468433901578859	5.41780978378295	8.75561529158721	0.00308650221823111	0.00458337583287583
SRFBP1	-0.46819736407461	4.05580768789441	8.06534223280913	0.00451199522494032	0.00659017014904364
RNF14	-0.467529131978771	5.77367166083958	10.66464633719	0.00109202729787024	0.00170300798798457
PLRG1	-0.465772883343229	5.69881709468739	9.96572310393572	0.00159481528533763	0.00244279486163889
EIF3B	-0.465759531034837	7.16667724161673	8.97785849277165	0.00273270735092526	0.00407862463465179
RRAGA	-0.465733932238682	4.57775281051843	7.28954412248162	0.00693570734151037	0.00992123087660374
TMBIM4	-0.46500164038808	5.48109566728002	8.71787641229268	0.00315104863356737	0.00467760983277145
MRPL23	-0.463844009075154	4.65721149088412	8.91592316570107	0.00282694873517528	0.00421249657279671
DPY19L3	-0.46324384775946	6.5839064249624	7.09807887510479	0.00771666182520608	0.0109629640405026
ATP5MPL	-0.463112633265101	5.62336743897207	10.4694320815349	0.0012136602281256	0.00188449024345484
SIRT2	-0.462554746347406	5.5383151031773	8.77469303879225	0.00305438555490716	0.00453777335579284
PAK1IP1	-0.462469086744298	4.61517702420491	7.76056546513357	0.00533992398547705	0.00773722049665179
INPP5A	-0.462323094035278	6.23725098482515	8.7544309698262	0.00308850725350232	0.0045858252415864
SLMAP	-0.461871767798263	7.30713159828914	4.63308560603232	0.0313611140393383	0.0414240360267663
POLR2B	-0.461802050092786	6.81804247325893	9.50557580271781	0.00204848467253278	0.00309722237065127
TPRG1L	-0.461289579721177	5.33913717058523	6.52298764360312	0.0106488966862972	0.0148876770258184
PPP2R1A	-0.461047632818962	6.88329770198906	7.53456546750645	0.00605263335508828	0.00871798217339441
TMEM129	-0.459488100267273	5.50761890435584	6.18479682637317	0.012885249685236	0.0178535738279425
AK6	-0.459274175456722	3.48411610585119	5.16592961391079	0.0230341268341372	0.0308966337784573
PGD	-0.459129728184525	6.96079908644558	4.90795545539627	0.0267332668310869	0.0356103018302549
THAP6	-0.457378943401017	4.02805420216752	5.73208117366335	0.0166577301271316	0.0227579179501713
VAMP4	-0.456611261732351	5.60634953143011	9.47228253004346	0.00208599660186333	0.00315024568784911
DDX54	-0.45631730188362	6.51740114509298	11.6586529485917	0.000639045967996266	0.00101913884620352
NPTN	-0.456090390553594	8.89590561920467	6.8403412692824	0.00891218116242737	0.0125837968526194
TCEA2	-0.453929212228604	3.69054688458584	5.43225216329041	0.0197681691259577	0.0267720337307021
TMEM14C	-0.45233691142289	5.53560257952437	7.2286672320061	0.00717484531075802	0.0102371921642711
LMBRD1	-0.451787451447664	5.48005547008335	9.15782711448098	0.00247656464558971	0.00371398305048494
TP53BP2	-0.451199599103161	5.69486303905965	8.25283584122674	0.00406883865647457	0.00597062375157043
ZDHHC12	-0.451072112646497	3.77868283278671	4.88811713993222	0.027042162287447	0.0359994598494224
IMP4	-0.450813956895077	4.27521055546863	6.56893878023783	0.0103773810577663	0.0145269818193869
RNF4	-0.450605213248745	5.76453361008768	9.31760566872407	0.00226962382763436	0.00341635603466391
SELENOK	-0.45016347476315	4.48012385993267	5.79442741615201	0.0160770499977909	0.0220065499704425
HBS1L	-0.449830989221451	6.50570291374132	9.79030234025134	0.00175434615400161	0.00267286501454917
COPS6	-0.449460171079087	3.97013510451189	4.53480373982442	0.0332122650128005	0.0437124790152146
KIAA0355	-0.449372302425742	5.70376777309625	4.51298331167823	0.0336385200955907	0.0442373808170524
TCTN3	-0.448473138686615	3.68901887032493	5.15677904157036	0.0231558023521053	0.0310501541833128
CB2H6orf120	-0.448296926353957	5.82317910059568	9.84339883237579	0.0017044228252949	0.00260202902199672
TM6SF1	-0.448190660590652	5.09457912824327	7.92432812668274	0.00487744537536333	0.00709501612971586
XRCC6	-0.447700580076079	6.37957532700477	8.44996196352187	0.00365051075152369	0.00539111842006195
ZNF112	-0.447529183258389	3.7764547834143	5.35438414049135	0.0206702333684318	0.0278824390495414
GLOD4	-0.446654224879912	5.84352323780759	7.40004853562615	0.00652221172810202	0.00935152469786901
ALG11	-0.446001622854272	3.41054489229829	5.41041337225993	0.0200169754109435	0.0270833961261999
LPGAT1	-0.445459002628235	6.55291960333955	6.31666734466441	0.0119608219045077	0.0166334613006724
TSPO	-0.444953425534108	6.11909590017657	5.83255086661961	0.0157322953521853	0.0215523486606571
NEXN	-0.444574278036638	6.47411574269418	4.59711297286755	0.032025843471513	0.0422544555756627
NDUFB2	-0.444048602754475	4.46565280196084	7.26204328377038	0.0070427117927004	0.0100612616090667
DDX59	-0.443667252766301	4.80296501616696	7.48046220433145	0.00623720586321728	0.00896523866557097
DGAT1	-0.442604724164416	4.4550892162649	6.29954034040763	0.0120769284108408	0.0167822589930626
BFAR	-0.441161510994168	6.00617500487574	10.676234284903	0.00108520753166574	0.00169319157221063
RAB5B	-0.441036359069496	6.29095102786317	8.84831761070193	0.00293359172264769	0.0043648514590433
NUCB1	-0.440787934972709	7.3797549080425	7.16393545041462	0.00743838212789667	0.0105875315899107
TM2D2	-0.440390931228849	5.67488157110511	9.50917372648414	0.00204447201966971	0.00309202834533617
RAB14	-0.439443624154388	7.63415022882056	8.55601826966207	0.00344381819121362	0.00509743460131925
GOLGA5	-0.439061172968215	6.12334828917603	9.69315814789704	0.00184955379809856	0.00281028455868015
LOC101080332	-0.439034246370344	4.37462694409222	7.70334737274226	0.00551185139643733	0.00797647525357408
NBEAL1	-0.438730453852643	7.01229057880504	7.23050634424682	0.00716749887374932	0.0102278416657164
CC1H1orf174	-0.438500395611741	3.77282584983318	6.0523745622416	0.0138876083826543	0.019170339859905
PES1	-0.437059769584351	5.39412758305187	8.17536352549303	0.004246315831036	0.0062204379001444
CD4H9orf72	-0.436910591938028	4.83934888519743	6.13728236595515	0.0132360584647432	0.0183180004313545
GPATCH11	-0.436060167660335	4.25426970036861	4.92945549804126	0.0264026356143525	0.0351916899047441
MRPL52	-0.435900101417364	5.85487408448408	9.31499702189055	0.00227285748867568	0.0034204250911844
LOC102899635	-0.435266250673184	3.25822359172565	4.40331586261401	0.0358691249113674	0.046969652145589
CF2H8orf37	-0.43495834471306	3.93667084229132	4.49545946464259	0.0339849797115149	0.0446383830674618
SSR4	-0.434738026604859	7.62111097723153	6.52890876925418	0.0106135050124939	0.0148398063905175
HINT2	-0.434134521106972	4.52980922655812	7.20831416947496	0.00725666235645926	0.0103480930140399
ANXA11	-0.433192172721643	7.6308717470144	7.00155119687522	0.00814391159161077	0.0115495961949642
CD4H9orf78	-0.433141691634819	6.06843269332121	8.34868220711045	0.00385967160508782	0.00568244117475088
DDX18	-0.432749099560403	6.3048027708754	9.79473766106741	0.00175011976681716	0.00266674085924396
KBTBD4	-0.432531678485456	5.09154026202352	7.1433105020086	0.00752441273667335	0.0107028069995452
VDR	-0.432479652281626	4.48204164819377	4.37350770135638	0.0365017793126737	0.0477689952101018
NAA50	-0.431965619205697	6.56637494341403	8.27269552236849	0.00402457114151045	0.00590969987613119
TUFM	-0.431724030596516	6.27281954348636	9.09503322760936	0.00256304554994814	0.00383475620158714
ATMIN	-0.431490297143796	6.27427962309756	9.46200744274856	0.00209771375896622	0.00316682832136104
ACOT13	-0.431123745751128	3.3952599304051	5.24178877567841	0.0220505900825202	0.0296668537757421
CRK	-0.430465234447546	8.07782302274369	7.40756819917411	0.00649500572959318	0.00931355224533726
GLS	-0.42969466396403	7.55220942513998	7.222306094609	0.00720031461263291	0.0102712595464137
CD1H11orf68	-0.429146828581021	4.77285451984979	7.36215074093261	0.00666110674490857	0.00954324524428859
ABCE1	-0.42911270715369	7.16171247018707	8.48290390424678	0.00358499394311448	0.00529921683488224
FBXO8	-0.428909267940157	4.38532687604869	6.5511288551586	0.010481763594656	0.0146651448340506
MED6	-0.428226050239515	4.01546200157756	5.65835184498175	0.0173724406503271	0.0236967072519586
SZRD1	-0.427404832483251	4.93945495071581	7.27090885077037	0.00700803332476167	0.0100158029465261
GNA13	-0.427354291253555	7.57698144663693	5.92639013336877	0.0149157663588816	0.0204930903089907
MRPS36	-0.427226491635139	3.93797820153451	6.6317662546858	0.010017588428997	0.0140522991047177
EXOSC4	-0.42681399967732	3.23908262592863	4.55417540258099	0.0328385730739854	0.0432493924014222
HDAC3	-0.426722165490404	5.85011094968609	8.61531205013326	0.00333348682671252	0.00493876847835857
ASB1	-0.426676541562913	5.33523872571817	7.05115718962827	0.00792140609580822	0.0112451705467957
CC2D1A	-0.426458957586842	4.76614356346812	6.71563519899492	0.00955712443205515	0.0134399993239794
CB4H12orf73	-0.426181440411421	4.16883718637785	5.35387105160214	0.0206763164590243	0.0278877278155235
DMAP1	-0.426099020077628	4.19598762863401	6.63411633871196	0.010004381084325	0.0140383530458643
PAIP1	-0.426051010097167	6.319364077138	9.08582165815239	0.00257598723386386	0.00385322516297172
UFL1	-0.426045443898131	5.57642406188294	6.14041008884635	0.0132126667802083	0.0182895528028707
AIG1	-0.42588569364825	4.50184710275639	5.50649236586701	0.0189460061283375	0.025717991899502
CA1H5orf15	-0.425705039920595	6.67770031061599	8.35012607787478	0.00385660568672836	0.00567857558416893
ARL2BP	-0.425246370226787	5.49469323533598	5.88795517589916	0.0152447921292714	0.0209161791586397
ZDHHC5	-0.425050059686679	6.79395917853879	9.88172747872136	0.00166928147303017	0.00255079658266233
RFK	-0.423833854022949	5.34945313544326	5.40077928365913	0.0201277625089414	0.0272190157363759
SLC38A6	-0.422612481908161	4.97420068837059	4.3342993323413	0.0373517864181542	0.0488021466350861
RPP30	-0.422559298236962	3.48952234549511	5.10490604980224	0.0238582711219842	0.0319522453437414
PRMT3	-0.422287176072413	5.37570093640877	7.92475160250202	0.00487630391801279	0.00709415585229678
IGBP1	-0.422272061531749	5.31631675251962	7.33830111443021	0.00675006032658926	0.00966639218654471
UBR7	-0.421306058777117	5.48111276283381	7.75043161940711	0.00536997056164396	0.00777900823694509
EIF2D	-0.420994907069317	6.30865321022501	10.2204011865768	0.00138895634933928	0.00214146683053542
ARFGAP1	-0.420020894729819	5.51757581581187	7.66015973835886	0.00564535062934369	0.00816142664125609
IQCB1	-0.419020102008756	4.09210936938076	4.62736946019796	0.031465771766286	0.0415495094163808
PRPF6	-0.418793757920034	6.81876421273446	8.92994358214615	0.00280533011790099	0.00418269855844729
LOC102901878	-0.417960725193692	5.10947565539719	6.61805037407015	0.0100950282659958	0.0141563096168912
RPS6KC1	-0.417171043710841	5.84617480615764	7.51642902154611	0.00611387624140642	0.00880127937107028
CTPS1	-0.416953655432113	4.20191305045502	6.57807819078084	0.0103242301206266	0.0144588550185385
LOC102899183	-0.41667108767204	6.68740566541005	8.79167881975791	0.00302607641928504	0.0044977881271775
NR2C1	-0.416301942031234	5.11675904870862	5.96310260950781	0.0146083121296712	0.0200899340516496
TMEM168	-0.415689039390024	5.39488522009535	7.31388270937209	0.00684239272501208	0.00979426625687911
ZNF598	-0.41397689544064	5.31148463171517	7.08654340981573	0.00776649015194767	0.011030109403113
DOCK1	-0.41383607074084	6.45664488312638	7.18514526125196	0.00735096009579973	0.0104734127657456
RMC1	-0.4136271081175	5.51240907260369	7.16392031533342	0.00743844488921309	0.0105875315899107
GABARAP	-0.413413333503583	7.46532467258976	6.83584539097754	0.00893463983714479	0.0126113658727872
MRPS31	-0.412690648998128	5.20693583770182	6.31617382497153	0.0119641514559677	0.0166362977172631
AP3B1	-0.412656428527369	7.24714377999449	8.09367365988505	0.00444200330631968	0.00649235229392621
GPN3	-0.411751034103724	4.39708981765758	5.96892583798716	0.0145601474758089	0.0200258315021337
WDR73	-0.410156348554456	3.82411684684046	5.26662283655437	0.0217381461263329	0.0292709198779824
INPP5B	-0.410073034962399	6.36117906232058	8.38926648958035	0.00377443195049066	0.00556329701319749
TMEM18	-0.409671370090885	3.51601375832608	4.75221670641715	0.02926057796043	0.0387925240497189
TMEM242	-0.409517708962241	3.74769956918783	4.78353106761184	0.0287331447584152	0.038125452951728
ATP5PO	-0.408407331991435	7.09525922478519	6.91382660219704	0.00855317504392364	0.0120994075399236
MIA3	-0.40838182398919	7.15333162502904	7.56713125472325	0.00594423212638743	0.00857045966842019
NLRX1	-0.408375701982033	6.14210330186251	6.87992047830686	0.00871694417901465	0.0123179161097765
FBXO28	-0.408300299674487	6.11637156099532	7.77902942799258	0.00528561870354276	0.00766542498814696
SMIM29	-0.407896454434415	3.53263621946048	4.71315186342615	0.0299327242308125	0.0396428778398838
UBL7	-0.407117296092903	5.26643770429504	7.20451188105705	0.00727205250918002	0.0103667139616331
ACAA1	-0.4067912998065	5.19115469458748	6.07766835128089	0.0136901347132772	0.0189119181016641
KLHL11	-0.406561227706522	6.09796682457692	7.10748288584321	0.00767628239010738	0.010906798940753
WDFY1	-0.405540456526328	8.3430350575449	4.74846022787661	0.0293245228597841	0.03887330366149
VPS45	-0.405454970377658	4.44184636789864	5.45357084820824	0.0195283716300728	0.0264695122346872
KLHL2	-0.405391825111668	5.22644529465215	4.32309191897598	0.037598545724819	0.0491046525785307
TMEM9B	-0.404877102239273	6.76397424582179	5.83595974689051	0.015701841885976	0.0215135084248839
MORC2	-0.403958199262319	5.23818954989128	6.83444655216013	0.00894163939757054	0.0126198646651857
AAR2	-0.403926284895571	4.37369933029583	6.76095981578726	0.00931736314055064	0.0131228603717027
LOC101096876	-0.400836353806224	6.62440505445272	4.49237991396211	0.0340462489630279	0.0447097518456543
STIP1	-0.4001643497826	6.43011910768438	6.88609474350676	0.00868688477664625	0.0122791268045163
SLC25A19	-0.400111511135806	4.16091885278193	5.5958957652404	0.018002603408147	0.0245173786858366
TVP23B	-0.399882018374396	4.20334941531896	5.45186008530323	0.0195475032336227	0.0264926596473342
FAM98C	-0.399627309911935	4.0230458873001	5.79272109143482	0.016092661324527	0.0220232441747056
ADAM17	-0.399212217098929	5.8782435617582	5.22944623544254	0.022207601702237	0.0298625210253103
DDX19A	-0.398437526555544	4.26941362774931	5.80721553708038	0.0159605460257717	0.0218586770833999
TP53BP1	-0.398202161444761	5.56934890041065	7.66419199717365	0.00563274797122667	0.00814412002072986
TMX4	-0.398195905696956	5.66216138835522	7.56029349998224	0.00596682737305074	0.00860111463398182
MAP4K4	-0.397615374685418	8.08549711002957	5.73488387119711	0.0166311677345516	0.0227288513587487
PDHB	-0.396196136407001	5.57498960065409	5.99856276429043	0.0143175374289893	0.0197194874222208
TIMM8B	-0.395257018779745	3.79660859553131	4.438554121115	0.0351359921559067	0.0460423583453291
PFDN4	-0.39463802409077	4.45645291983879	5.92957035818844	0.0148888714532414	0.0204626785094261
TMX2	-0.393916722935547	5.59766148198414	5.87210485868327	0.015382648734399	0.0210941010874582
MED21	-0.393186663289579	5.09090113162899	5.49819441568175	0.0190361194116065	0.0258294405104144
GZF1	-0.392392086201372	5.06949133939167	5.42774372403893	0.0198192699047286	0.0268356035654892
DARS	-0.392246628364408	6.86883091481463	6.75316051222635	0.00935817725708253	0.0131760275201521
IARS2	-0.390583564525879	6.2339063623125	8.52705036814881	0.0034990632431648	0.00517575623891461
LOC101085408	-0.389941550783473	4.19789914823973	4.94668843512768	0.0261406942950452	0.0348569617786599
RABGGTB	-0.389541725264448	6.16807204740845	5.26312185371949	0.0217819138241513	0.0293267922110951
PHC2	-0.389485870295764	7.55179848848478	4.50543052344976	0.0337873896405368	0.0443969398058078
GNG5	-0.389399010373447	5.09474265998757	6.05605596210663	0.0138586857331362	0.0191324630593297
LSG1	-0.388512090568747	5.11825792818541	5.98797994411276	0.0144036879465745	0.0198233233856548
TEX261	-0.388149836326339	5.60227148800422	6.2909762811453	0.0121354189253007	0.0168599049746422
PSMD4	-0.388082476081882	6.7101133630168	7.61449380029522	0.00579010101060608	0.00835757501217534
CUEDC2	-0.38791370136409	5.43640775453712	6.74580870613212	0.0093968172622997	0.0132260997742965
MAPKAPK2	-0.387009231042222	6.25494933971914	6.30065960529434	0.0120693055164019	0.0167734734100253
PSMB7	-0.386393601280619	6.52297384069828	7.76400889682613	0.00532975336355649	0.00772335158761664
NAP1L4	-0.383419418362643	6.50963753728776	6.81697966698673	0.00902951506164235	0.0127355266568243
MYBBP1A	-0.382553702857864	5.91944890307133	7.45272633665696	0.006334043637838	0.00909689986605754
TMEM203	-0.38247212951122	4.42937514680872	5.88798711065898	0.0152445156680674	0.0209161791586397
BACH1	-0.380328565171943	7.44555523081069	5.20699023262221	0.0224962460886698	0.0302285982293784
MFF	-0.377244751112341	6.25860823809755	6.57770900617163	0.0103263717227361	0.0144602840508281
EXOC8	-0.376985191284461	4.38776936832568	4.91297634038998	0.026655671597818	0.0355142765079606
ATP6V1A	-0.376851432375094	6.55601142037511	5.10026078125468	0.0239222466784347	0.0320345982153226
ACADVL	-0.375487579294962	6.51993527727132	4.92914855930209	0.0264073257426334	0.0351943040304581
ZFYVE16	-0.374291026872009	6.52098208282314	5.99681192652723	0.0143317536059288	0.0197344921199437
SIK2	-0.37385280582847	4.55034461891605	5.75830038411101	0.0164109389686122	0.0224373878806521
TMEM208	-0.373529762226881	4.05588361675723	5.07988127483869	0.0242050273754138	0.0323930930850588
PSMA6	-0.373528070850042	6.0661295681557	7.23317918348853	0.00715683576699792	0.0102148861096693
NIPSNAP2	-0.373385566713798	5.06071110089318	4.86041690247097	0.0274796950694249	0.0365555056534681
DRG2	-0.372907076042288	4.80597949436845	5.41779819010902	0.0199324808573963	0.0269803952159782
ACOX1	-0.372664180331392	6.40838020661207	7.44391144694427	0.00636514048689077	0.00913647377400448
NADK	-0.372475526723058	7.01850644065807	5.57295531953775	0.018239950288843	0.0248170312137576
RPL3	-0.372098289578422	9.90718964862568	5.24477891934512	0.0220127252643345	0.0296190002852501
DECR1	-0.371378183815057	4.61358992916258	5.45382683017023	0.0195255106278331	0.0264684160781126
PSMA7	-0.37107900558359	6.31843701890313	6.42677503643182	0.0112412506948823	0.0156801222379296
