gene_id	4438	4460	4474	4501	4510	4520	DC1MINUS	DC1PLUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	X2654MINUS	X2654PLUS
DHX36	6.587541087514832	6.451864340458778	6.368894945611827	6.736463900775853	6.571294861534488	6.309156223655321	6.043187383538349	6.028649608250057	5.95666891656717	5.951317649073087	6.133007486979289	6.170316786662228	5.485159371398161	5.456364624993982
ARHGEF26	2.84247269635609	2.2988226692203293	2.103477665763865	1.768472022855146	2.80786554046774	1.8194171273643205	1.7908804960337144	1.56245268379885	2.3722051085082856	2.1255771576641473	1.526205120145269	1.876502350172672	2.335669424747594	2.043187153544924
LOC109491428	0.4295262181957528	-0.3447730395523221	-0.33921449386137564	0.7289156289196116	0.27134094590732627	0.39929952446382183	-1.844822439380572	-2.9470715276712434	-2.210899141729751	-3.3510024729851686	-2.577763160752314	-3.166196806264962	-3.1594303636665324	-1.678776868621864
RAP2B	7.424482482184581	7.939650650321364	7.537875755352915	6.745901435495783	6.946591932547491	7.525436727774579	6.52355041733449	6.542815255871861	6.729083686108239	6.760199838576575	6.150127323202065	6.0653354156659525	6.242018014581444	6.379695919282407
P2RY1	6.132431615944952	6.560923902873618	6.638138701389575	6.646613226134328	6.111860529739863	5.755948572137859	-3.412217852884501	-4.386261900306119	-0.8563185788845865	-0.8633497380077361	0.4481730560022487	0.7662817129256938	-2.0581228614615483	-2.2755338554849285
MBNL1	10.727144480702423	10.799486358566805	10.80265183848807	10.465661454444044	10.394997130481464	10.7867462840945	9.835804292610145	9.835087568787271	9.967187201860591	9.89073156390104	9.225575727608721	9.070076404437962	10.896542789527734	10.969470783185711
LOC109491433	2.3127137717785375	1.8366736670660206	1.8791425482272623	2.3466688397740407	2.715412789612882	1.600278858269282	2.6492057135032154	2.402266340408388	2.6388721461384397	2.1088893201674455	2.17501796912197	2.6134467446958443	3.8292992303639415	4.035241136825032
LOC102899395	3.179813076753007	3.6676929142954315	2.6215411130521544	1.0546968231526277	2.1824919933483593	2.105365368878191	1.6706480858419483	1.5011985314215155	3.854921273633418	3.7330075740428934	-0.8200114255528081	-1.3309538581143194	-0.6786580771817362	-3.3115071325481598
MED12L	4.9499196969372035	4.586162185447299	4.858540888983451	5.533113624521307	5.214875963439674	4.890872989878403	0.318212729051181	-0.015791099112575258	0.5630135410759819	0.2655412051481551	0.569483880414406	0.6247393638101199	0.7228102210618507	1.4006437682282853
P2RY12	5.496895946461069	6.290437637188214	5.612915426534137	5.674243188952472	5.814156712029589	6.054716011289734	-2.8360121575634283	-4.386261900306119	-4.386261900306119	-4.386261900306119	-4.386261900306119	-3.650925040949988	-4.386261900306113	-4.386261900306113
P2RY13	0.1513581533324292	-0.5137106829013106	0.3624116222661148	0.13427511599583608	1.558558481649463	0.13463570016245333	-4.386261900306119	-4.386261900306119	-4.386261900306119	-4.386261900306119	-2.9702235111341713	-4.386261900306113	-4.386261900306113	-4.386261900306113
P2RY14	1.33781083011537	1.2079949375541705	1.5126792108302902	1.2370787373549303	2.2278206714889315	-0.2836661673925157	-2.8360121575634283	-2.9470715276712434	-3.4761061915393303	-4.386261900306119	-3.511064793610689	-2.8040149800356584	-4.386261900306113	-4.386261900306113
GPR171	4.061627342823499	4.562450409819815	3.802391730686941	2.665881752105901	3.4671962787166413	3.609479626564108	-3.412217852884501	-2.9470715276712434	-2.9223796843870127	-3.3510024729851686	-4.386261900306119	-4.386261900306113	-2.5061453660920763	-4.386261900306113
SIAH2	4.717144279821405	5.315162894554473	5.064674665123762	5.004471152073899	4.815382338353432	5.694154459417185	4.718791009811918	4.807364295103515	4.529103858021877	4.497045757198378	4.893786071791687	4.920282018283614	4.174786310132294	4.274885046216194
SELENOT	6.441640897695492	6.429464027783041	6.612210411550771	6.290702504376858	6.737225955053664	7.036086600772512	6.7726530929610025	6.7418447088714135	6.732510330493073	6.760867612958252	6.642438091310538	6.625312132715192	7.22373002290605	7.283079057922048
EIF2A	6.1405039460053885	6.338542464979499	6.414965110367891	6.134204956644448	5.49067675656077	6.071410395250451	6.460735499212913	6.418560046014499	6.376548164358328	6.342477629638348	6.0922529979056765	6.15623850632208	6.42750579363668	6.420365813469234
SERP1	7.721051184279832	7.732436500324882	7.86184216113119	7.4627156964352785	7.578606998495206	7.898224988538617	7.79498139892673	7.770474657565886	7.426366919104313	7.351836663709625	7.847459941858148	7.914870375167079	7.794652524692358	7.917827975016391
TSC22D2	5.763653205677762	5.629789179118287	5.62984356602134	5.745603507084983	5.53643249745848	5.647201101684106	7.565232866497456	7.618927240142082	7.519561453903513	7.51707784586693	7.527292450751649	7.415810752746265	7.133082913302898	7.252871226502918
PFN2	2.9195519615653955	3.0630858331807453	2.457840046488598	1.5445146282892743	2.2278206714889315	1.677083325878557	6.9418317207925275	6.776187537082284	7.052024935006138	6.9734074148643295	6.4165077301758435	6.512793617694072	7.303172910134269	7.227120788691786
RNF13	5.468960839870485	5.954225232525353	5.8050801451878	5.79735277792036	5.765033161031642	5.9294975131967655	6.3145983031010635	6.068784819085585	6.251557247333728	6.281424347906721	6.2366269458342964	6.373707373871223	6.034767256938398	5.852194337058709
COMMD2	3.013967301629465	3.3667252199046738	3.0458365227101103	2.665881752105901	2.546800199280998	2.908489912202749	4.265382150468012	4.482358689906362	4.453600471956443	4.323490178905556	4.312882141541887	4.340991443252654	4.339155651973249	4.359119542864095
WWTR1	2.6295696359614835	3.1147217654778365	2.733174827835366	3.1595427319573037	2.9225847091531896	2.865377848363345	8.657248201499492	8.599244680633776	8.964101664501428	8.83236140931728	8.685907226811347	8.76326806476597	8.849664131176706	8.831680713670261
TM4SF1	0.7664308688175935	0.56904161506601	0.7639704047838285	0.3867950448265273	2.037278029450204	0.5701289638243958	6.003295702401894	5.916798187615432	6.69260380639735	6.7043629377127845	5.626331882776077	5.375091740437044	6.850914075808705	6.792921041994601
TM4SF18	0.2501612995520577	-0.5137106829013106	0.3624116222661148	0.3074333405270351	1.2424737849010943	-0.10155682831767016	-2.8360121575634283	-2.5513364676858235	-2.210899141729751	-2.008325079669871	-3.511064793610689	-3.166196806264962	-2.5061453660920763	-3.3115071325481598
LOC101081158	3.691472719477345	2.791160791526622	3.5049555158471124	2.712836748235397	3.6109919667801176	3.6289437725692273	0.7327568360418916	0.04270034803125901	2.6582196376487306	2.3265915448791477	-0.7218221342029149	-0.9305346146158927	1.8373308983138075	2.1502295216994014
HPS3	6.295304457674135	6.1204223319237645	6.263594269904557	6.264676421950421	5.952224135101727	6.25485790872048	4.942973578818042	4.873311683287913	5.449251288557016	5.2813804608766874	5.007296375672638	5.092812487359411	4.942662008122564	5.088023421046064
HLTF	5.865541264748765	5.7442812899167315	5.740860718727763	5.654334935161612	5.242746374031824	5.880266044647667	6.662694081939841	6.62825884757843	6.891675198539626	6.852684892763598	6.606269635270459	6.693808700202499	6.722813242722789	6.7245575860619224
GYG1	4.330761971140197	3.8441341904712374	4.448391233907274	4.588052536434282	4.608166068552781	4.44767342721252	5.770849068742369	5.685118796294551	5.936011380608972	5.844488207522056	5.993632844044766	6.1792046884182374	6.004836110515824	6.1026431531896455
CPA3	-1.0564612910108588	4.281829595078155	-0.584898568507571	5.020112537259892	3.1978353291824715	4.451322446967037	-4.386261900306119	-3.4941870568640616	-2.9223796843870127	-3.3510024729851686	-4.386261900306119	-4.386261900306113	-4.386261900306113	-4.386261900306113
CPB1	-2.9822786094513347	-3.452831174823122	-4.386261900306119	-2.4128673291592904	-0.6726018283193828	-2.6588544078693572	4.9321186385259805	4.740467823345771	6.348535754121251	6.49234199158874	1.7307933277796006	1.5246138362954165	2.0753658226302987	1.9073565133031487
LOC111562293	3.623984816553135	4.8373458905444835	3.6823419621186955	3.4175151348095163	4.492210274638507	4.4069129874694895	2.468685756838474	2.791473173498828	3.05113788555984	2.872774314385174	2.7463272634505973	2.8158908342709577	3.067157855391785	3.1681390478003375
