genes	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	X2654MINUS	X2654PLUS
OCIAD1	7.121101774037603	7.3224436741055525	7.279545538579793	7.168992175743615	7.0627391041387035	7.629663996261494	6.108316346787297	6.31539052122855	6.22781547173967	5.965062689061314	6.109241893658448	6.3199240851897	6.287046072409414
FRYL	7.96126221099047	7.898536249870884	7.867193817329104	8.118599117760954	7.992658595247372	7.879787038368349	6.159035450181523	6.3006256684171245	6.249092589633441	6.465180346975828	6.486872030781078	6.2538080157131715	6.401722603649576
SLAIN2	8.030482010030191	8.43122115530037	8.219228660248334	8.286187046253406	7.922432573167547	8.442702458928478	6.101731373329979	6.159648654934615	6.049483544332967	6.357652161458557	6.403533596973897	5.983949753181901	6.05307975314241
TEC	5.263361514402646	5.619824811499945	5.421504468980915	5.381966260190972	4.87473703340293	4.996295145764636	1.5910849028911938	1.6838945939075447	1.4906438235252542	1.2375795537220216	1.2629180204809454	0.614745027878869	0.9232344385992116
NFXL1	4.192637709843712	4.3141716584100065	4.237763599131352	4.282369341003042	4.536085316855887	4.271513081713386	4.342876446185362	4.502969600663738	4.4928066773031645	4.289022897102964	4.46858177858625	3.714870776452154	3.656787365427286
CORIN	0.9549340205539015	0.8285710949957903	0.09260234078578294	1.6473398140568623	2.310665999080169	0.27980266465873566	-0.379633651943232	0.7418085509032338	0.540558363932073	0.17293821096601086	-0.24506012610445865	-1.2491147390627195	-1.4813473492635727
ATP10D	6.339089157038125	6.14448890258145	6.325536296044476	6.331218064981902	6.322347676663619	6.31977422863995	5.712276650657103	5.975772087836567	5.967024072317392	5.285736168836369	5.344445894724712	5.58096543016732	5.521690929390879
COMMD8	4.7394404648966235	4.721833819794587	4.693783969841349	4.631695086588005	4.398895865079832	4.71312541950203	4.620659444697066	4.645332181315726	4.47721128350534	4.355580514072419	4.432344182212998	4.851195404445654	4.7804091466177985
GABRA4	2.2471480741529883	2.2843717989132175	2.4637198291303952	3.828961320716336	2.747367856695172	1.9976680885036888	-2.4331546782717384	1.0265638864270124	1.3052359995617442	0.9523199812126335	0.737737785500518	-2.5235831488581937	-1.7042507658907482
GABRA2	-2.8098620563850227	-3.3038632426926933	-4.307213091646911	-2.203505394933852	1.220600940983302	-2.0324951428232056	1.93381561111433	2.422709590808064	2.3464261366014942	2.8332719852185297	3.05637653578057	-0.33843285820701796	-0.7024630736524982
GNPDA2	4.761651514490214	4.871894783777113	4.699166721793314	4.494485497502499	4.536085316855887	4.702419746482297	6.574271055092663	6.4050876467325395	6.223148193032313	6.353586918712348	6.410277221725071	6.681672217116525	6.648777004506737
GUF1	4.347509211480925	4.265515268256763	4.330862765582197	4.098174718279899	4.092736967484455	4.227387746389893	3.511694158468837	3.388232187433568	3.562578866908733	3.4251894903834916	3.5415681225366047	3.564989221465752	3.469148272207263
GRXCR1	0.5179913864192384	0.3430679535287026	0.9537939753537503	1.6084575141898576	2.0907196819092473	1.126725560304642	0.6567415697098772	0.2942970717312069	-1.040248255473251	-0.42901919138982386	-0.3533580392143434	-1.2491147390627195	-2.707832809693185
ATP8A1	7.907491935951727	7.758483676665335	8.167983962817873	8.5719717620649991	8.18663321324191	8.109188446771249	7.982529168487916	7.363692555643476	7.328137080114748	6.581559976080432	6.655724814308689	5.38188214891279	5.612182916273349
SLC30A9	6.968202119287441	7.1963303133326315	7.301387787922741	7.13775842617542	7.315552752693401	7.155640462228125	6.72081920692525	6.697697358102622	6.667101565454077	6.6817013615348735	6.750343516414996	6.995283681112969	7.092646717539516
TMEM33	6.785158582654086	6.926490254447965	6.622531099862177	6.530265625866355	6.558098571301037	6.713708075184784	6.016278102735349	6.064969947620973	5.950177095694877	6.1294195268332565	6.308435055845046	6.358403549090657	6.2171769523398455
LIMCH1	4.314501477711539	2.6536213132459383	2.7182020268690743	3.3523238585085005	5.083155122254336	3.9839167304704888	2.5124061206237753	4.829407271331108	4.6540733651413335	3.649562912976518	3.6819363160307854	6.577410474498727	6.624991512463583
UCHL1	2.5376798039218853	3.2844065733031766	2.399039838437891	1.3965783646712473	1.6813736817309073	2.2537525094650084	5.926507847005905	6.569307520164963	6.585813150948899	6.1325862611544615	6.209599614035225	7.198631744656023	7.129037297793483
APBB2	2.730186223874292	3.0831431593624186	3.4379095946264253	2.1587668030187013	3.328708278777433	2.471160077297407	6.455342616219288	6.755142221468141	6.618169291464828	6.7722982987486775	6.716840552781255	5.842195322289402	5.601557909825697
RBM47	4.662832334772864	4.332457225945793	5.087741230285322	4.602311918682052	5.068149423528995	4.61759194437955	-0.2977586921509813	0.2942970717312069	0.540558363932073	-1.4812391578952586	-1.2631395456444763	-0.7230790759317128	-1.7042507658907482
N4BP2	7.420026884357903	7.258375614338313	7.186796736538097	7.40141758272266	7.006782870732275	7.207038077282597	4.814907394084514	4.605040475165174	4.419629326187503	5.041443501760851	5.156074714074855	3.881161664060236	4.140562413122007
PDS5A	8.244279208575053	8.163002037315003	8.10550746820649	8.302265620765779	7.846415392363161	8.22498305485888	7.678103756744862	7.635152099616962	7.582157022062057	7.639663841876684	7.6386736122018615	7.648420806852046	7.646569178227336
UBE2K	5.238940903426959	5.199315511583283	5.037631327662638	6.0375949384454755	5.737840435829246	5.013719861438174	4.383773199372088	4.228147334535581	4.099367474235896	4.4474505663017245	4.775458820069571	4.496374693404763	4.329015124760558
SMIM14	7.878142840121983	7.319696550787929	7.6726279967372815	7.905588146479914	7.457628140547918	7.82819599949707	8.418274794055558	8.344701649633697	8.283767795489007	8.016763514487849	8.013868830262606	8.251632076544848	8.327685542530318
UGDH	5.411190649031861	4.754748731878381	5.089791840760962	6.59260815101543	5.588094511926482	5.387929663576733	7.507116268829641	7.047722685247009	6.963646128525885	7.228082735411948	7.379241879123037	6.756850761267199	6.5862537169334185
LIAS	2.6895719720410813	2.5574022845832705	2.810619125298218	2.4935213491355976	2.9573913014149116	2.7320023872581425	3.7274816374584554	3.7121188452339173	3.6762162412315793	3.8780604285466183	3.8772987090523174	3.47978973330605	3.4824460043505123
RPL9	9.654200649285563	9.592400630871253	9.924175319141618	9.773854340222753	9.397797795580422	9.65158772400554	9.921116017785227	9.708174032215384	9.623819431060735	9.79301072861733	9.870717392953685	9.653905505451505	9.712860883002381
KLB	-0.4319943802088112	-0.49364319932188233	-0.044611378344866934	0.8478204646510915	0.35407360193539467	-0.1667781704281878	0.9189170243888163	0.4734889113168802	-0.9033107383654768	0.5210714134818987	0.7110972113815598	1.017835648303602	0.5209498924102146
RFC1	7.291498781743545	7.518458537670937	7.342385564323331	7.299829537265207	6.921689824993068	7.175774908600383	6.401976461942892	6.295422062742228	6.268249219960511	6.358328589620297	6.436432711528709	6.111726909123707	6.204192975302215
WDR19	4.079307557614858	3.99866566931307	3.87840713806903	4.400880692718558	4.165040085455624	3.5062053250056695	4.591412402881618	4.865971934096818	4.865308853649083	4.7676924461630925	4.923493861740353	4.698444686605979	4.648006771350457
KLHL5	4.170672715008449	4.754748731878381	4.052520497164319	3.7596735962959094	4.286701196395114	4.295456277804178	7.64904209817167	7.754534020873738	7.716075962244458	7.221777586031773	7.370224434863163	6.438584529888516	6.373450626710859
FAM114A1	3.203845603882793	3.5636363362482397	3.3240650500280373	2.867397766507213	3.111711828465336	2.8913119855453924	7.016215356362042	6.946551747953841	6.834347897197742	7.472911084799097	7.608091550715299	8.050778608088926	7.9497714004257976
TLR6	4.466472201188688	4.191313396673498	4.901835878565769	4.033599832816838	4.7673494344491045	4.0972245533045015	1.772603923577482	1.6838945939075447	1.76176118842114	2.4923667433443146	2.4784227110657384	1.9997277601982113	1.5468742126872028
TLR1	5.790627781990959	5.510043046065727	6.324665915025711	6.331218064981902	6.251055056868265	5.5775701511532985	2.1679619371488648	1.1893060282740948	0.8811571233575793	1.7309614982662316	1.843866675576463	0.7265568084486522	1.4953302481344695
KLF3	7.015694432546536	6.3999145519847715	7.009671819884453	7.103213749090114	6.628834621994746	6.550186041192083	5.915822161119576	5.639188503242337	5.538541047017448	5.754069915769196	5.823931112089249	5.671070967943869	5.681564772979735
TBC1D1	6.924572111956996	7.146559681065873	7.059699376922257	7.033375240771319	6.788414142386852	7.121222470329249	3.4299416080822067	3.4958471833739857	3.5327136966663644	4.133329663688325	4.268434942620668	2.9099814391925096	2.633046168987754
PGM2	6.419676534479329	6.14448890258145	6.955037488967006	6.408229946651113	5.899159262127994	6.272304341593942	5.14274691735839	5.656686593500728	5.569758383615869	5.039757742744176	5.151128279273312	5.877447609441772	5.899216852584321
RELL1	5.73058834369055	5.475904265740345	6.2551053883489605	6.232386526610267	5.112706253626154	5.567772942555952	6.2562661405759314	6.585842916864911	6.446202508257133	6.2110751079824995	6.206622719860254	6.015939290853281	6.142704539208723
PCDH7	-2.0910757933557718	-1.9799289655954033	-1.5532769632000665	-1.3819254149124442	1.3252807972343024	-4.307213091646911	8.294018826708216	8.912393445815622	8.892217256050785	7.823577048960647	7.737890368477869	8.724713360292105	8.783135691254754
LOC109499226	-2.4061597660751395	-3.3038632426926933	-4.307213091646911	-2.901731001799928	0.35407360193539467	-2.4755978775086147	1.1406955959318512	1.0265638864270124	1.247570492990344	1.2609195709867191	1.1876190101396165	0.927123547308758	1.3286326934445454
STIM2	5.667941386493621	6.039323697434014	5.768597960576337	6.024731800247672	5.3911510703222225	5.978980567448394	4.654476671421089	4.49001301841154	4.580079110916419	4.868000074831842	5.029719359334276	4.7423381143335295	4.747742042816064
TBC1D19	2.2330861895221625	2.5067741558751835	2.345123352108115	2.6738264356140378	3.0519495379871664	2.471160077297407	4.812605069196488	5.183381467065425	5.147370572909223	5.078040413320241	5.279066938037275	4.768700354256332	4.955115844573996
RBPJ	6.597589885212588	5.995242469135242	6.739476096071975	6.606240722286945	6.319182399041679	6.2479705278548625	7.119011259236263	7.082232861676373	6.995196302109633	7.257752182560576	7.309918391300822	7.2941698339541885	7.306342736666862
SMIM20	4.795536370126173	5.014617927282203	5.284984766158053	5.181314677595999	4.83982184819637	5.2129238348178	5.412752120379657	5.778904686044732	5.665067984822805	5.414899692864521	5.488664970933164	5.889510111595838	5.855170710161059
SEL1L3	7.104784218371115	6.11732648057177	6.839749816314176	7.594719455188247	7.339183668337721	7.066614467685685	4.257431533426675	3.2959589809628063	2.9539041108459982	2.0849129827605184	2.6354282179928097	4.155410017414354	4.198115869974694
ANAPC4	5.787022835820087	5.728759684148686	5.676089576065199	5.687311281552803	5.577536409302088	5.616106918502333	5.372680052057381	5.5620493948851335	5.611786805269371	5.334678320102817	5.466935077085686	5.5603636776214875	5.914014042225218
ZCCHC4	2.8820922487964866	3.0831431593624186	3.0484955722483043	3.067011666387162	3.303302703331593	2.703652594594039	2.863263841875809	2.587478833116357	2.771580005937999	2.6772092173275173	2.7705756201577674	2.5786034369362896	2.358001954252005
PI4K2B	6.413454984592642	6.63390347518709	6.413303939017953	6.188572018263897	6.3720698415829355	6.621059507138521	5.382026734638235	5.591462010442982	5.690988381883493	5.54537349273555	5.498435025394918	6.211192327164564	6.3068030744148045
SEPSECS	3.1069324668669456	3.2919012900261047	3.3240650500280373	2.405533464374503	2.709186992763961	3.068506674540899	3.6051138395042868	3.7430274271560355	3.597619665748827	3.5104285633307413	3.48372233521699	3.3196241786711003	3.222036889692513
CCDC149	4.565186883592222	4.125724192445235	4.534284694939389	4.779033788161144	4.6104740785887115	4.281138096234973	4.088828616782778	4.602634964028265	4.508235287708639	4.352867729124765	4.320032912611268	5.5045962204678345	5.507126059148944
SOD3	-2.0910757933557718	-3.3038632426926933	-4.307213091646911	-2.901731001799928	-1.3173537140301883	-4.307213091646911	0.2838718176232404	1.5504739656645266	1.76176118842114	-2.9722265014550753	-1.0659533279415918	3.6166993071437865	3.719901135065021
LOC111560199	-4.307213091646911	-4.307213091646911	-4.307213091646911	-2.901731001799928	-2.146298450452676	-4.307213091646911	0.5279414881470587	1.4034454369580374	1.5152876217721032	-1.2005872418350956	-1.161180152198415	0.8795348937516175	0.9232344385992116
DHX15	7.34967822783855	7.225975822068094	7.284477766233583	7.122315598048884	6.8836266957691326	7.0617364473950905	7.127834753328349	7.274324999224077	7.201461503086299	7.049867880352051	7.14896917495105	6.978441206472189	7.129037297793483
PPARGC1A	-0.4319943802088112	-1.4941203245769277	-0.5578191129733845	-0.1787028393071009	2.3607854634111902	-0.6613857204291133	-1.644723642240072	0.5150131137958204	0.15786291388772983	0.31351032240908316	-0.6660989597431975	3.6166993071437865	3.708629369224357
ADGRA3	7.339049378229863	8.416725860508558	7.955868462027915	8.499110984912177	8.616081991539065	8.612663748461497	7.194777943884157	7.368302096783529	7.356117657349302	7.022389667885337	6.999089215186213	6.894891523843017	6.818293606740039
KCNIP4	0.31934876613361884	-0.3940757230303792	-0.6643844125956845	0.4681012053363181	1.220600940983302	0.20086717881418353	1.3833949967361843	2.7176686726846793	2.21719891543276	0.4001497727073702	0.7895870353883876	1.9545117574838438	2.1570572595249393
PACRGL	3.011300379846852	3.1340684811070645	3.0400361907889257	2.8508351396142677	2.310665999080169	2.689266015279221	3.7517189635883508	3.7386522513986367	3.6374531201160853	3.51528918034846	3.6080540685575633	3.8690288622512274	3.848710022540062
SLIT2	1.7706324808686913	-0.3940757230303792	2.6531286741558415	-1.0984907089792866	2.40922206851181	-0.275454366646915	8.1796436216233	9.11849229993892	9.036200492748655	8.126257683452788	8.118621402505688	9.286998153519312	9.253880454823452
LCORL	6.208633509025636	6.085336256900058	5.929528194868567	5.575833318477472	5.561552949640287	5.659187862137336	4.567033987326094	4.295226649013333	4.220462341240257	4.9617846012820435	4.9336114293493205	4.125123376571417	4.265049589656654
NCAPG	3.719650546300738	3.98947636242477	4.089882587563556	4.112140464471014	4.20674419071108	3.768170402894598	3.6726813634099216	3.021259402062805	2.676452994564075	3.6406933155048016	3.831654977163544	3.077511259755397	2.7585917997093716
DCAF16	4.408216553175613	3.9940783323162576	4.277887218385379	3.9964352987229685	3.6030807333146804	3.35035009084737	1.0807313559326361	1.5099722567053029	1.1248270523710695	1.553313414431281	1.575071345504463	1.5907515120528697	1.3286326934445454
FAM184B	1.9871804548145522	1.222895654857353	1.6756313215616527	1.8609014726803055	2.747367856695172	1.5964309165033468	1.7914320765855134	1.9791958174672846	1.2766913433110145	1.5906361800929294	1.5452179970373436	1.2224173595392374	1.1061674165526985
MED28	5.599712786273771	5.518053629972815	5.486763919760461	5.649505517674717	5.432749354092957	5.682980710087997	5.0063656678193755	5.055543326359908	4.97375632461762	5.193225295012356	5.292606524209265	5.071022097805704	5.047482057662878
LAP3	7.337407197928602	7.77662681660781	7.4851551021696885	7.022324331567766	6.95265952683135	7.442375825031657	6.4209933418613945	6.5425757429523514	6.541510906988778	6.467690131655634	6.459123758243151	6.595932717973894	6.548028921143652
QDPR	4.273868741643052	4.087476201665222	4.45377774421601	3.741818939425377	3.7975777026555435	4.075263750322059	4.700029222339589	4.466393840836622	4.435856205985441	4.490046997960882	4.687659997779153	4.958150545208078	4.518443023108889
LDB2	2.9264598937879116	2.4938345631085985	2.549660641497409	3.837392911264839	3.303302703331593	3.3864686870410172	3.015155306110809	2.309272650216837	2.3186927027025037	2.8332719852185297	3.299291821349568	2.206716588848019	2.123498907737854
TAPT1	5.096696879184543	5.0032490302825465	4.751917689353827	5.583372156110109	4.950337336938408	5.37225489182561	4.377556357339547	4.295226649013333	3.9537087809324962	4.195215775758214	4.350560099943286	3.99160276789961	3.943107219130534
BST1	-4.307213091646911	-3.3038632426926933	-2.353845361818823	-2.203505394933852	1.3252807972343024	-2.0324951428232056	4.514174505176595	3.7902984929695887	3.7351004593436725	1.435176714712678	1.8560768777388994	4.791378659391454	4.537679876465516
FBXL5	7.5628422192021425	7.039326273228522	7.786050410133092	7.09795995802374	7.484720783274504	7.360190595863931	6.600531669313639	6.544456909311489	6.607464339196297	6.39571115592335	6.454614010322106	6.905325258501867	6.899845635735431
CC2D2A	1.731156550064764	0.7867453080933037	1.3863396679275455	1.8609014726803055	3.14068955338994	1.2881723894962915	3.707794265025349	4.1708452691788205	4.066394234643114	3.7144017305368906	3.7619851224248206	3.463743460506556	3.5086793158178513
CPEB2	4.210689822946227	4.1506708822929355	4.263425594246535	4.483783217214847	4.43443551830902	3.9481132616591608	5.224687080745872	5.212069105634213	5.0828857505626495	4.934828082597379	4.830641220732848	5.140803676892152	4.962252200494288
BOD1L1	7.059682491959641	6.750004603880877	6.818267447439496	7.110189174046908	6.907006590961342	6.601025483203736	5.999170354507109	5.864721879927119	5.72175510441612	5.9606149019190875	5.741590329116913	5.630320101805963	5.72835966716375
RAB28	4.235589211331206	4.230842262100837	4.177334753015733	4.0039451904336865	3.5821073072373406	3.91139859429581	5.353803040556968	5.385803337308513	5.44703801147275	5.23212586668319	5.214145721391057	5.046990807164977	5.20217011650079
ZNF518B	4.761651514490214	4.484098552288804	4.537293166950397	5.130760330134069	4.729700649754611	4.507101912388231	4.636365951976976	4.764177327048331	4.565403828190346	5.206809903583085	5.319310353487601	4.845014429842511	4.8716693402831615
WDR1	8.177009526585632	8.109133732131658	8.453844557105727	8.348347592647574	8.066247454248712	8.484700424951207	8.890957135128145	8.739251608520679	8.789570619684278	9.27756115653074	9.27759009011071	9.264162312487981	9.195022029837872
SLC2A9	0.9202496372595265	1.9473185089884664	2.345123352108115	1.6852016339429812	3.0519495379871664	1.3625901852791613	3.0231425460152113	3.7690034551148592	4.00681305677946	1.2138557222089326	1.4517622551168456	5.07366769836842	5.0272091928472165
TMEM128	4.744405889227707	5.250216729567609	5.179176678323049	4.959808698929185	4.866087135383176	4.969757001798867	5.48248077778942	5.564523479344894	5.585844661140813	5.568941430326239	5.582591756595838	5.472879461174352	5.5785230750968084
LYAR	3.904016450226683	3.8131969093048266	3.775153460778882	3.267510841059389	3.0211136537554037	3.601477047040122	2.5124061206237753	2.198945364040763	1.6549146417612588	3.2261205005312403	3.2117327292978874	1.6200050128719503	2.46904913002257
ZBTB49	3.36081721789824	3.3214967746262176	3.3584912690096864	3.3756677380973636	3.6642313785897125	3.1442950744821494	3.5619040910465425	3.118754307005212	3.0913721220332175	3.2727923165794723	3.1829407899361155	2.187304019547448	2.428401480051738
NSG1	1.021897184742221	1.8286664821904461	1.5854959246655262	2.046887824207843	2.204880281696043	1.209706164454675	6.4538660527019776	4.857926164377885	4.96259928258788	5.68995422487352	5.823153863089872	5.3516819342912765	5.274664378416218
STX18	4.688823002927748	5.136180754124158	5.093884338313642	5.446772255623971	5.127257886882177	4.9875032269534945	4.250644371029909	4.406975923249423	4.4163619330569155	4.3031445555905075	4.254665501803159	4.307004102012788	4.303018923030822
EVC2	-1.6135107850711818	-1.4941203245769277	-2.763626436972111	-1.0984907089792866	2.0300627812711824	-1.6939862851841265	6.707250236095237	7.185899422076645	7.155168521407652	6.1685127045453125	6.109879364219511	6.702333922890112	6.688763852784218
EVC	-2.0910757933557718	-3.3038632426926933	-1.5532769632000665	-1.0984907089792866	1.9667432549497643	-2.4755978775086147	6.0760468543273305	6.492784087842946	6.433328712413515	6.189950860128202	6.078958532870702	6.786181155454201	6.641386076403116
WFS1	2.0038405229485066	2.1087912337628727	2.5256240387308226	2.7110082866609857	3.303302703331593	2.152513893651378	4.202218585983201	2.901119196298132	3.2168734096470435	3.153153577340477	3.239961291455883	5.175700122916498	4.983451879926375
PPP2R2C	-2.4061597660751395	-1.9799289655954033	-2.353845361818823	-0.4801559447518296	2.0907196819092473	-0.9913951537221587	6.001193592065877	6.739899923642112	6.731619035950536	6.153781811325295	6.050020211651046	7.0884881994649644	6.776396027898312
MRFAP1	5.000360645785134	5.07884718848333	4.911142955985767	5.210818242494764	5.068149423528995	4.806061168518236	5.525288549147195	5.746586004253352	5.6288259817971555	5.900581613358209	6.219675352609517	6.064627930388303	5.858999232483596
LOC111560210	2.1153662863060743	2.4807778634591457	2.023347308352291	1.527400494683342	2.1489288797498602	0.42579055536751365	-0.379633651943232	-0.6023679880690009	-1.1915598644482563	0.48187963510905474	0.5094186789889719	-1.7499679442412945	-1.4813473492635727
LOC111560209	3.9984851174864895	4.2806619959913546	3.6749055829821202	3.8706349767180552	3.9362584662629256	4.409551406236849	3.550896368657333	3.8922993976525038	4.197804314278066	3.190098294117534	3.3258733245208933	3.1494971094275557	3.350876921420727
BLOC1S4	4.207097425669947	4.735639741599849	4.466459624849514	3.845775510968821	3.9362584662629256	4.539543307917349	3.615717049057055	3.721017645423867	3.48983577494275	3.9372086723543345	3.918634800731424	3.652532273628546	3.350876921420727
KIAA0232	5.990889124170284	5.770935003805821	6.069107352996404	6.700536376919095	6.251055056868265	5.803088844143988	5.098073570609951	5.0590567583358395	4.989232633391618	5.121721906077524	5.217698705379474	5.575375883425011	5.449044393375082
TBC1D14	7.164814647603362	7.468074814758128	7.12114254624375	7.484961118266023	7.262160725601079	7.850590444218617	5.770373489729845	6.348786960120207	6.362092263494516	5.822337257806364	5.850111471868034	6.905325258501867	6.759426823616863
TADA2B	4.340967803678043	4.470953037655382	4.234060051464193	4.400880692718558	4.01661818654362	4.261823421884114	3.3240083649632566	3.3600256520986105	3.6374531201160853	3.323554291588431	3.3170671294796836	3.159493740963421	3.515163781940331
GRPEL1	4.714353713954785	5.119429277318872	4.890116957560288	4.646165259522667	4.260538162893745	4.890229565490909	5.315291465343024	5.395563128645657	5.427695261059773	5.071455109489089	5.1349342267633835	5.759168884929897	5.916465552132966
SORCS2	-0.844138414798274	-1.3013559505267747	-1.1927238517723129	-2.203505394933852	2.2587425164188306	-1.420002967352131	4.383773199372088	4.231265018968224	4.155317162337513	5.129667914813317	5.031066217958557	2.454181161966972	2.5343493641937425
AFAP1	0.6508609973659233	-0.3009384918159611	1.2462826386632972	1.3965783646712473	3.0519495379871664	1.038679246819705	6.838083811684063	7.115093160829388	7.20809014727945	7.257026902817333	7.082322421122314	6.53676366165991	6.536918912736895
SH3TC1	4.7979265335835635	2.5449108398971476	4.13029184252293	3.539654643063281	4.966612664988576	5.215436009661824	2.063400597157538	2.2974225305789044	2.6320736709989636	1.2609195709867191	1.1081724274696203	2.1676266723854862	2.644921719968415
LOC111560236	-2.0910757933557718	-1.9799289655954033	-3.3381331978427125	-2.203505394933852	0.14115248559535884	-3.1183838281631453	2.3567737761576537	0.34122441948367893	0.3344275950150504	1.3722708129566845	1.0240945935636991	0.6717338520379421	0.10565732462189781
HTRA3	-1.8326222404537191	-2.7177858519028066	-0.9045022293753222	-0.861701260710949	2.3607854634111902	-3.1183838281631453	4.441534256655638	4.038284388633647	4.155317162337513	3.5862991565414966	3.593541940591551	3.4717889059820495	3.0451437804763972
ACOX3	5.520880219700539	5.263619516486922	5.491425074808129	5.154572973473542	5.379042165215241	5.459614235306441	5.0063656678193755	5.078229163219613	5.2445336692960645	5.154804980098937	5.167142571696856	4.6317905767117065	4.578500099757558
TRMT44	5.3554871753503654	5.261712439056046	5.32905101974624	4.90871453230884	4.813069501854537	5.04795036307701	3.6262428976472583	3.5715976987908284	3.3665884330543445	3.4858767608021974	3.5640722690119397	3.463743460506556	3.7695618405333255
CPZ	-1.8326222404537191	-1.3013559505267747	-1.7741585069312351	-2.901731001799928	1.422876363924675	-3.1183838281631453	2.6321324129554076	2.2612767207919315	2.140066820298579	-0.03872057626273268	-0.19381464780192018	2.206716588848019	1.999487578865977
LRPAP1	4.719406083845648	4.497125368670269	4.738909667721315	4.592383020279463	5.037661519808638	4.981612039962277	8.058817692493246	8.668562807468795	8.785302542156236	7.853632699986984	7.724008542593347	8.569827643023567	8.490995500967841
DOK7	-1.2553269661707764	-0.8416966121635471	-1.5532769632000665	-1.3819254149124442	1.6002474409976044	-2.4755978775086147	2.3567737761576537	3.4643970730797577	3.3665884330543445	1.0890062444133881	0.4135351339078719	3.8257420484035416	3.8691028809162384
RGS12	2.8639559608551872	2.5067741558751835	2.8786172624733393	3.508314638792944	3.7228951219680937	2.5528919088879998	5.553137297608372	5.368917106790265	5.357877298541507	5.659542007298664	5.599939121753523	5.55090109836662	5.665622991428131
HTT	6.370742768801364	6.454362484610688	6.614007213421955	6.786870083803934	6.582064686248776	6.517985765551839	6.248622144769432	6.330005796858536	6.462134868083807	6.385792566844642	6.344632446356774	6.517460764681111	6.328135705174956
GRK4	2.130617396293692	1.7437718037413608	1.718671589993697	1.3501950134381508	2.40922206851181	2.2923391133537305	2.3183424853242873	2.2734262257748408	2.4650236455095205	2.452376357920647	2.070360003879931	1.9997277601982113	2.0178695837657177
NOP14	5.678357091064773	5.5759886900839994	5.544720809344518	5.545277737945763	5.090599845841191	5.374504598782188	5.697379382499421	5.488390611532003	5.5279833336417745	5.930000746714248	5.954590680049359	5.674560719092065	5.694478282399595
MFSD10	4.923637125484171	4.940259142813091	4.859194642474285	4.822153179003686	4.362458561097052	5.177286187002485	4.906272341746075	5.012700886158323	5.135497178425846	4.839214816834915	4.742951705978836	5.1179161397551365	5.051948711967472
ADD1	7.56950255421548	7.467247580242912	7.9406108077724245	7.709402298856418	6.715652435109831	7.283851476343406	6.958553461421868	6.933690641174553	7.062060532716306	7.26028779414899	7.17509366677071	7.197419303448548	7.158849509505103
SH3BP2	5.224798401407767	4.2768901964681865	5.344591046913412	5.116974530383177	5.566900469123945	4.990439823779575	5.1205831519902	5.39695201036426	5.352758590265898	5.268566363963821	5.447901297993613	6.007662336125438	5.7709775147508
TNIP2	4.5079405807409945	4.183275973999643	4.378610897079668	4.348751691771519	4.546950015800593	4.075263750322059	3.483025703650884	3.8523601958722553	3.7403362841467493	3.51528918034846	3.447867790955187	3.1494971094275557	3.372465381774796
FAM193A	5.077150434624473	4.5882080096437265	4.842265503436262	5.605755146030339	5.478866395965797	4.705997138374701	3.73722548467862	3.6199749055360697	3.687102777126903	3.911629173034914	4.078285603741532	3.9169596175164045	3.7477011775212796
RNF4	5.487211799836652	5.487373852969854	5.450519107041477	5.866893687932426	5.238670941318959	5.401230951739977	5.87116408804978	5.8566691162556195	5.973708161953266	5.864848879046653	6.075046412256549	6.102688397222403	5.90909848966727
LOC109499313	1.289847307273038	1.6535674679616166	1.653619898356343	1.6852016339429812	1.6002474409976044	1.5652574926943723	0.8123322468248081	0.9068834055676865	0.3344275950150504	1.114855464832629	0.44620951728543046	0.614745027878869	1.1401266089334494
MXD4	5.716759649768344	5.6302093430642035	5.856734993450164	6.046713179899667	5.4209860153483636	5.944567835240008	6.408851451372345	6.4160888515060615	6.701064188612045	6.485756657399187	6.3359403589649705	6.658949645221968	6.582399302451745
HAUS3	4.79074413070546	4.3647983187881145	4.5581786203446635	5.035043207789907	4.422685976157337	4.409551406236849	2.6004526685533595	1.8553442474978776	1.802378379217259	2.6151724345307623	2.888206897966362	2.318006843245141	2.106422394901816
CB1H4orf48	0.26509949786273207	-0.13096711352811155	1.0580193149719046	0.2829625556292749	0.35407360193539467	0.7368276770170674	4.250644371029909	4.066487306881563	4.314732017921586	4.455059555352324	4.229075050352789	4.576903410394145	4.600011008479112
NELFA	4.956102528838251	4.866885380716241	4.938709271906462	4.920667123644503	4.900379843070583	5.070327654423786	3.957448332330749	3.610428371158924	3.9355639069180572	3.8818290943008615	3.8500861172256298	3.6239374544249876	3.590785732062218
LOC109499317	3.519853785099185	2.9568230512940836	3.259948739354129	3.903128309976466	3.6441344547154086	3.1442950744821494	2.4545171133913026	1.8714197497012772	1.5633471930318434	2.390232251093583	2.346166514602958	1.7579857674841213	1.9428930675963287
NSD2	6.253732538358774	5.8843484532562185	6.527392101352477	6.875509990105764	6.217446844742101	6.182712096921447	4.977882150659437	4.365013490953217	4.4422961966106556	5.134414597509467	5.057742660223228	4.728974122684388	4.6944570814325886
