genes	DC1MINUS	DC2MINUES	DC4MINUS	X2654MINUS
LOC102901461	3.42242353450782	3.5898006380145393	2.606241656209592	3.9533206397518548
RPL21	8.684760044649089	8.599304916138847	8.372811720803663	8.506559037646612
LOC111557034	-0.3961028732633172	-0.38019504402255494	0.35709651774441736	-1.1506922190568052
RASL11A	6.6522861866545515	6.102361509753457	7.349826276393143	6.459594571529172
GTF3A	5.001683084016461	5.0351130932950365	5.235382178597493	4.887430513455568
MTIF3	3.168451893054063	2.717268935889739	2.7769696522553065	2.5538203675997684
LOC109496316	0.34076229756081966	-0.05981948127409172	-0.24515241766547013	-0.818580234506317
LNX2	4.47264863564469	4.462795301265334	4.452746097676931	4.3982780583053405
POLR1D	4.033645544630074	3.7581436242366353	3.932500621924323	4.0630538429264
LOC111559488	4.502507748327638	4.603225670056934	4.221592659460666	4.653496520751586
