gene_id	logFC	logCPM	LR	PValue	FDR
FAT1	-10.3878822597669	9.49936263991657	106.515924799508	5.68339535908405e-25	4.04668923355694e-24
LHFPL6	-10.3596127940471	7.12143076096322	422.684327060145	6.35587158612896e-94	2.79781253383881e-92
LOXL1	-10.3499901151711	7.04197816284911	912.002616414837	2.41332173257286e-200	2.13646010047492e-197
IGFBP4	-10.3165980961869	8.29832299537541	895.181244079041	1.09487230778129e-196	8.30799534499755e-194
FAP	-10.3081138341661	7.23800271256059	237.705966964043	1.24427661691966e-53	2.21784652020299e-52
APOE	-10.2917391565362	7.10984032072222	249.829407037572	2.82898427523084e-56	5.33489519831994e-55
PRRX1	-10.2842501649274	7.59122032624086	336.962839997949	2.92629848963427e-75	8.68353192408232e-74
LOC101086605	-10.2755256229709	5.92216081428922	770.97204522618	1.10511323860313e-169	3.26110730687794e-167
NUPR1	-10.2096975044363	5.89594711914551	469.795088363256	3.55106816875152e-104	1.94454540443489e-102
LOC111560945	-10.1786295532913	3.5484711617376	390.023411447043	8.18051341043371e-87	3.17942637061613e-85
YAP1	-10.1772960999404	7.45234978106235	904.404922399802	1.08204699093743e-198	9.07495726346731e-196
LOC102900068	-10.1675429285659	2.91310114715082	328.434253062008	2.10771337958965e-73	5.93399517734294e-72
COL4A1	-10.1110767148185	9.64713114735704	141.984455342812	9.80122261803999e-33	9.34105756091311e-32
LUM	-10.0741678447508	4.8944344301782	208.987600956821	2.28425752574214e-47	3.4633343170981e-46
PCDH7	-10.0202517643095	7.30775961196199	269.089525971433	1.79202604413545e-60	3.72792885291102e-59
RND3	-9.99186627692716	7.36427072733646	619.29265740851	1.06561845146082e-136	1.23048043652378e-134
SERPINE1	-9.99122482896955	9.60953322529158	1125.62885280118	8.88500673069344e-247	2.831651645072e-243
MXRA5	-9.98354639768497	8.17614655042756	103.244291563865	2.96268041011203e-24	2.04728154098592e-23
GPNMB	-9.91292845693232	6.95962891878939	464.871994359409	4.18478496520057e-103	2.23773652417688e-101
ID1	-9.9106919529128	4.60073604303177	446.165472821714	4.92745483880537e-99	2.45371852676136e-97
RARRES2	-9.90174136067619	5.23347161723139	359.808969730085	3.09870534858131e-80	1.0244371313204e-78
GUCY1A2	-9.80106420796925	6.96420116181167	218.976991598759	1.51192455979435e-49	2.41166344948178e-48
ITGBL1	-9.79963202521891	4.92527943301779	53.56285588772	2.50450135284833e-13	9.29202073518933e-13
ADAMTS1	-9.77955439116091	6.3907245908482	160.22898453737	1.00836599241519e-36	1.11045695156434e-35
LOC101087010	-9.73364718020346	5.45281818652415	185.615393631197	2.88040405065672e-42	3.72256598112043e-41
PPP1R3C	-9.72725442108863	5.2319430527129	505.063871667209	7.51943150719139e-112	5.07720936724978e-110
ADIRF	-9.6862217475452	5.6653686893225	307.934086119725	6.15566398297739e-69	1.54961304216026e-67
AEBP1	-9.66717422297393	8.79298776719375	363.977265964008	3.83317594770348e-81	1.31358405863774e-79
FGF7	-9.64851973684182	6.76281764507026	90.8865753005056	1.52148445140614e-21	9.14210208640905e-21
