N_unmapped	2048298	2048298	2048298
N_multimapping	325053	325053	325053
N_noFeature	15313515	15699607	15704139
N_ambiguous	7251	694	757
LOC102899061	10	0	10
LOC101090826	107	90	17
TRNAE-UUC	0	0	0
CCDC115	4	4	0
IMP4	2	0	2
PTPN18	7	4	3
LOC111559468	0	0	0
LOC102899369	7	5	2
LOC109493243	1	1	0
ATP12A	71	11	60
RNF17	146	66	80
CENPJ	137	127	10
PARP4	101	83	18
MPHOSPH8	15	13	2
PSPC1	43	26	17
ZMYM5	124	124	0
LOC111559482	0	0	0
ZMYM2	114	25	89
LOC111558556	13	10	3
GJA3	1	1	0
GJB2	7	5	2
GJB6	42	5	37
LOC111556713	0	0	0
CRYL1	4	0	4
LOC109493944	54	0	54
IFT88	167	11	156
IL17D	0	0	0
LOC111558748	1	1	0
LOC109494068	2	2	0
EEF1AKMT1	0	0	0
XPO4	12	7	5
LATS2	7	3	4
LOC109494173	18	3	15
SAP18	6	0	6
LOC111559175	0	0	0
SKA3	1	0	1
MRPL57	0	0	0
ZDHHC20	46	1	45
LOC109494403	17	12	5
MICU2	181	24	157
LOC109494431	0	0	0
FGF9	20	3	17
LOC111556740	25	24	1
LOC109492527	1	1	0
LOC109492533	0	0	0
LOC109492531	0	0	0
LOC109492534	0	0	0
SGCG	0	0	0
SACS	316	232	84
TNFRSF19	6	2	4
MIPEP	6	5	1
LOC102900817	21	0	21
LOC111559532	0	0	0
C1QTNF9	1	0	1
SPATA13	51	41	10
LOC109494942	101	58	43
LOC109494916	2	2	0
LOC109494931	31	14	17
LOC109494958	65	63	2
LOC111559449	53	30	23
AMER2	0	0	0
LOC109495032	56	27	29
LOC109495042	1	0	1
MTMR6	29	14	15
NUP58	181	162	19
LOC111559502	1	1	0
LOC101085594	55	23	32
LOC109495412	0	0	0
LOC111559455	4	2	2
SHISA2	119	117	2
LOC101096779	129	70	59
RNF6	84	38	46
CDK8	1	0	1
LOC109495641	22	0	22
LOC109495885	43	0	43
WASF3	79	1	78
LOC111556724	0	0	0
LOC109495851	8	7	1
GPR12	4	0	4
USP12	38	8	30
LOC109496069	1	0	1
LOC111559476	0	2	0
LOC102901461	51	50	3
RPL21	8	6	2
LOC111557008	0	0	0
LOC111557034	0	0	0
RASL11A	0	0	0
LOC109496221	0	0	0
GTF3A	25	2	23
MTIF3	0	0	0
LOC111559484	0	0	0
LOC109496316	0	0	0
LNX2	46	21	25
POLR1D	0	0	0
LOC111559488	0	0	0
GSX1	0	0	0
PDX1	1	1	0
CDX2	0	0	0
URAD	0	0	0
FLT3	44	32	12
LOC109496442	32	2	30
LOC102901710	2	2	0
PAN3	36	11	25
FLT1	45	43	2
LOC102901737	0	0	0
LOC111559501	18	0	18
POMP	56	56	0
SLC46A3	0	0	0
MTUS2	33	32	1
LOC109496599	14	14	0
LOC109496695	0	0	0
SLC7A1	52	50	2
LOC109496642	1	1	0
LOC109496619	1	1	0
LOC109496645	13	8	5
LOC111559507	0	0	0
LOC109496768	2	1	1
LOC109496710	12	0	12
UBL3	79	70	9
LOC109496855	12	11	1
LOC111559546	4	4	0
KATNAL1	24	23	1
LOC102902205	1	0	1
LOC111559516	74	56	18
LOC109497259	69	44	25
HMGB1	31	31	0
LOC109497262	8	8	0
LOC109497264	3	0	3
USPL1	54	54	0
TRNAN-GUU	0	0	0
LOC111559523	0	0	0
ALOX5AP	3	0	3
LOC109497268	91	0	91
LOC102902594	1	1	0
LOC109492552	1	1	0
LOC109497270	0	0	0
MEDAG	19	0	19
LOC111559528	241	161	80
LOC109497286	0	0	0
TEX26	10	1	9
LOC111559529	0	0	0
LOC111559531	1	0	1
LOC109497276	49	35	14
LOC102900692	0	0	0
LOC102899076	0	0	0
HSPH1	258	21	237
LOC102899192	0	0	0
LOC109497283	26	15	11
LOC111559537	1	1	0
B3GLCT	60	6	55
LOC109497302	0	0	1
LOC109497301	3	1	2
LOC105260585	85	49	36
LOC109497305	0	0	0
RXFP2	100	2	98
FRY	35	29	6
LOC102901028	1	1	0
LOC109497331	1	0	1
LOC109497337	0	0	0
ZAR1L	1	0	1
BRCA2	309	36	273
N4BP2L1	17	4	13
N4BP2L2	188	105	83
PDS5B	197	14	183
LOC109497366	0	0	0
LOC109497357	3	1	2
KL	3	3	0
LOC109497379	24	23	1
LOC109497405	2	2	0
STARD13	92	62	30
LOC109497406	0	0	0
LOC111559553	0	0	0
LOC111559555	17	1	16
RFC3	2	1	1
LOC109497412	11	0	11
LOC109497409	22	0	22
LOC111559557	6	0	6
LOC109497407	2	2	0
LOC109497422	127	0	127
LOC109497423	0	0	0
LOC102901791	3	2	1
NBEA	333	84	249
LOC101083390	19	18	1
MAB21L1	1	0	1
LOC109492555	0	0	0
DCLK1	35	28	7
SOHLH2	80	0	80
LOC111559572	1	1	0
CCDC169	29	14	15
SPART	93	32	61
CCNA1	4	4	0
SERTM1	39	1	38
LOC109497469	22	15	7
RFXAP	10	9	1
SMAD9	4	1	3
ALG5	63	12	51
EXOSC8	25	20	5
SUPT20H	0	0	0
LOC111559720	3	1	2
POSTN	209	46	163
LOC109497540	0	0	0
TRPC4	104	96	8
LOC111557024	0	0	0
LOC109497541	171	37	134
LOC109492556	1	1	0
UFM1	115	93	22
FREM2	149	18	131
STOML3	15	9	6
LOC111557022	0	0	0
PROSER1	69	24	45
NHLRC3	24	24	0
LOC109492559	12	10	2
LOC111559741	0	0	0
LHFPL6	21	2	19
COG6	6	2	4
LOC109497583	0	0	0
LOC109497589	44	20	24
LOC109492560	0	0	0
LOC109497596	115	96	19
LOC109497598	2	2	0
LOC109497603	1	0	1
LOC109497600	0	0	0
FOXO1	4	0	4
MRPS31	35	29	6
SLC25A15	1	0	1
LOC101096867	90	5	85
THSD1	3	2	1
LOC111556783	0	0	0
VPS36	246	212	34
CKAP2	45	6	39
NEK3	21	17	4
NEK5	28	1	27
LOC109497673	1	0	1
ALG11	0	0	0
ATP7B	7	5	2
CCDC70	0	0	0
DHRS12	2	1	1
WDFY2	27	19	8
LOC102900676	9	0	9
LOC111556827	0	0	0
INTS6	53	41	12
SERPINE3	2	1	1
LOC109497734	51	32	19
LOC105260724	1	1	0
FAM124A	37	9	28
LOC109498200	52	44	8
LOC102900780	99	57	42
LOC101098598	6	6	0
LOC111559776	14	0	14
LOC111559777	9	9	0
RNASEH2B	2	1	1
TRNAK-CUU	0	0	0
DLEU7	47	33	14
LOC109497901	2	2	0
LOC111556929	14	14	0
LOC111556704	0	0	0
LOC102900852	20	13	7
LOC109497907	70	41	29
KCNRG	0	0	0
TRIM13	0	0	0
SPRYD7	8	0	8
LOC109497902	1	1	0
KPNA3	42	0	42
EBPL	0	0	0
RCBTB1	77	44	33
ARL11	69	0	69
LOC101100105	65	33	32
CAB39L	5	0	5
LOC109497890	6	5	1
CDADC1	4	3	1
LOC102901569	2	0	2
MLNR	0	0	0
FNDC3A	26	12	15
LOC105260363	95	3	93
CYSLTR2	50	32	18
LOC109497974	0	0	0
LOC111556256	0	0	0
RCBTB2	105	7	98
RB1	283	45	238
LPAR6	6	0	6
LOC111559794	0	0	0
ITM2B	16	0	16
LOC111556911	7	7	0
LOC109497981	36	12	24
MED4	234	191	43
NUDT15	35	28	7
SUCLA2	29	28	1
LOC109497998	18	14	4
HTR2A	19	4	15
LOC109498005	12	0	12
ESD	39	36	3
